test,matrix_type,row,rowname,c1,c2,c3,c4,c5,c6,c7
D_3500_4000,pooled,1,Pre,-.022186014803301,.0090488095239792,-2.45,.0143,-.0399303719279096,-.0044416576786925,9078
D_3500_4000,pooled,2,Post,-.0059639688662128,.0121662057945874,-.49,.624,-.029823251589182,.0178953138567563,8765
D_500_1000,event,1,pre4,-.0931486998093444,.0145530205447356,-6.4,0,-.1216867693366976,-.0646106302819911,9052
D_500_1000,event,2,pre3,-.0470418193341667,.0137585797491264,-3.42,.0006,-.0740219948366539,-.0200616438316794,10252
D_500_1000,event,3,pre2,-.02099183822369,.0120250072646364,-1.75,.081,-.0445725232685344,.0025888468211544,11449
D_500_1000,event,4,pre1,0,,,,,,
D_500_1000,event,5,tau0,.0397165755594879,.0133156123316649,2.98,.0029,.0136051423704273,.0658280087485485,12667
D_500_1000,event,6,tau1,.0775829473915432,.0139381522617031,5.57,0,.0502504543638737,.1049154404192127,11418
D_500_1000,event,7,tau2,.1107216578679021,.0154030452591482,7.19,0,.0805156181780111,.140927697557793,10094
D_500_1000,event,8,tau3,.1426487455101873,.0179511150812889,7.95,0,.1074444111281362,.1778530798922384,8748
D_500_1000,pooled,1,Pre,-.0514147898840227,.0108132715746543,-4.75,0,-.072619385391756,-.0302101943762895,9035
D_500_1000,pooled,2,Post,.1114494617696526,.0123143883998585,9.050000000000001,0,.0872994035830657,.1355995199562394,8740
