tract_geoid,year,sales_n,entity_n,port10_n,port25_n
72001956700,2019,3,0,0,0
72001956700,2020,3,0,0,0
72001956700,2021,13,0,0,0
72001956700,2022,10,0,0,0
72001956700,2023,19,2,0,0
72001956700,2024,13,2,0,0
72001956700,2025,10,1,0,0
72001956700,2026,2,0,0,0
72001956800,2000,7,0,0,0
72001956800,2001,14,0,0,0
72001956800,2002,13,0,0,0
72001956800,2003,11,0,0,0
72001956800,2004,18,1,0,0
72001956800,2005,18,0,0,0
72001956800,2006,15,0,0,0
72001956800,2007,24,0,0,0
72001956800,2008,20,2,0,0
72001956800,2009,15,0,0,0
72001956800,2010,19,0,0,0
72001956800,2011,19,0,0,0
72001956800,2012,12,0,0,0
72001956800,2013,13,0,0,0
72001956800,2014,15,0,0,0
72001956800,2015,19,0,0,0
72001956800,2016,17,0,0,0
72001956800,2017,15,0,0,0
72001956800,2018,15,0,0,0
72001956800,2019,25,0,0,0
72001956800,2020,18,1,0,0
72001956800,2021,39,2,0,0
72001956800,2022,39,2,0,0
72001956800,2023,43,1,0,0
72001956800,2024,25,0,0,0
72001956800,2025,25,0,0,0
72001956800,2026,11,0,0,0
72003430100,2000,17,0,0,0
72003430100,2001,16,0,0,0
72003430100,2002,25,0,0,0
72003430100,2003,23,0,0,0
72003430100,2004,23,1,0,0
72003430100,2005,30,1,0,0
72003430100,2006,27,2,0,0
72003430100,2007,15,0,0,0
72003430100,2008,12,0,0,0
72003430100,2009,11,1,0,0
72003430100,2010,24,6,0,0
72003430100,2011,9,0,0,0
72003430100,2012,18,0,0,0
72003430100,2013,20,1,1,0
72003430100,2014,8,0,0,0
72003430100,2015,16,1,1,0
72003430100,2016,13,0,0,0
72003430100,2017,16,0,0,0
72003430100,2018,22,1,0,0
72003430100,2019,14,0,0,0
72003430100,2020,11,0,0,0
72003430100,2021,35,1,0,0
72003430100,2022,42,2,1,1
72003430100,2023,38,2,0,0
72003430100,2024,28,1,0,0
72003430100,2025,31,2,1,0
72003430100,2026,7,0,0,0
72003430200,2000,8,0,0,0
72003430200,2001,12,0,0,0
72003430200,2002,25,0,0,0
72003430200,2003,31,0,0,0
72003430200,2004,31,0,0,0
72003430200,2005,34,1,1,0
72003430200,2006,23,0,0,0
72003430200,2007,20,0,0,0
72003430200,2008,39,0,0,0
72003430200,2009,31,0,0,0
72003430200,2010,9,0,0,0
72003430200,2011,15,0,0,0
72003430200,2012,27,1,0,0
72003430200,2013,22,0,0,0
72003430200,2014,23,0,0,0
72003430200,2015,27,0,0,0
72003430200,2016,33,2,1,0
72003430200,2017,37,0,0,0
72003430200,2018,32,2,0,0
72003430200,2019,30,0,0,0
72003430200,2020,28,1,0,0
72003430200,2021,41,2,0,0
72003430200,2022,60,2,0,0
72003430200,2023,65,5,0,0
72003430200,2024,54,6,0,0
72003430200,2025,47,4,0,0
72003430200,2026,11,2,0,0
72003430300,2000,10,0,0,0
72003430300,2001,4,0,0,0
72003430300,2002,7,0,0,0
72003430300,2003,11,1,1,1
72003430300,2004,8,1,0,0
72003430300,2005,13,0,0,0
72003430300,2006,12,0,0,0
72003430300,2007,10,0,0,0
72003430300,2008,8,0,0,0
72003430300,2009,6,0,0,0
72003430300,2010,9,0,0,0
72003430300,2011,9,0,0,0
72003430300,2012,13,0,0,0
72003430300,2013,8,0,0,0
72003430300,2014,11,0,0,0
72003430300,2015,17,0,0,0
72003430300,2016,18,0,0,0
72003430300,2017,10,0,0,0
72003430300,2018,8,0,0,0
72003430300,2019,13,1,0,0
72003430300,2020,16,1,0,0
72003430300,2021,17,2,1,0
72003430300,2022,23,5,0,0
72003430300,2023,40,5,0,0
72003430300,2024,36,4,0,0
72003430300,2025,23,1,0,0
72003430300,2026,6,0,0,0
72003430401,2000,9,0,0,0
72003430401,2001,3,0,0,0
72003430401,2002,8,0,0,0
72003430401,2003,6,0,0,0
72003430401,2004,8,0,0,0
72003430401,2005,22,0,0,0
72003430401,2006,14,0,0,0
72003430401,2007,14,0,0,0
72003430401,2008,8,0,0,0
72003430401,2009,8,0,0,0
72003430401,2010,14,0,0,0
72003430401,2011,10,0,0,0
72003430401,2012,9,0,0,0
72003430401,2013,10,0,0,0
72003430401,2014,9,0,0,0
72003430401,2015,9,1,0,0
72003430401,2016,9,1,0,0
72003430401,2017,6,1,1,0
72003430401,2018,15,0,0,0
72003430401,2019,14,0,0,0
72003430401,2020,9,0,0,0
72003430401,2021,11,0,0,0
72003430401,2022,24,1,0,0
72003430401,2023,17,0,0,0
72003430401,2024,18,2,1,0
72003430401,2025,20,0,0,0
72003430401,2026,6,0,0,0
72003430402,2000,2,0,0,0
72003430402,2001,4,0,0,0
72003430402,2002,10,0,0,0
72003430402,2003,8,0,0,0
72003430402,2004,5,0,0,0
72003430402,2005,11,0,0,0
72003430402,2006,5,0,0,0
72003430402,2007,9,0,0,0
72003430402,2008,12,0,0,0
72003430402,2009,10,0,0,0
72003430402,2010,10,0,0,0
72003430402,2011,11,0,0,0
72003430402,2012,10,0,0,0
72003430402,2013,12,0,0,0
72003430402,2014,7,0,0,0
72003430402,2015,7,0,0,0
72003430402,2016,5,0,0,0
72003430402,2017,8,0,0,0
72003430402,2018,5,0,0,0
72003430402,2019,8,0,0,0
72003430402,2020,8,2,0,0
72003430402,2021,13,0,0,0
72003430402,2022,19,2,0,0
72003430402,2023,15,0,0,0
72003430402,2024,13,0,0,0
72003430402,2025,10,0,0,0
72003430402,2026,4,0,0,0
72003430501,2000,23,0,0,0
72003430501,2001,17,0,0,0
72003430501,2002,23,0,0,0
72003430501,2003,20,0,0,0
72003430501,2004,25,0,0,0
72003430501,2005,48,1,0,0
72003430501,2006,26,0,0,0
72003430501,2007,25,0,0,0
72003430501,2008,17,0,0,0
72003430501,2009,21,0,0,0
72003430501,2010,28,0,0,0
72003430501,2011,30,0,0,0
72003430501,2012,29,0,0,0
72003430501,2013,25,1,0,0
72003430501,2014,32,1,0,0
72003430501,2015,22,0,0,0
72003430501,2016,27,0,0,0
72003430501,2017,20,0,0,0
72003430501,2018,19,1,0,0
72003430501,2019,29,0,0,0
72003430501,2020,19,0,0,0
72003430501,2021,34,0,0,0
72003430501,2022,46,0,0,0
72003430501,2023,51,5,0,0
72003430501,2024,31,4,0,0
72003430501,2025,32,2,0,0
72003430501,2026,21,5,0,0
72003430502,2000,5,0,0,0
72003430502,2001,2,0,0,0
72003430502,2002,2,0,0,0
72003430502,2003,7,0,0,0
72003430502,2004,9,0,0,0
72003430502,2005,8,0,0,0
72003430502,2006,6,0,0,0
72003430502,2007,11,1,0,0
72003430502,2008,11,0,0,0
72003430502,2009,6,0,0,0
72003430502,2010,11,0,0,0
72003430502,2011,7,0,0,0
72003430502,2012,12,0,0,0
72003430502,2013,6,0,0,0
72003430502,2014,9,0,0,0
72003430502,2015,12,0,0,0
72003430502,2016,6,0,0,0
72003430502,2017,2,0,0,0
72003430502,2018,10,0,0,0
72003430502,2019,11,1,0,0
72003430502,2020,9,2,0,0
72003430502,2021,13,0,0,0
72003430502,2022,17,0,0,0
72003430502,2023,13,0,0,0
72003430502,2024,20,1,0,0
72003430502,2025,20,4,0,0
72003430502,2026,3,0,0,0
72003430601,2000,9,0,0,0
72003430601,2001,5,0,0,0
72003430601,2002,4,0,0,0
72003430601,2003,13,0,0,0
72003430601,2004,13,0,0,0
72003430601,2005,16,0,0,0
72003430601,2006,12,0,0,0
72003430601,2007,12,0,0,0
72003430601,2008,13,0,0,0
