tract_geoid,year,sales_n,entity_n,port10_n,port25_n
72021031301,2006,26,0,0,0
72021031301,2007,29,0,0,0
72021031301,2008,11,0,0,0
72021031301,2009,25,0,0,0
72021031301,2010,27,0,0,0
72021031301,2011,26,1,1,1
72021031301,2012,29,0,0,0
72021031301,2013,15,0,0,0
72021031301,2014,7,0,0,0
72021031301,2015,15,0,0,0
72021031301,2016,17,1,0,0
72021031301,2017,23,0,0,0
72021031301,2018,21,1,0,0
72021031301,2019,35,4,4,0
72021031301,2020,26,0,0,0
72021031301,2021,47,2,0,0
72021031301,2022,50,2,0,0
72021031301,2023,53,1,0,0
72021031301,2024,48,2,0,0
72021031301,2025,45,4,3,3
72021031301,2026,19,2,1,0
72021031304,2000,5,0,0,0
72021031304,2001,7,0,0,0
72021031304,2002,10,0,0,0
72021031304,2003,14,0,0,0
72021031304,2004,12,0,0,0
72021031304,2005,11,0,0,0
72021031304,2006,4,0,0,0
72021031304,2007,16,0,0,0
72021031304,2008,5,1,0,0
72021031304,2009,4,0,0,0
72021031304,2010,4,0,0,0
72021031304,2011,14,0,0,0
72021031304,2012,8,0,0,0
72021031304,2013,7,0,0,0
72021031304,2014,8,0,0,0
72021031304,2015,6,0,0,0
72021031304,2016,4,1,0,0
72021031304,2017,5,0,0,0
72021031304,2018,3,0,0,0
72021031304,2019,10,0,0,0
72021031304,2020,17,1,0,0
72021031304,2021,23,0,0,0
72021031304,2022,20,1,1,0
72021031304,2023,14,0,0,0
72021031304,2024,63,1,0,0
72021031304,2025,24,5,0,0
72021031304,2026,7,0,0,0
72021031305,2000,20,0,0,0
72021031305,2001,5,0,0,0
72021031305,2002,19,0,0,0
72021031305,2003,67,0,0,0
72021031305,2004,45,0,0,0
72021031305,2005,40,0,0,0
72021031305,2006,23,0,0,0
72021031305,2007,29,0,0,0
72021031305,2008,25,0,0,0
72021031305,2009,23,0,0,0
72021031305,2010,25,0,0,0
72021031305,2011,22,0,0,0
72021031305,2012,17,1,1,1
72021031305,2013,12,0,0,0
72021031305,2014,15,0,0,0
72021031305,2015,13,0,0,0
72021031305,2016,16,0,0,0
72021031305,2017,19,0,0,0
72021031305,2018,28,1,1,0
72021031305,2019,25,1,0,0
72021031305,2020,25,0,0,0
72021031305,2021,45,2,1,1
72021031305,2022,40,0,0,0
72021031305,2023,55,1,0,0
72021031305,2024,62,0,0,0
72021031305,2025,38,3,1,0
72021031305,2026,9,2,0,0
72021031306,2000,12,0,0,0
72021031306,2001,13,0,0,0
72021031306,2002,24,0,0,0
72021031306,2003,46,0,0,0
72021031306,2004,35,0,0,0
72021031306,2005,30,0,0,0
72021031306,2006,35,0,0,0
72021031306,2007,19,0,0,0
72021031306,2008,10,0,0,0
72021031306,2009,18,4,0,0
72021031306,2010,20,0,0,0
72021031306,2011,13,0,0,0
72021031306,2012,13,0,0,0
72021031306,2013,15,0,0,0
72021031306,2014,11,0,0,0
72021031306,2015,10,1,0,0
72021031306,2016,13,0,0,0
72021031306,2017,20,1,1,0
72021031306,2018,27,1,0,0
72021031306,2019,26,0,0,0
72021031306,2020,31,0,0,0
72021031306,2021,53,2,0,0
72021031306,2022,49,2,0,0
72021031306,2023,52,4,0,0
72021031306,2024,44,6,2,0
72021031306,2025,38,4,0,0
72021031306,2026,19,1,0,0
72021031307,2000,9,1,0,0
72021031307,2001,11,0,0,0
72021031307,2002,8,0,0,0
72021031307,2003,14,0,0,0
72021031307,2004,9,0,0,0
72021031307,2005,16,0,0,0
72021031307,2006,23,0,0,0
72021031307,2007,36,0,0,0
72021031307,2008,25,0,0,0
72021031307,2009,6,0,0,0
72021031307,2010,13,0,0,0
72021031307,2011,7,0,0,0
72021031307,2012,9,0,0,0
72021031307,2013,10,0,0,0
72021031307,2014,2,0,0,0
72021031307,2015,9,0,0,0
72021031307,2016,10,0,0,0
72021031307,2017,8,0,0,0
72021031307,2018,19,0,0,0
72021031307,2019,11,0,0,0
72021031307,2020,12,0,0,0
72021031307,2021,30,1,0,0
72021031307,2022,28,0,0,0
72021031307,2023,37,2,0,0
72021031307,2024,29,1,1,0
72021031307,2025,20,3,0,0
72021031307,2026,9,2,1,0
72021031401,2000,9,0,0,0
72021031401,2001,5,0,0,0
72021031401,2002,14,0,0,0
72021031401,2003,12,0,0,0
72021031401,2004,19,0,0,0
72021031401,2005,10,0,0,0
72021031401,2006,15,0,0,0
72021031401,2007,13,1,0,0
72021031401,2008,8,0,0,0
72021031401,2009,11,0,0,0
72021031401,2010,11,0,0,0
72021031401,2011,5,0,0,0
72021031401,2012,16,0,0,0
72021031401,2013,10,0,0,0
72021031401,2014,5,0,0,0
72021031401,2015,12,0,0,0
72021031401,2016,6,0,0,0
72021031401,2017,14,0,0,0
72021031401,2018,13,0,0,0
72021031401,2019,20,0,0,0
72021031401,2020,13,1,0,0
72021031401,2021,22,0,0,0
72021031401,2022,35,0,0,0
72021031401,2023,29,2,0,0
72021031401,2024,32,4,0,0
72021031401,2025,30,1,0,0
72021031401,2026,11,2,0,0
72021031402,2000,9,0,0,0
72021031402,2001,11,0,0,0
72021031402,2002,15,0,0,0
72021031402,2003,16,0,0,0
72021031402,2004,18,0,0,0
72021031402,2005,14,2,0,0
72021031402,2006,11,1,0,0
72021031402,2007,15,2,0,0
72021031402,2008,4,0,0,0
72021031402,2009,10,0,0,0
72021031402,2010,10,0,0,0
72021031402,2011,6,0,0,0
72021031402,2012,12,0,0,0
72021031402,2014,6,0,0,0
72021031402,2015,12,1,0,0
72021031402,2016,7,0,0,0
72021031402,2017,5,0,0,0
72021031402,2018,18,0,0,0
72021031402,2019,12,1,0,0
72021031402,2020,22,0,0,0
72021031402,2021,38,2,1,0
72021031402,2022,24,1,0,0
72021031402,2023,33,5,0,0
72021031402,2024,19,5,1,0
72021031402,2025,23,2,0,0
72021031402,2026,8,0,0,0
72021031403,2000,9,0,0,0
72021031403,2001,8,1,0,0
72021031403,2002,12,0,0,0
72021031403,2003,24,0,0,0
72021031403,2004,14,0,0,0
72021031403,2005,14,0,0,0
72021031403,2006,12,0,0,0
72021031403,2007,20,0,0,0
72021031403,2008,7,0,0,0
72021031403,2009,13,0,0,0
72021031403,2010,12,0,0,0
72021031403,2011,10,0,0,0
72021031403,2012,15,0,0,0
72021031403,2013,10,0,0,0
72021031403,2014,3,0,0,0
72021031403,2015,7,0,0,0
72021031403,2016,9,0,0,0
72021031403,2017,15,0,0,0
72021031403,2018,19,1,0,0
72021031403,2019,14,1,1,0
72021031403,2020,19,0,0,0
72021031403,2021,32,1,0,0
72021031403,2022,29,1,0,0
72021031403,2023,32,1,0,0
72021031403,2024,33,2,1,0
72021031403,2025,19,2,1,0
72021031403,2026,8,1,0,0
72021031501,2000,9,0,0,0
72021031501,2001,7,0,0,0
72021031501,2002,16,2,0,0
72021031501,2003,21,0,0,0
72021031501,2004,21,0,0,0
72021031501,2005,28,0,0,0
72021031501,2006,17,1,0,0
72021031501,2007,16,0,0,0
72021031501,2008,11,0,0,0
72021031501,2009,12,0,0,0
72021031501,2010,16,0,0,0
72021031501,2011,6,0,0,0
72021031501,2012,21,0,0,0
72021031501,2013,11,0,0,0
72021031501,2014,12,0,0,0
72021031501,2015,7,0,0,0
72021031501,2016,13,0,0,0
72021031501,2017,21,0,0,0
72021031501,2018,15,0,0,0
72021031501,2019,24,0,0,0
72021031501,2020,25,1,0,0
72021031501,2021,51,2,0,0
72021031501,2022,34,2,0,0
72021031501,2023,44,3,0,0
72021031501,2024,42,3,2,0
72021031501,2025,42,0,0,0
72021031501,2026,13,1,0,0
72021031502,2000,5,0,0,0
72021031502,2001,5,0,0,0
72021031502,2002,7,1,1,1
72021031502,2003,12,0,0,0
72021031502,2004,14,0,0,0
72021031502,2005,13,0,0,0
72021031502,2006,11,1,0,0
72021031502,2007,16,0,0,0
72021031502,2008,4,0,0,0
72021031502,2009,5,1,0,0
72021031502,2010,5,0,0,0
72021031502,2011,6,0,0,0
72021031502,2012,17,3,0,0
72021031502,2013,5,0,0,0
72021031502,2014,8,1,0,0
72021031502,2015,16,1,0,0
72021031502,2016,9,2,1,0
72021031502,2017,9,0,0,0
72021031502,2018,11,1,0,0
72021031502,2019,12,1,0,0
72021031502,2020,12,1,0,0
72021031502,2021,25,1,0,0
72021031502,2022,20,1,0,0
72021031502,2023,25,5,1,0
72021031502,2024,21,1,0,0
72021031502,2025,27,2,2,2
72021031502,2026,9,2,1,0
72021031503,2000,8,0,0,0
72021031503,2001,8,0,0,0
72021031503,2002,11,0,0,0
72021031503,2003,11,0,0,0
72021031503,2004,12,0,0,0
72021031503,2005,14,0,0,0
72021031503,2006,8,0,0,0
72021031503,2007,8,0,0,0
72021031503,2008,4,0,0,0
72021031503,2009,6,0,0,0
72021031503,2010,12,0,0,0
72021031503,2011,10,0,0,0
72021031503,2012,14,1,0,0
72021031503,2013,13,0,0,0
72021031503,2014,6,0,0,0
72021031503,2015,10,1,1,1
72021031503,2016,7,0,0,0
72021031503,2017,13,1,0,0
72021031503,2018,24,1,0,0
72021031503,2019,11,0,0,0
72021031503,2020,10,0,0,0
72021031503,2021,31,3,0,0
72021031503,2022,33,3,2,0
72021031503,2023,25,0,0,0
72021031503,2024,25,1,0,0
72021031503,2025,27,3,1,1
72021031503,2026,12,1,0,0
72021031611,2000,7,0,0,0
72021031611,2001,14,1,0,0
72021031611,2002,8,0,0,0
72021031611,2003,18,1,0,0
72021031611,2004,17,2,1,0
72021031611,2005,18,0,0,0
72021031611,2006,18,1,0,0
72021031611,2007,18,0,0,0
72021031611,2008,6,0,0,0
72021031611,2009,11,0,0,0
72021031611,2010,9,0,0,0
72021031611,2011,19,0,0,0
72021031611,2012,10,2,0,0
72021031611,2013,10,0,0,0
72021031611,2014,11,3,0,0
72021031611,2015,9,2,1,0
72021031611,2016,13,1,0,0
72021031611,2017,16,2,0,0
72021031611,2018,20,2,0,0
72021031611,2019,14,3,0,0
72021031611,2020,19,0,0,0
72021031611,2021,34,5,0,0
72021031611,2022,30,5,0,0
72021031611,2023,27,2,0,0
72021031611,2024,34,1,0,0
72021031611,2025,36,8,0,0
72021031611,2026,14,5,3,0
72021031612,2000,15,0,0,0
72021031612,2001,16,0,0,0
72021031612,2002,17,1,0,0
72021031612,2003,25,0,0,0
72021031612,2004,25,0,0,0
72021031612,2005,19,1,0,0
72021031612,2006,23,0,0,0
72021031612,2007,13,0,0,0
72021031612,2008,9,0,0,0
72021031612,2009,9,0,0,0
72021031612,2010,12,0,0,0
72021031612,2011,15,0,0,0
72021031612,2012,15,0,0,0
72021031612,2013,11,0,0,0
72021031612,2014,9,1,0,0
72021031612,2015,10,0,0,0
72021031612,2016,6,0,0,0
72021031612,2017,12,0,0,0
72021031612,2018,25,1,1,0
72021031612,2019,24,0,0,0
72021031612,2020,30,0,0,0
72021031612,2021,37,2,0,0
72021031612,2022,47,3,0,0
72021031612,2023,37,4,2,0
72021031612,2024,31,3,1,0
72021031612,2025,35,2,0,0
72021031612,2026,17,3,0,0
72021031621,2000,10,0,0,0
72021031621,2001,38,0,0,0
72021031621,2002,32,0,0,0
72021031621,2003,22,1,0,0
72021031621,2004,40,0,0,0
72021031621,2005,38,0,0,0
72021031621,2006,19,0,0,0
72021031621,2007,22,1,0,0
72021031621,2008,15,0,0,0
72021031621,2009,16,0,0,0
72021031621,2010,21,0,0,0
72021031621,2011,16,0,0,0
72021031621,2012,12,0,0,0
72021031621,2013,14,0,0,0
72021031621,2014,15,0,0,0
72021031621,2015,6,0,0,0
72021031621,2016,13,1,0,0
72021031621,2017,16,1,0,0
72021031621,2018,18,1,0,0
72021031621,2019,17,2,0,0
72021031621,2020,18,3,0,0
72021031621,2021,34,1,0,0
72021031621,2022,41,2,0,0
72021031621,2023,37,2,0,0
72021031621,2024,38,6,1,0
72021031621,2025,35,4,0,0
72021031621,2026,11,0,0,0
72021031622,2000,8,0,0,0
72021031622,2001,11,0,0,0
72021031622,2002,11,0,0,0
72021031622,2003,15,0,0,0
72021031622,2004,19,0,0,0
72021031622,2005,12,0,0,0
72021031622,2006,13,0,0,0
72021031622,2007,13,0,0,0
72021031622,2008,3,0,0,0
72021031622,2009,4,0,0,0
72021031622,2010,13,0,0,0
72021031622,2011,10,0,0,0
72021031622,2012,9,0,0,0
72021031622,2013,11,0,0,0
72021031622,2014,7,0,0,0
72021031622,2015,4,0,0,0
72021031622,2016,13,0,0,0
72021031622,2017,9,0,0,0
72021031622,2018,11,1,0,0
72021031622,2019,19,1,0,0
72021031622,2020,17,1,0,0
72021031622,2021,25,2,0,0
72021031622,2022,22,4,0,0
72021031622,2023,25,0,0,0
72021031622,2024,22,2,0,0
72021031622,2025,31,4,1,0
72021031622,2026,5,1,1,0
72021031631,2000,10,0,0,0
72021031631,2001,8,0,0,0
72021031631,2002,9,0,0,0
72021031631,2003,10,0,0,0
72021031631,2004,16,0,0,0
72021031631,2005,13,0,0,0
72021031631,2006,10,0,0,0
72021031631,2007,10,0,0,0
72021031631,2008,4,0,0,0
72021031631,2009,9,0,0,0
72021031631,2010,14,0,0,0
72021031631,2011,15,0,0,0
72021031631,2012,7,0,0,0
72021031631,2013,5,0,0,0
72021031631,2014,6,0,0,0
72021031631,2015,10,1,0,0
72021031631,2016,9,0,0,0
72021031631,2017,11,0,0,0
72021031631,2018,9,0,0,0
72021031631,2019,18,1,0,0
72021031631,2020,15,0,0,0
72021031631,2021,20,1,1,0
72021031631,2022,27,1,0,0
72021031631,2023,18,3,0,0
72021031631,2024,36,7,5,0
72021031631,2025,18,1,0,0
72021031631,2026,11,1,1,0
72021031632,2000,9,0,0,0
72021031632,2001,5,0,0,0
72021031632,2002,14,0,0,0
72021031632,2003,10,0,0,0
72021031632,2004,20,0,0,0
72021031632,2005,13,0,0,0
72021031632,2006,11,0,0,0
72021031632,2007,13,0,0,0
72021031632,2008,12,0,0,0
72021031632,2009,11,0,0,0
72021031632,2010,9,0,0,0
72021031632,2011,11,0,0,0
72021031632,2012,9,0,0,0
72021031632,2013,9,0,0,0
72021031632,2014,8,0,0,0
72021031632,2015,13,0,0,0
72021031632,2016,7,0,0,0
72021031632,2017,7,0,0,0
72021031632,2018,8,0,0,0
72021031632,2019,16,0,0,0
72021031632,2020,12,0,0,0
72021031632,2021,15,1,0,0
72021031632,2022,30,3,0,0
72021031632,2023,35,11,0,0
72021031632,2024,30,5,3,0
72021031632,2025,27,4,0,0
72021031632,2026,5,1,0,0
72021031641,2000,7,0,0,0
72021031641,2001,8,0,0,0
72021031641,2002,12,0,0,0
72021031641,2003,10,0,0,0
72021031641,2004,14,0,0,0
72021031641,2005,14,0,0,0
72021031641,2006,9,0,0,0
72021031641,2007,13,0,0,0
72021031641,2008,4,0,0,0
72021031641,2009,6,0,0,0
72021031641,2010,8,0,0,0
72021031641,2011,5,0,0,0
72021031641,2012,5,0,0,0
72021031641,2013,7,0,0,0
72021031641,2014,6,0,0,0
72021031641,2015,5,1,0,0
72021031641,2016,9,0,0,0
72021031641,2017,5,0,0,0
72021031641,2018,12,1,1,0
72021031641,2019,15,2,0,0
72021031641,2020,16,0,0,0
72021031641,2021,26,3,1,0
72021031641,2022,18,0,0,0
72021031641,2023,27,2,0,0
72021031641,2024,36,2,0,0
72021031641,2025,34,2,2,0
72021031641,2026,6,2,0,0
72021031651,2000,6,0,0,0
72021031651,2001,9,0,0,0
72021031651,2002,16,0,0,0
72021031651,2003,12,0,0,0
72021031651,2004,15,1,0,0
72021031651,2005,15,1,0,0
72021031651,2006,12,0,0,0
72021031651,2007,5,0,0,0
72021031651,2008,10,0,0,0
72021031651,2009,13,0,0,0
72021031651,2010,17,0,0,0
72021031651,2011,8,1,0,0
72021031651,2012,11,1,0,0
72021031651,2013,20,1,0,0
72021031651,2014,8,0,0,0
72021031651,2015,15,0,0,0
72021031651,2016,12,2,0,0
72021031651,2017,8,0,0,0
72021031651,2018,25,1,0,0
72021031651,2019,23,3,0,0
72021031651,2020,19,0,0,0
72021031651,2021,17,0,0,0
72021031651,2022,29,6,0,0
72021031651,2023,41,6,1,1
72021031651,2024,27,3,0,0
72021031651,2025,30,4,0,0
72021031651,2026,16,3,1,0
72021031701,2000,22,0,0,0
72021031701,2001,13,0,0,0
72021031701,2002,24,0,0,0
72021031701,2003,55,0,0,0
72021031701,2004,44,1,0,0
72021031701,2005,35,2,0,0
72021031701,2006,22,0,0,0
72021031701,2007,18,1,0,0
72021031701,2008,13,1,0,0
72021031701,2009,8,0,0,0
72021031701,2010,15,0,0,0
72021031701,2011,17,0,0,0
72021031701,2012,20,1,0,0
72021031701,2013,20,1,0,0
72021031701,2014,11,0,0,0
72021031701,2015,13,0,0,0
72021031701,2016,25,3,1,0
72021031701,2017,18,2,0,0
72021031701,2018,23,1,1,0
72021031701,2019,30,4,0,0
72021031701,2020,20,0,0,0
72021031701,2021,52,1,0,0
72021031701,2022,43,0,0,0
72021031701,2023,51,1,0,0
72021031701,2024,53,7,0,0
72021031701,2025,32,1,0,0
72021031701,2026,14,5,0,0
72021031702,2000,11,0,0,0
72021031702,2001,17,0,0,0
72021031702,2002,27,0,0,0
72021031702,2003,46,0,0,0
72021031702,2004,45,0,0,0
72021031702,2005,28,0,0,0
72021031702,2006,22,0,0,0
72021031702,2007,28,0,0,0
72021031702,2008,23,0,0,0
72021031702,2009,12,0,0,0
72021031702,2010,19,0,0,0
72021031702,2011,19,0,0,0
72021031702,2012,20,0,0,0
72021031702,2013,7,0,0,0
72021031702,2014,32,0,0,0
72021031702,2015,20,0,0,0
72021031702,2016,16,2,0,0
72021031702,2017,17,0,0,0
72021031702,2018,21,0,0,0
72021031702,2019,24,1,0,0
72021031702,2020,31,3,0,0
72021031702,2021,46,0,0,0
72021031702,2022,34,3,0,0
72021031702,2023,38,2,0,0
72021031702,2024,33,3,1,0
72021031702,2025,36,1,0,0
72021031702,2026,14,2,0,0
72021031703,2000,6,0,0,0
72021031703,2001,13,0,0,0
72021031703,2002,14,0,0,0
72021031703,2003,13,0,0,0
72021031703,2004,19,2,0,0
72021031703,2005,19,1,0,0
72021031703,2006,13,0,0,0
72021031703,2007,12,0,0,0
72021031703,2008,9,0,0,0
72021031703,2009,11,0,0,0
72021031703,2010,11,0,0,0
72021031703,2011,15,0,0,0
72021031703,2012,19,0,0,0
72021031703,2013,13,1,0,0
72021031703,2014,8,0,0,0
72021031703,2015,17,2,0,0
72021031703,2016,14,0,0,0
72021031703,2017,10,1,1,0
72021031703,2018,14,0,0,0
72021031703,2019,15,0,0,0
72021031703,2020,19,0,0,0
72021031703,2021,24,2,0,0
72021031703,2022,26,1,0,0
72021031703,2023,35,4,0,0
72021031703,2024,30,0,0,0
72021031703,2025,30,3,0,0
72021031703,2026,13,3,0,0
72021031704,2000,20,0,0,0
72021031704,2001,15,0,0,0
72021031704,2002,22,0,0,0
72021031704,2003,16,1,0,0
72021031704,2004,21,1,0,0
72021031704,2005,28,0,0,0
72021031704,2006,21,0,0,0
72021031704,2007,27,0,0,0
72021031704,2008,16,0,0,0
72021031704,2009,16,0,0,0
72021031704,2010,21,0,0,0
72021031704,2011,18,0,0,0
72021031704,2012,17,0,0,0
72021031704,2013,15,0,0,0
72021031704,2014,8,0,0,0
72021031704,2015,16,0,0,0
72021031704,2016,9,0,0,0
72021031704,2017,19,0,0,0
72021031704,2018,18,0,0,0
72021031704,2019,30,0,0,0
72021031704,2020,26,1,0,0
72021031704,2021,38,4,3,0
72021031704,2022,39,1,0,0
72021031704,2023,43,4,0,0
72021031704,2024,51,6,0,0
72021031704,2025,62,8,5,0
72021031704,2026,13,0,0,0
72021031800,2000,22,0,0,0
72021031800,2001,24,0,0,0
72021031800,2002,28,0,0,0
72021031800,2003,29,1,0,0
72021031800,2004,46,1,0,0
72021031800,2005,41,0,0,0
72021031800,2006,23,0,0,0
72021031800,2007,18,0,0,0
72021031800,2008,26,0,0,0
72021031800,2009,18,0,0,0
72021031800,2010,23,0,0,0
72021031800,2011,19,0,0,0
72021031800,2012,27,1,0,0
72021031800,2013,29,1,0,0
72021031800,2014,17,1,0,0
72021031800,2015,22,0,0,0
72021031800,2016,14,0,0,0
72021031800,2017,22,1,1,0
72021031800,2018,27,0,0,0
72021031800,2019,22,3,0,0
72021031800,2020,30,0,0,0
72021031800,2021,42,2,1,0
72021031800,2022,44,2,0,0
72021031800,2023,33,1,0,0
72021031800,2024,41,5,2,0
72021031800,2025,36,1,0,0
72021031800,2026,19,1,1,0
72021031900,2000,9,0,0,0
72021031900,2001,14,0,0,0
72021031900,2002,11,0,0,0
72021031900,2003,23,0,0,0
72021031900,2004,18,0,0,0
72021031900,2005,53,0,0,0
72021031900,2006,55,0,0,0
72021031900,2007,36,0,0,0
72021031900,2008,20,0,0,0
72021031900,2009,17,0,0,0
72021031900,2010,21,0,0,0
72021031900,2011,13,0,0,0
72021031900,2012,25,0,0,0
72021031900,2013,17,0,0,0
72021031900,2014,19,1,0,0
72021031900,2015,15,0,0,0
72021031900,2016,15,0,0,0
72021031900,2017,18,0,0,0
72021031900,2018,23,0,0,0
72021031900,2019,27,1,0,0
72021031900,2020,37,0,0,0
72021031900,2021,41,0,0,0
72021031900,2022,34,1,0,0
72021031900,2023,47,3,1,0
72021031900,2024,46,1,0,0
72021031900,2025,47,9,6,1
72021031900,2026,27,3,1,1
72021032000,2000,6,0,0,0
72021032000,2001,4,0,0,0
72021032000,2002,7,0,0,0
72021032000,2003,7,0,0,0
72021032000,2004,4,0,0,0
72021032000,2005,1,0,0,0
72021032000,2006,8,0,0,0
72021032000,2007,9,0,0,0
72021032000,2008,4,0,0,0
72021032000,2009,12,0,0,0
72021032000,2010,3,0,0,0
72021032000,2011,2,0,0,0
72021032000,2012,6,0,0,0
72021032000,2013,4,0,0,0
72021032000,2014,4,0,0,0
72021032000,2015,3,0,0,0
72021032000,2016,4,0,0,0
72021032000,2017,4,0,0,0
72021032000,2018,4,0,0,0
72021032000,2019,8,0,0,0
72021032000,2020,11,2,0,0
72021032000,2021,11,0,0,0
72021032000,2022,7,0,0,0
72021032000,2023,6,0,0,0
72021032000,2024,18,0,0,0
72021032000,2025,20,0,0,0
72021032000,2026,2,0,0,0
72021032100,2000,3,0,0,0
72021032100,2001,3,0,0,0
72021032100,2002,3,0,0,0
72021032100,2003,3,0,0,0
72021032100,2004,2,0,0,0
72021032100,2005,6,0,0,0
72021032100,2006,2,0,0,0
72021032100,2007,5,0,0,0
72021032100,2008,4,0,0,0
72021032100,2009,2,0,0,0
72021032100,2010,5,0,0,0
72021032100,2011,2,0,0,0
72021032100,2012,5,0,0,0
72021032100,2013,1,0,0,0
72021032100,2014,4,0,0,0
72021032100,2015,3,0,0,0
72021032100,2016,7,0,0,0
72021032100,2017,4,0,0,0
72021032100,2018,12,1,0,0
72021032100,2019,10,0,0,0
72021032100,2020,6,1,0,0
72021032100,2021,17,3,0,0
72021032100,2022,15,0,0,0
72021032100,2023,14,1,0,0
72021032100,2024,8,0,0,0
72021032100,2025,11,0,0,0
72021032100,2026,3,0,0,0
72021032200,2000,4,0,0,0
72021032200,2001,7,0,0,0
72021032200,2002,4,0,0,0
72021032200,2003,8,0,0,0
72021032200,2004,7,0,0,0
72021032200,2005,4,0,0,0
72021032200,2006,6,0,0,0
72021032200,2007,5,0,0,0
72021032200,2008,6,0,0,0
72021032200,2009,1,0,0,0
72021032200,2010,5,0,0,0
72021032200,2011,5,0,0,0
72021032200,2012,8,0,0,0
72021032200,2013,2,0,0,0
72021032200,2014,7,0,0,0
72021032200,2015,10,0,0,0
72021032200,2016,4,0,0,0
72021032200,2017,6,0,0,0
72021032200,2018,5,0,0,0
72021032200,2019,9,0,0,0
72021032200,2020,12,1,0,0
72021032200,2021,13,0,0,0
72021032200,2022,17,3,1,0
72021032200,2023,19,1,0,0
72021032200,2024,21,1,0,0
72021032200,2025,25,2,0,0
72021032200,2026,6,0,0,0
72021032301,2000,3,0,0,0
72021032301,2001,7,0,0,0
72021032301,2002,35,0,0,0
72021032301,2003,30,0,0,0
72021032301,2004,41,1,0,0
72021032301,2005,50,0,0,0
72021032301,2006,25,0,0,0
72021032301,2007,18,0,0,0
72021032301,2008,14,0,0,0
72021032301,2009,10,0,0,0
72021032301,2010,25,0,0,0
72021032301,2011,13,0,0,0
72021032301,2012,14,0,0,0
72021032301,2013,13,0,0,0
72021032301,2014,11,0,0,0
72021032301,2015,12,0,0,0
72021032301,2016,13,0,0,0
72021032301,2017,18,0,0,0
72021032301,2018,19,0,0,0
72021032301,2019,27,0,0,0
72021032301,2020,29,1,0,0
72021032301,2021,35,0,0,0
72021032301,2022,30,2,0,0
72021032301,2023,31,1,0,0
72021032301,2024,20,0,0,0
72021032301,2025,24,1,0,0
72021032301,2026,6,1,0,0
72021032302,2000,11,0,0,0
72021032302,2001,3,0,0,0
72021032302,2002,9,0,0,0
72021032302,2003,9,0,0,0
72021032302,2004,8,0,0,0
72021032302,2005,9,0,0,0
72021032302,2006,13,0,0,0
72021032302,2007,14,0,0,0
72021032302,2008,10,0,0,0
72021032302,2009,11,0,0,0
72021032302,2010,10,1,0,0
72021032302,2011,11,0,0,0
72021032302,2012,14,1,0,0
72021032302,2013,9,0,0,0
72021032302,2014,7,0,0,0
72021032302,2015,6,0,0,0
72021032302,2016,7,0,0,0
72021032302,2017,6,0,0,0
72021032302,2018,7,0,0,0
72021032302,2019,9,0,0,0
72021032302,2020,11,0,0,0
72021032302,2021,28,1,0,0
72021032302,2022,21,2,0,0
72021032302,2023,27,0,0,0
72021032302,2024,20,0,0,0
72021032302,2025,26,3,0,0
72021032302,2026,3,0,0,0
72023830101,2000,6,0,0,0
72023830101,2001,11,0,0,0
72023830101,2002,9,0,0,0
72023830101,2003,52,0,0,0
72023830101,2004,36,0,0,0
72023830101,2005,40,0,0,0
72023830101,2006,31,0,0,0
72023830101,2007,24,1,0,0
72023830101,2008,45,0,0,0
72023830101,2009,14,0,0,0
72023830101,2010,21,0,0,0
72023830101,2011,21,0,0,0
72023830101,2012,23,0,0,0
72023830101,2013,7,0,0,0
72023830101,2014,18,0,0,0
72023830101,2015,17,0,0,0
72023830101,2016,10,0,0,0
72023830101,2017,17,0,0,0
72023830101,2018,17,0,0,0
72023830101,2019,17,0,0,0
72023830101,2020,19,2,0,0
72023830101,2021,37,1,0,0
72023830101,2022,38,1,0,0
72023830101,2023,31,0,0,0
72023830101,2024,39,1,0,0
72023830101,2025,48,1,0,0
72023830101,2026,15,0,0,0
72023830102,2000,17,0,0,0
72023830102,2001,63,0,0,0
72023830102,2002,31,1,0,0
72023830102,2003,38,0,0,0
72023830102,2004,59,0,0,0
72023830102,2005,36,3,0,0
72023830102,2006,30,0,0,0
72023830102,2007,42,0,0,0
72023830102,2008,19,0,0,0
72023830102,2009,25,0,0,0
72023830102,2010,24,0,0,0
72023830102,2011,13,1,0,0
72023830102,2012,12,0,0,0
72023830102,2013,20,0,0,0
72023830102,2014,15,1,0,0
72023830102,2015,18,0,0,0
72023830102,2016,21,0,0,0
72023830102,2017,21,0,0,0
72023830102,2018,23,0,0,0
72023830102,2019,27,1,0,0
72023830102,2020,18,0,0,0
72023830102,2021,43,1,0,0
72023830102,2022,30,2,0,0
72023830102,2023,37,4,0,0
72023830102,2024,34,2,1,0
72023830102,2025,45,1,0,0
72023830102,2026,15,1,0,0
72023830201,2000,17,0,0,0
72023830201,2001,23,0,0,0
72023830201,2002,29,1,1,0
72023830201,2003,36,0,0,0
72023830201,2004,57,3,0,0
72023830201,2005,56,0,0,0
72023830201,2006,41,0,0,0
72023830201,2007,47,0,0,0
72023830201,2008,70,1,0,0
72023830201,2009,22,1,0,0
72023830201,2010,28,2,1,0
72023830201,2011,52,1,0,0
72023830201,2012,25,1,0,0
72023830201,2013,38,5,5,0
72023830201,2014,30,0,0,0
72023830201,2015,31,2,0,0
