tract_geoid,year,purch_n,purch_v,purch_hisp_n,purch_hisp_v,purch_hisp_inc,purch_hisp_incn,purch_nonhisp_n,purch_nonhisp_v,purch_nonhisp_inc,purch_nonhisp_incn
72001956300,2012,1,68000,1,68000,28,1,0,0,0,0
72001956300,2013,13,1363000,13,1363000,720,13,0,0,0,0
72001956300,2014,2,210000,2,210000,49,2,0,0,0,0
72001956300,2015,8,662000,8,662000,249,8,0,0,0,0
72001956300,2016,1,107000,1,107000,47,1,0,0,0,0
72001956300,2017,2,251000,2,251000,103,2,0,0,0,0
72001956300,2019,2,190000,2,190000,80,2,0,0,0,0
72001956300,2020,1,145000,1,145000,64,1,0,0,0,0
72001956300,2021,3,255000,3,255000,87,3,0,0,0,0
72001956300,2022,2,280000,2,280000,75,2,0,0,0,0
72001956300,2023,3,285000,3,285000,119,3,0,0,0,0
72001956300,2024,5,585000,5,585000,248,5,0,0,0,0
72001956400,2012,1,82000,1,82000,22,1,0,0,0,0
72001956400,2013,4,418000,4,418000,289,4,0,0,0,0
72001956400,2014,1,108000,0,0,0,0,0,0,0,0
72001956400,2015,1,97000,1,97000,18,1,0,0,0,0
72001956400,2016,2,198000,2,198000,54,2,0,0,0,0
72001956400,2017,3,188000,2,132000,34,2,0,0,0,0
72001956400,2018,2,180000,2,180000,60,2,0,0,0,0
72001956400,2019,3,375000,3,375000,181,3,0,0,0,0
72001956400,2020,1,115000,1,115000,36,1,0,0,0,0
72001956400,2021,3,475000,3,475000,114,3,0,0,0,0
72001956400,2023,3,495000,3,495000,247,3,0,0,0,0
72001956400,2024,1,35000,1,35000,20,1,0,0,0,0
72001956500,2012,1,78000,1,78000,63,1,0,0,0,0
72001956500,2013,3,333000,3,333000,95,3,0,0,0,0
72001956500,2014,1,251000,1,251000,130,1,0,0,0,0
72001956500,2016,1,57000,1,57000,21,1,0,0,0,0
72001956500,2017,1,43000,1,43000,19,1,0,0,0,0
72001956500,2018,2,150000,2,150000,62,2,0,0,0,0
72001956500,2019,1,65000,1,65000,39,1,0,0,0,0
72001956500,2020,2,220000,2,220000,88,2,0,0,0,0
72001956500,2021,1,85000,1,85000,23,1,0,0,0,0
72001956500,2022,1,65000,1,65000,21,1,0,0,0,0
72001956500,2023,2,110000,2,110000,40,2,0,0,0,0
72001956500,2024,1,145000,1,145000,74,1,0,0,0,0
72001956600,2012,2,132000,2,132000,45,2,0,0,0,0
72001956600,2014,1,128000,1,128000,52,1,0,0,0,0
72001956600,2015,2,137000,2,137000,57,2,0,0,0,0
72001956600,2016,1,95000,1,95000,49,1,0,0,0,0
72001956600,2017,7,583000,2,234000,114,2,0,0,0,0
72001956600,2018,3,245000,3,245000,109,3,0,0,0,0
72001956600,2019,2,150000,2,150000,133,2,0,0,0,0
72001956600,2022,4,460000,4,460000,145,4,0,0,0,0
72001956600,2023,1,65000,1,65000,21,1,0,0,0,0
72001956700,2012,2,204000,2,204000,45,2,0,0,0,0
72001956700,2013,3,347000,3,347000,107,3,0,0,0,0
72001956700,2014,3,337000,3,337000,83,3,0,0,0,0
72001956700,2016,2,241000,2,241000,121,2,0,0,0,0
72001956700,2017,4,276000,2,175000,69,2,0,0,0,0
72001956700,2018,2,240000,2,240000,85,2,0,0,0,0
72001956700,2019,4,380000,4,380000,147,4,0,0,0,0
72001956700,2020,1,75000,1,75000,23,1,0,0,0,0
72001956700,2021,3,265000,3,265000,170,3,0,0,0,0
72001956700,2022,3,285000,3,285000,131,3,0,0,0,0
72001956800,2012,2,327000,2,327000,120,2,0,0,0,0
72001956800,2013,2,136000,2,136000,68,2,0,0,0,0
72001956800,2014,5,406000,5,406000,177,5,0,0,0,0
72001956800,2015,3,396000,3,396000,273,3,0,0,0,0
72001956800,2017,2,236000,2,236000,131,2,0,0,0,0
72001956800,2018,1,135000,1,135000,34,1,0,0,0,0
72001956800,2019,1,175000,1,175000,24,1,0,0,0,0
72001956800,2020,1,75000,1,75000,27,1,0,0,0,0
72001956800,2021,3,395000,3,395000,185,3,0,0,0,0
72001956800,2022,12,1290000,12,1290000,541,12,0,0,0,0
72001956800,2023,1,165000,1,165000,83,1,0,0,0,0
72001956800,2024,2,210000,2,210000,98,2,0,0,0,0
72003430100,2012,8,1183000,8,1183000,406,8,0,0,0,0
72003430100,2013,9,1101000,9,1101000,354,9,0,0,0,0
72003430100,2014,7,725000,7,725000,248,7,0,0,0,0
72003430100,2015,7,692000,7,692000,219,7,0,0,0,0
72003430100,2016,11,1457000,11,1457000,532,11,0,0,0,0
72003430100,2017,10,1173000,10,1173000,415,10,0,0,0,0
72003430100,2018,7,665000,5,545000,207,5,1,75000,18,1
72003430100,2019,5,715000,5,715000,282,5,0,0,0,0
72003430100,2020,6,750000,6,750000,401,6,0,0,0,0
72003430100,2021,7,905000,6,670000,274,6,1,235000,94,1
72003430100,2022,8,1130000,7,675000,295,7,1,455000,141,1
72003430100,2023,5,1775000,3,875000,558,3,1,725000,331,1
72003430100,2024,4,550000,3,365000,100,3,0,0,0,0
72003430200,2012,9,1106000,9,1106000,509,9,0,0,0,0
72003430200,2013,9,804000,8,724000,305,8,1,80000,68,1
72003430200,2014,8,1088000,8,1088000,512,8,0,0,0,0
72003430200,2015,16,1375000,16,1375000,612,16,0,0,0,0
72003430200,2016,12,989000,12,989000,400,12,0,0,0,0
72003430200,2017,4,368000,4,368000,260,4,0,0,0,0
72003430200,2018,8,620000,7,515000,182,7,0,0,0,0
72003430200,2019,9,755000,9,755000,269,9,0,0,0,0
72003430200,2020,20,2080000,13,1295000,860,13,6,690000,626,6
72003430200,2021,27,3595000,21,2585000,1103,21,3,425000,371,3
72003430200,2022,15,1955000,14,1550000,780,14,1,405000,79,1
72003430200,2023,6,960000,5,695000,316,5,1,265000,225,1
72003430200,2024,7,1195000,6,990000,619,6,1,205000,49,1
72003430300,2012,7,1115000,7,1115000,473,7,0,0,0,0
72003430300,2013,4,504000,3,424000,132,3,1,80000,45,1
72003430300,2014,5,350000,5,350000,124,5,0,0,0,0
72003430300,2015,4,353000,4,353000,167,4,0,0,0,0
72003430300,2016,10,770000,10,770000,448,10,0,0,0,0
72003430300,2017,4,525000,4,525000,165,4,0,0,0,0
72003430300,2018,7,915000,7,915000,294,7,0,0,0,0
72003430300,2019,4,300000,4,300000,106,3,0,0,0,0
72003430300,2020,7,785000,7,785000,557,7,0,0,0,0
72003430300,2021,7,645000,5,395000,159,5,2,250000,198,2
72003430300,2022,8,1010000,8,1010000,421,8,0,0,0,0
72003430300,2023,6,490000,5,435000,151,5,0,0,0,0
72003430300,2024,3,265000,3,265000,109,3,0,0,0,0
72003430401,2012,4,313000,4,313000,127,4,0,0,0,0
72003430401,2014,1,190000,0,0,0,0,1,190000,133,1
72003430401,2015,4,316000,4,316000,120,4,0,0,0,0
72003430401,2016,2,359000,2,359000,178,2,0,0,0,0
72003430401,2017,2,223000,2,223000,45,2,0,0,0,0
72003430401,2018,5,405000,5,405000,200,5,0,0,0,0
72003430401,2019,3,345000,3,345000,124,3,0,0,0,0
72003430401,2020,3,335000,3,335000,108,3,0,0,0,0
72003430401,2021,10,1060000,10,1060000,373,10,0,0,0,0
72003430401,2022,4,470000,4,470000,141,4,0,0,0,0
72003430401,2023,1,105000,1,105000,56,1,0,0,0,0
72003430401,2024,3,455000,3,455000,227,3,0,0,0,0
72003430402,2012,3,259000,3,259000,102,3,0,0,0,0
72003430402,2013,4,407000,4,407000,111,4,0,0,0,0
72003430402,2014,1,98000,1,98000,22,1,0,0,0,0
72003430402,2015,1,103000,1,103000,29,1,0,0,0,0
72003430402,2016,4,505000,4,505000,183,4,0,0,0,0
72003430402,2017,1,79000,1,79000,53,1,0,0,0,0
72003430402,2019,3,295000,3,295000,193,3,0,0,0,0
72003430402,2021,3,495000,2,300000,87,2,0,0,0,0
72003430402,2022,1,105000,1,105000,44,1,0,0,0,0
72003430402,2023,3,405000,3,405000,139,3,0,0,0,0
72003430402,2024,2,220000,2,220000,120,2,0,0,0,0
72003430501,2012,10,1412000,10,1412000,646,10,0,0,0,0
72003430501,2013,11,1323000,11,1323000,622,11,0,0,0,0
72003430501,2014,15,1701000,14,1558000,655,14,0,0,0,0
72003430501,2015,8,811000,8,811000,214,8,0,0,0,0
72003430501,2016,11,1452000,10,1304000,517,10,1,148000,105,1
72003430501,2017,10,1359000,10,1359000,535,10,0,0,0,0
72003430501,2018,8,1320000,8,1320000,484,8,0,0,0,0
72003430501,2019,13,1925000,13,1925000,725,13,0,0,0,0
72003430501,2020,12,2140000,12,2140000,886,12,0,0,0,0
72003430501,2021,19,2865000,16,2290000,789,16,3,575000,301,3
72003430501,2022,9,2265000,9,2265000,962,9,0,0,0,0
72003430501,2023,8,1660000,7,1395000,380,7,1,265000,119,1
72003430501,2024,10,2940000,9,2715000,814,9,0,0,0,0
72003430502,2012,3,216000,3,216000,128,3,0,0,0,0
72003430502,2013,2,166000,2,166000,136,2,0,0,0,0
72003430502,2014,3,324000,3,324000,84,3,0,0,0,0
72003430502,2015,5,341000,5,341000,115,5,0,0,0,0
72003430502,2016,3,243000,3,243000,75,3,0,0,0,0
72003430502,2019,6,570000,6,570000,163,6,0,0,0,0
72003430502,2023,1,385000,1,385000,72,1,0,0,0,0
72003430502,2024,4,540000,4,540000,192,4,0,0,0,0
72003430601,2012,9,907000,9,907000,435,9,0,0,0,0
72003430601,2013,3,265000,2,218000,83,2,1,47000,28,1
72003430601,2014,5,543000,5,543000,186,5,0,0,0,0
72003430601,2015,5,715000,5,715000,189,5,0,0,0,0
72003430601,2016,6,571000,5,414000,192,5,1,157000,71,1
72003430601,2017,4,283000,4,283000,81,4,0,0,0,0
72003430601,2018,6,520000,5,435000,153,5,0,0,0,0
72003430601,2019,4,450000,4,450000,229,4,0,0,0,0
72003430601,2020,2,370000,2,370000,120,2,0,0,0,0
72003430601,2021,7,1115000,5,835000,175,5,1,125000,129,1
72003430601,2022,5,885000,5,885000,404,5,0,0,0,0
72003430601,2023,2,170000,2,170000,64,2,0,0,0,0
72003430601,2024,4,930000,3,425000,144,3,0,0,0,0
72003430602,2012,4,597000,4,597000,273,4,0,0,0,0
72003430602,2013,9,1614000,9,1614000,574,9,0,0,0,0
72003430602,2014,4,635000,4,635000,229,4,0,0,0,0
72003430602,2015,4,564000,4,564000,169,4,0,0,0,0
72003430602,2016,6,983000,6,983000,363,6,0,0,0,0
72003430602,2017,8,906000,8,906000,392,8,0,0,0,0
72003430602,2018,11,1225000,9,895000,348,9,1,125000,53,1
72003430602,2019,6,960000,6,960000,325,6,0,0,0,0
72003430602,2020,3,415000,3,415000,149,3,0,0,0,0
72003430602,2021,16,2230000,13,1785000,690,13,2,410000,525,2
72003430602,2022,5,1115000,3,295000,140,3,1,595000,168,1
72003430602,2023,5,995000,4,720000,299,4,1,275000,133,1
72003430602,2024,2,400000,2,400000,158,2,0,0,0,0
72005400100,2012,18,2793000,16,2107000,714,16,2,686000,247,2
72005400100,2013,16,2206000,16,2206000,737,16,0,0,0,0
72005400100,2014,18,2608000,17,2488000,1153,17,1,120000,43,1
72005400100,2015,28,3564000,28,3564000,1207,28,0,0,0,0
72005400100,2016,21,3243000,21,3243000,1406,21,0,0,0,0
72005400100,2017,15,2080000,15,2080000,839,15,0,0,0,0
72005400100,2018,24,3540000,23,3365000,1462,23,1,175000,94,1
72005400100,2019,21,4055000,19,3405000,1270,19,2,650000,200,2
72005400100,2020,25,4945000,19,3355000,1345,19,3,945000,843,3
72005400100,2021,30,4430000,29,4165000,1679,29,0,0,0,0
72005400100,2022,23,4165000,22,4060000,1686,22,1,105000,46,1
72005400100,2023,5,905000,4,780000,373,4,1,125000,70,1
72005400100,2024,22,5300000,20,4630000,1660,20,2,670000,272,2
72005400300,2012,5,716000,4,476000,155,4,1,240000,75,1
72005400300,2013,10,1200000,10,1200000,559,10,0,0,0,0
72005400300,2014,10,1520000,9,1260000,532,9,1,260000,71,1
72005400300,2015,10,1214000,10,1214000,507,10,0,0,0,0
72005400300,2016,12,1561000,10,1119000,664,10,2,442000,189,2
72005400300,2017,7,868000,5,565000,324,5,2,303000,151,2
72005400300,2018,7,1015000,6,760000,439,6,1,255000,122,1
72005400300,2019,10,1750000,7,945000,359,7,1,325000,102,1
72005400300,2020,11,1905000,7,895000,491,7,3,835000,236,3
72005400300,2021,18,3240000,14,2020000,673,14,2,540000,137,2
72005400300,2022,3,955000,2,750000,320,2,1,205000,56,1
72005400300,2023,3,765000,2,480000,219,2,1,285000,110,1
72005400300,2024,8,2490000,4,950000,297,4,3,1055000,308,3
72005400400,2012,7,1074000,7,1074000,522,7,0,0,0,0
72005400400,2013,5,603000,5,603000,228,5,0,0,0,0
72005400400,2014,5,681000,5,681000,263,5,0,0,0,0
72005400400,2015,7,909000,7,909000,376,7,0,0,0,0
72005400400,2016,12,1620000,11,1505000,712,11,1,115000,64,1
72005400400,2017,9,1474000,8,1174000,475,8,0,0,0,0
72005400400,2018,5,615000,5,615000,276,5,0,0,0,0
72005400400,2019,7,1145000,7,1145000,499,7,0,0,0,0
72005400400,2020,7,1155000,7,1155000,546,7,0,0,0,0
72005400400,2021,10,1640000,8,1240000,1193,8,2,400000,90,2
72005400400,2022,4,780000,3,615000,310,3,1,165000,115,1
72005400400,2023,3,995000,2,360000,175,2,1,635000,421,1
72005400400,2024,5,715000,5,715000,294,5,0,0,0,0
72005400501,2012,9,1262000,9,1262000,590,9,0,0,0,0
72005400501,2013,14,1733000,14,1733000,579,14,0,0,0,0
72005400501,2014,11,1682000,11,1682000,703,11,0,0,0,0
72005400501,2015,12,1448000,12,1448000,644,12,0,0,0,0
72005400501,2016,18,3009000,16,2599000,1045,16,2,410000,229,2
72005400501,2017,9,1244000,9,1244000,472,9,0,0,0,0
72005400501,2018,10,1700000,8,1260000,542,8,0,0,0,0
72005400501,2019,10,1700000,8,1430000,542,8,1,105000,33,1
72005400501,2020,14,2100000,14,2100000,848,14,0,0,0,0
72005400501,2021,8,1200000,6,740000,286,6,1,165000,63,1
72005400501,2022,11,1995000,10,1890000,719,9,0,0,0,0
72005400501,2023,4,1150000,4,1150000,413,4,0,0,0,0
72005400501,2024,6,1650000,5,1295000,482,5,1,355000,122,1
72005400502,2012,10,1097000,10,1097000,505,10,0,0,0,0
72005400502,2013,5,679000,5,679000,311,5,0,0,0,0
72005400502,2014,3,535000,3,535000,216,3,0,0,0,0
72005400502,2015,8,1364000,7,896000,419,7,1,468000,165,1
72005400502,2016,9,851000,9,851000,507,9,0,0,0,0
72005400502,2017,8,1056000,8,1056000,550,8,0,0,0,0
72005400502,2018,12,1950000,11,1595000,572,11,1,355000,195,1
72005400502,2019,14,1920000,14,1920000,966,14,0,0,0,0
72005400502,2020,8,1300000,7,1065000,380,7,0,0,0,0
72005400502,2021,19,3625000,18,3310000,1606,18,1,315000,69,1
72005400502,2022,27,5605000,23,4275000,1855,23,3,1055000,515,3
72005400502,2023,18,4210000,17,3905000,1612,17,1,305000,330,1
72005400502,2024,16,3410000,15,2995000,1243,15,1,415000,130,1
72005400600,2012,5,532000,5,532000,209,5,0,0,0,0
72005400600,2013,11,981000,11,981000,354,11,0,0,0,0
72005400600,2014,9,993000,9,993000,448,9,0,0,0,0
72005400600,2015,9,864000,9,864000,367,9,0,0,0,0
72005400600,2016,9,972000,9,972000,287,9,0,0,0,0
72005400600,2017,6,666000,6,666000,303,6,0,0,0,0
72005400600,2018,8,1090000,8,1090000,546,8,0,0,0,0
72005400600,2019,10,1130000,10,1130000,456,10,0,0,0,0
72005400600,2020,7,615000,6,530000,330,6,0,0,0,0
72005400600,2021,11,1555000,10,1330000,436,10,0,0,0,0
72005400600,2022,12,1470000,10,1020000,458,10,2,450000,299,2
72005400600,2023,7,1275000,7,1275000,576,7,0,0,0,0
72005400600,2024,7,815000,7,815000,281,7,0,0,0,0
72005400700,2012,9,1249000,9,1249000,435,9,0,0,0,0
72005400700,2013,8,1414000,6,1001000,466,6,2,413000,165,2
72005400700,2014,7,1368000,7,1368000,483,7,0,0,0,0
72005400700,2015,10,2041000,9,1881000,758,9,1,160000,60,1
72005400700,2016,7,1057000,7,1057000,377,7,0,0,0,0
72005400700,2017,12,2017000,10,1552000,665,10,2,465000,173,2
72005400700,2018,6,1100000,6,1100000,395,6,0,0,0,0
72005400700,2019,8,1020000,7,805000,247,7,1,215000,83,1
72005400700,2020,15,2525000,12,2070000,918,12,2,330000,135,2
72005400700,2021,11,2515000,10,2150000,776,10,0,0,0,0
72005400700,2022,8,1590000,6,840000,364,6,1,365000,144,1
72005400700,2023,3,495000,3,495000,295,3,0,0,0,0
72005400700,2024,7,1665000,6,1460000,1063,6,1,205000,66,1
72005400800,2012,1,165000,1,165000,78,1,0,0,0,0
72005400800,2018,1,75000,1,75000,37,1,0,0,0,0
72005400800,2021,1,245000,0,0,0,0,0,0,0,0
72005400800,2022,1,245000,0,0,0,0,1,245000,150,1
72005400800,2024,1,45000,1,45000,40,1,0,0,0,0
72005400900,2012,4,288000,4,288000,100,4,0,0,0,0
72005400900,2013,1,73000,1,73000,35,1,0,0,0,0
72005400900,2014,1,74000,1,74000,25,1,0,0,0,0
72005400900,2015,10,1177000,9,1110000,637,9,1,67000,69,1
72005400900,2016,1,54000,1,54000,23,1,0,0,0,0
72005400900,2017,1,74000,1,74000,22,1,0,0,0,0
72005400900,2018,1,75000,1,75000,34,1,0,0,0,0
72005400900,2020,2,300000,2,300000,106,2,0,0,0,0
72005400900,2021,3,395000,3,395000,124,3,0,0,0,0
72005400900,2022,1,65000,1,65000,22,1,0,0,0,0
72005400900,2023,2,160000,2,160000,144,2,0,0,0,0
72005400900,2024,1,95000,1,95000,54,1,0,0,0,0
72005401200,2012,7,855000,7,855000,444,7,0,0,0,0
72005401200,2013,9,1023000,9,1023000,310,9,0,0,0,0
72005401200,2014,2,570000,1,153000,60,1,1,417000,1172,1
72005401200,2015,4,431000,4,431000,109,4,0,0,0,0
72005401200,2016,2,206000,2,206000,99,2,0,0,0,0
72005401200,2017,4,451000,3,303000,69,3,0,0,0,0
72005401200,2018,3,295000,3,295000,72,3,0,0,0,0
72005401200,2019,5,755000,5,755000,297,5,0,0,0,0
72005401200,2020,4,670000,4,670000,210,4,0,0,0,0
72005401200,2021,7,955000,7,955000,344,7,0,0,0,0
72005401200,2022,6,850000,5,495000,234,5,0,0,0,0
72005401200,2023,6,970000,6,970000,379,6,0,0,0,0
72005401200,2024,3,585000,3,585000,248,3,0,0,0,0
72005401301,2012,28,2815000,28,2815000,871,28,0,0,0,0
72005401301,2013,20,2422000,19,2129000,710,19,1,293000,110,1
72005401301,2014,12,1359000,12,1359000,447,12,0,0,0,0
72005401301,2015,10,1001000,10,1001000,409,10,0,0,0,0
72005401301,2016,8,1066000,8,1066000,439,8,0,0,0,0
72005401301,2017,4,576000,3,467000,146,3,1,109000,22,1
72005401301,2018,9,1245000,9,1245000,397,9,0,0,0,0
72005401301,2019,11,1615000,11,1615000,621,11,0,0,0,0
72005401301,2020,6,620000,5,495000,148,5,1,125000,52,1
72005401301,2021,7,585000,6,490000,129,6,0,0,0,0
72005401301,2022,5,445000,4,370000,137,4,1,75000,125,1
72005401301,2023,3,445000,3,445000,90,3,0,0,0,0
72005401301,2024,6,1440000,5,1335000,593,5,1,105000,24,1
72005401303,2012,26,3287000,25,3190000,1215,25,0,0,0,0
72005401303,2013,18,2096000,18,2096000,815,18,0,0,0,0
72005401303,2014,16,1784000,16,1784000,624,16,0,0,0,0
72005401303,2015,30,3332000,30,3332000,1245,30,0,0,0,0
72005401303,2016,27,3635000,26,3440000,1406,26,0,0,0,0
72005401303,2017,20,3283000,19,2859000,993,19,1,424000,131,1
72005401303,2018,17,2165000,17,2165000,782,16,0,0,0,0
72005401303,2019,24,3100000,23,2765000,1096,23,0,0,0,0
72005401303,2020,28,4270000,27,4135000,1536,26,1,135000,86,1
72005401303,2021,24,2780000,23,2695000,1205,23,1,85000,31,1
72005401303,2022,14,2100000,14,2100000,967,14,0,0,0,0
72005401303,2023,9,1605000,9,1605000,856,9,0,0,0,0
72005401303,2024,9,1525000,9,1525000,741,9,0,0,0,0
72005401304,2022,3,365000,3,365000,145,3,0,0,0,0
72005401304,2023,9,1725000,9,1725000,833,9,0,0,0,0
72005401304,2024,3,625000,2,170000,64,2,0,0,0,0
72005401401,2012,16,2354000,16,2354000,822,16,0,0,0,0
72005401401,2013,11,1529000,11,1529000,627,11,0,0,0,0
72005401401,2014,10,1488000,9,1316000,376,9,0,0,0,0
72005401401,2015,14,1554000,14,1554000,605,14,0,0,0,0
72005401401,2016,32,4780000,32,4780000,1651,32,0,0,0,0
72005401401,2017,10,1424000,10,1424000,521,10,0,0,0,0
72005401401,2018,11,1675000,11,1675000,648,11,0,0,0,0
72005401401,2019,21,2465000,21,2465000,1016,20,0,0,0,0
72005401401,2020,6,1010000,6,1010000,432,6,0,0,0,0
72005401401,2021,14,1930000,13,1765000,664,13,0,0,0,0
72005401401,2022,20,2830000,20,2830000,1177,20,0,0,0,0
72005401401,2023,12,1540000,12,1540000,548,12,0,0,0,0
72005401401,2024,5,855000,5,855000,325,5,0,0,0,0
72005401402,2012,13,2579000,13,2579000,831,13,0,0,0,0
72005401402,2013,9,1755000,9,1755000,658,9,0,0,0,0
72005401402,2014,6,1528000,6,1528000,711,6,0,0,0,0
72005401402,2015,16,2247000,16,2247000,954,16,0,0,0,0
72005401402,2016,7,1166000,7,1166000,406,7,0,0,0,0
72005401402,2017,17,2624000,17,2624000,1161,17,0,0,0,0
72005401402,2018,14,2580000,14,2580000,994,14,0,0,0,0
72005401402,2019,15,2265000,15,2265000,869,15,0,0,0,0
72005401402,2020,18,3220000,17,2985000,1097,17,1,235000,105,1
72005401402,2021,24,4500000,22,3980000,1328,22,2,520000,182,2
72005401402,2022,14,3010000,13,2695000,1107,13,1,315000,114,1
72005401402,2023,11,2385000,9,1905000,657,9,0,0,0,0
72005401402,2024,18,5510000,16,4750000,1894,16,1,375000,117,1
72005401500,2012,4,311000,4,311000,189,4,0,0,0,0
72005401500,2013,4,420000,4,420000,182,4,0,0,0,0
72005401500,2015,6,344000,6,344000,159,6,0,0,0,0
72005401500,2016,3,222000,3,222000,137,3,0,0,0,0
72005401500,2017,2,153000,2,153000,46,2,0,0,0,0
72005401500,2018,4,510000,4,510000,133,4,0,0,0,0
72005401500,2019,3,315000,3,315000,155,3,0,0,0,0
72005401500,2020,2,210000,1,155000,66,1,1,55000,52,1
72005401500,2021,1,95000,1,95000,32,1,0,0,0,0
72005401500,2022,4,450000,4,450000,160,4,0,0,0,0
72005401500,2023,2,260000,2,260000,101,2,0,0,0,0
72005401500,2024,4,550000,4,550000,303,4,0,0,0,0
72007230100,2012,6,1248000,6,1248000,379,6,0,0,0,0
72007230100,2013,3,498000,3,498000,148,3,0,0,0,0
72007230100,2014,6,766000,6,766000,232,6,0,0,0,0
72007230100,2015,4,678000,4,678000,390,4,0,0,0,0
72007230100,2016,4,419000,4,419000,170,4,0,0,0,0
72007230100,2017,2,173000,2,173000,34,2,0,0,0,0
72007230100,2018,7,1085000,7,1085000,492,7,0,0,0,0
72007230100,2019,8,950000,8,950000,435,8,0,0,0,0
72007230100,2020,2,250000,2,250000,60,2,0,0,0,0
72007230100,2021,11,1935000,11,1935000,555,11,0,0,0,0
72007230100,2022,7,805000,7,805000,252,7,0,0,0,0
72007230100,2023,9,1305000,9,1305000,533,9,0,0,0,0
72007230100,2024,16,2900000,16,2900000,1232,16,0,0,0,0
72007230200,2012,23,2931000,23,2931000,945,23,0,0,0,0
72007230200,2013,16,2311000,16,2311000,752,16,0,0,0,0
72007230200,2014,15,1877000,13,1524000,476,13,2,353000,138,2
72007230200,2015,20,2190000,20,2190000,670,20,0,0,0,0
72007230200,2016,12,1266000,12,1266000,501,12,0,0,0,0
72007230200,2017,8,850000,8,850000,261,8,0,0,0,0
72007230200,2018,11,1375000,11,1375000,441,11,0,0,0,0
72007230200,2019,12,1460000,12,1460000,536,12,0,0,0,0
72007230200,2020,6,840000,6,840000,358,6,0,0,0,0
72007230200,2021,12,1470000,12,1470000,519,12,0,0,0,0
72007230200,2022,11,1085000,10,980000,379,10,1,105000,80,1
72007230200,2023,12,1880000,12,1880000,792,12,0,0,0,0
72007230200,2024,13,1825000,12,1690000,715,12,0,0,0,0
72007230300,2012,5,431000,5,431000,127,5,0,0,0,0
72007230300,2013,5,526000,5,526000,200,5,0,0,0,0
72007230300,2014,5,620000,5,620000,148,5,0,0,0,0
72007230300,2015,5,524000,5,524000,224,5,0,0,0,0
72007230300,2016,4,385000,4,385000,104,3,0,0,0,0
72007230300,2017,6,589000,6,589000,192,6,0,0,0,0
72007230300,2018,10,1230000,10,1230000,405,10,0,0,0,0
72007230300,2019,8,590000,8,590000,277,8,0,0,0,0
72007230300,2020,7,1015000,7,1015000,324,7,0,0,0,0
72007230300,2021,8,710000,8,710000,212,8,0,0,0,0
72007230300,2022,11,1275000,11,1275000,548,11,0,0,0,0
72007230300,2023,5,655000,5,655000,214,5,0,0,0,0
72007230300,2024,3,385000,3,385000,115,3,0,0,0,0
72007230400,2012,1,42000,1,42000,16,1,0,0,0,0
72007230400,2013,3,235000,3,235000,64,3,0,0,0,0
72007230400,2015,2,241000,2,241000,99,2,0,0,0,0
72007230400,2016,4,394000,4,394000,133,4,0,0,0,0
72007230400,2017,2,236000,2,236000,89,2,0,0,0,0
72007230400,2018,4,410000,4,410000,141,4,0,0,0,0
72007230400,2019,1,255000,0,0,0,0,1,255000,56,1
72007230400,2020,2,180000,2,180000,58,2,0,0,0,0
72007230400,2021,7,1025000,7,1025000,386,7,0,0,0,0
72007230400,2023,2,280000,2,280000,93,2,0,0,0,0
72007230400,2024,1,185000,1,185000,83,1,0,0,0,0
72007230501,2012,5,611000,5,611000,143,5,0,0,0,0
72007230501,2013,8,1083000,7,953000,248,7,0,0,0,0
72007230501,2014,7,702000,7,702000,327,7,0,0,0,0
72007230501,2015,3,388000,3,388000,101,3,0,0,0,0
72007230501,2016,1,162000,1,162000,42,1,0,0,0,0
72007230501,2017,4,400000,4,400000,145,4,0,0,0,0
72007230501,2018,3,445000,3,445000,158,3,0,0,0,0
72007230501,2019,3,385000,3,385000,73,3,0,0,0,0
72007230501,2020,4,560000,4,560000,179,4,0,0,0,0
72007230501,2021,5,655000,5,655000,214,5,0,0,0,0
72007230501,2022,4,670000,4,670000,239,4,0,0,0,0
72007230501,2023,7,835000,7,835000,309,7,0,0,0,0
72007230501,2024,3,625000,3,625000,212,3,0,0,0,0
72007230502,2012,6,610000,6,610000,186,6,0,0,0,0
72007230502,2013,7,685000,7,685000,240,7,0,0,0,0
72007230502,2014,1,120000,1,120000,62,1,0,0,0,0
72007230502,2015,3,276000,3,276000,152,3,0,0,0,0
72007230502,2016,6,650000,6,650000,239,6,0,0,0,0
72007230502,2017,2,272000,2,272000,65,2,0,0,0,0
72007230502,2018,2,190000,2,190000,49,2,0,0,0,0
72007230502,2019,3,365000,3,365000,315,3,0,0,0,0
72007230502,2020,1,185000,1,185000,60,1,0,0,0,0
72007230502,2021,10,1300000,10,1300000,423,10,0,0,0,0
72007230502,2022,2,270000,2,270000,102,2,0,0,0,0
72007230502,2023,3,425000,3,425000,239,3,0,0,0,0
72007230502,2024,8,730000,8,730000,335,8,0,0,0,0
72009250100,2012,13,2069000,13,2069000,810,13,0,0,0,0
72009250100,2013,11,1639000,11,1639000,603,11,0,0,0,0
72009250100,2014,16,2347000,16,2347000,827,16,0,0,0,0
72009250100,2015,4,440000,4,440000,99,4,0,0,0,0
72009250100,2016,17,2116000,16,1994000,637,16,1,122000,68,1
72009250100,2017,10,1254000,10,1254000,356,10,0,0,0,0
72009250100,2018,10,1340000,10,1340000,535,10,0,0,0,0
