tract_geoid,year,purch_n,purch_v,purch_hisp_n,purch_hisp_v,purch_hisp_inc,purch_hisp_incn,purch_nonhisp_n,purch_nonhisp_v,purch_nonhisp_inc,purch_nonhisp_incn
72025200700,2013,22,3005000,22,3005000,1066,22,0,0,0,0
72025200700,2014,13,1556000,13,1556000,620,13,0,0,0,0
72025200700,2015,16,1887000,15,1788000,615,15,1,99000,28,1
72025200700,2016,12,1388000,12,1388000,413,12,0,0,0,0
72025200700,2017,11,1082000,11,1082000,363,11,0,0,0,0
72025200700,2018,11,1005000,11,1005000,393,11,0,0,0,0
72025200700,2019,20,1860000,20,1860000,742,18,0,0,0,0
72025200700,2020,12,1390000,12,1390000,452,11,0,0,0,0
72025200700,2021,24,2960000,24,2960000,1209,24,0,0,0,0
72025200700,2022,24,2580000,24,2580000,1188,24,0,0,0,0
72025200700,2023,21,2755000,21,2755000,1037,21,0,0,0,0
72025200700,2024,23,3265000,23,3265000,1285,23,0,0,0,0
72025200800,2012,11,1486000,11,1486000,538,11,0,0,0,0
72025200800,2013,8,825000,8,825000,251,8,0,0,0,0
72025200800,2014,6,613000,5,462000,147,5,1,151000,40,1
72025200800,2015,8,811000,8,811000,301,8,0,0,0,0
72025200800,2016,3,347000,3,347000,126,3,0,0,0,0
72025200800,2017,3,296000,3,296000,143,3,0,0,0,0
72025200800,2018,7,665000,7,665000,258,7,0,0,0,0
72025200800,2019,6,490000,6,490000,162,6,0,0,0,0
72025200800,2020,5,405000,5,405000,119,5,0,0,0,0
72025200800,2021,8,720000,8,720000,288,8,0,0,0,0
72025200800,2022,7,655000,7,655000,199,6,0,0,0,0
72025200800,2023,12,980000,12,980000,436,12,0,0,0,0
72025200800,2024,6,550000,6,550000,232,6,0,0,0,0
72025200900,2012,2,163000,2,163000,40,2,0,0,0,0
72025200900,2013,3,317000,3,317000,259,3,0,0,0,0
72025200900,2014,5,566000,5,566000,162,5,0,0,0,0
72025200900,2015,2,201000,2,201000,78,2,0,0,0,0
72025200900,2016,2,243000,2,243000,81,2,0,0,0,0
72025200900,2017,2,122000,2,122000,43,2,0,0,0,0
72025200900,2018,2,150000,2,150000,45,2,0,0,0,0
72025200900,2019,1,45000,1,45000,46,1,0,0,0,0
72025200900,2020,2,220000,2,220000,65,2,0,0,0,0
72025200900,2021,4,530000,4,530000,208,4,0,0,0,0
72025200900,2022,6,540000,6,540000,206,6,0,0,0,0
72025200900,2024,4,250000,4,250000,86,4,0,0,0,0
72025201000,2012,3,497000,3,497000,146,3,0,0,0,0
72025201000,2013,5,519000,5,519000,184,5,0,0,0,0
72025201000,2014,10,1207000,10,1207000,330,10,0,0,0,0
72025201000,2015,47,4382000,47,4382000,1468,47,0,0,0,0
72025201000,2016,45,5256000,45,5256000,2017,44,0,0,0,0
72025201000,2017,31,4458000,31,4458000,1536,31,0,0,0,0
72025201000,2018,21,2375000,21,2375000,1065,21,0,0,0,0
72025201000,2019,30,4020000,30,4020000,1766,30,0,0,0,0
72025201000,2020,23,2665000,23,2665000,937,23,0,0,0,0
72025201000,2021,28,3040000,28,3040000,1118,28,0,0,0,0
72025201000,2022,62,9780000,62,9780000,3517,62,0,0,0,0
72025201000,2023,40,6970000,39,6725000,2793,39,1,245000,72,1
72025201000,2024,10,1370000,10,1370000,481,10,0,0,0,0
72025201200,2012,6,495000,6,495000,170,6,0,0,0,0
72025201200,2013,6,551000,6,551000,163,6,0,0,0,0
72025201200,2014,8,855000,8,855000,226,7,0,0,0,0
72025201200,2015,10,993000,10,993000,396,10,0,0,0,0
72025201200,2016,4,245000,4,245000,143,4,0,0,0,0
72025201200,2017,14,1461000,14,1461000,628,14,0,0,0,0
72025201200,2018,6,580000,6,580000,219,6,0,0,0,0
72025201200,2019,5,295000,5,295000,149,5,0,0,0,0
72025201200,2020,9,1085000,9,1085000,365,9,0,0,0,0
72025201200,2021,10,770000,10,770000,319,10,0,0,0,0
72025201200,2022,18,1870000,18,1870000,708,18,0,0,0,0
72025201200,2023,11,1045000,11,1045000,550,11,0,0,0,0
72025201200,2024,7,655000,7,655000,198,6,0,0,0,0
72025201300,2012,9,1657000,9,1657000,508,9,0,0,0,0
72025201300,2013,8,827000,8,827000,213,8,0,0,0,0
72025201300,2014,3,451000,3,451000,180,3,0,0,0,0
72025201300,2015,6,776000,6,776000,308,6,0,0,0,0
72025201300,2016,5,402000,5,402000,174,5,0,0,0,0
72025201300,2017,12,1143000,11,1035000,380,11,1,108000,28,1
72025201300,2018,7,775000,7,775000,298,7,0,0,0,0
72025201300,2019,6,700000,6,700000,252,6,0,0,0,0
72025201300,2020,7,905000,7,905000,329,7,0,0,0,0
72025201300,2021,14,1670000,14,1670000,673,14,0,0,0,0
72025201300,2022,7,885000,7,885000,364,7,0,0,0,0
72025201300,2023,14,2280000,14,2280000,1079,14,0,0,0,0
72025201300,2024,5,765000,5,765000,265,4,0,0,0,0
72025201400,2012,7,847000,7,847000,233,7,0,0,0,0
72025201400,2013,3,340000,3,340000,123,3,0,0,0,0
72025201400,2014,10,1068000,10,1068000,441,10,0,0,0,0
72025201400,2015,6,656000,6,656000,192,6,0,0,0,0
72025201400,2016,2,158000,2,158000,56,2,0,0,0,0
72025201400,2017,5,529000,5,529000,199,5,0,0,0,0
72025201400,2018,6,620000,6,620000,230,6,0,0,0,0
72025201400,2019,4,450000,4,450000,127,4,0,0,0,0
72025201400,2020,2,200000,2,200000,44,2,0,0,0,0
72025201400,2021,10,1020000,10,1020000,387,10,0,0,0,0
72025201400,2022,19,3285000,18,2950000,1202,18,1,335000,126,1
72025201400,2023,13,3085000,13,3085000,1298,13,0,0,0,0
72025201400,2024,4,610000,4,610000,365,4,0,0,0,0
72025201500,2012,10,1098000,10,1098000,404,10,0,0,0,0
72025201500,2013,5,549000,5,549000,236,5,0,0,0,0
72025201500,2014,24,2119000,22,1788000,641,22,2,331000,143,2
72025201500,2015,18,1535000,18,1535000,703,18,0,0,0,0
72025201500,2016,8,757000,8,757000,277,8,0,0,0,0
72025201500,2017,3,286000,3,286000,124,3,0,0,0,0
72025201500,2018,7,565000,7,565000,257,7,0,0,0,0
72025201500,2019,9,905000,9,905000,320,9,0,0,0,0
72025201500,2020,7,645000,7,645000,210,7,0,0,0,0
72025201500,2021,12,1250000,12,1250000,513,12,0,0,0,0
72025201500,2022,14,1490000,14,1490000,607,14,0,0,0,0
72025201500,2023,14,1330000,14,1330000,660,14,0,0,0,0
72025201500,2024,13,1505000,13,1505000,517,13,0,0,0,0
72025201600,2012,38,5293000,38,5293000,1665,38,0,0,0,0
72025201600,2013,9,929000,9,929000,352,9,0,0,0,0
72025201600,2014,40,5307000,40,5307000,1974,40,0,0,0,0
72025201600,2015,11,1249000,11,1249000,421,11,0,0,0,0
72025201600,2016,11,1280000,11,1280000,396,11,0,0,0,0
72025201600,2017,16,1746000,16,1746000,684,16,0,0,0,0
72025201600,2018,6,700000,6,700000,406,6,0,0,0,0
72025201600,2019,11,1895000,11,1895000,728,11,0,0,0,0
72025201600,2020,9,1095000,9,1095000,415,9,0,0,0,0
72025201600,2021,24,3040000,24,3040000,1010,24,0,0,0,0
72025201600,2022,23,3125000,23,3125000,1283,23,0,0,0,0
72025201600,2023,12,1890000,12,1890000,842,12,0,0,0,0
72025201600,2024,9,1255000,9,1255000,478,9,0,0,0,0
72025201700,2012,5,585000,5,585000,234,5,0,0,0,0
72025201700,2013,4,450000,4,450000,146,4,0,0,0,0
72025201700,2014,5,464000,5,464000,107,5,0,0,0,0
72025201700,2015,3,301000,3,301000,251,3,0,0,0,0
72025201700,2016,4,437000,4,437000,166,4,0,0,0,0
72025201700,2017,28,3281000,28,3281000,1318,28,0,0,0,0
72025201700,2018,5,745000,5,745000,331,5,0,0,0,0
72025201700,2019,1,75000,1,75000,14,1,0,0,0,0
72025201700,2020,5,445000,5,445000,136,5,0,0,0,0
72025201700,2021,10,1280000,10,1280000,409,10,0,0,0,0
72025201700,2022,21,2355000,21,2355000,853,21,0,0,0,0
72025201700,2023,5,645000,5,645000,245,5,0,0,0,0
72025201700,2024,8,1010000,8,1010000,361,8,0,0,0,0
72025201800,2012,14,1549000,14,1549000,498,14,0,0,0,0
72025201800,2013,6,806000,6,806000,388,6,0,0,0,0
72025201800,2014,13,1743000,13,1743000,528,13,0,0,0,0
72025201800,2015,7,669000,7,669000,189,7,0,0,0,0
72025201800,2016,12,1154000,12,1154000,548,12,0,0,0,0
72025201800,2017,4,565000,4,565000,239,4,0,0,0,0
72025201800,2018,5,755000,5,755000,322,5,0,0,0,0
72025201800,2019,18,2190000,18,2190000,865,17,0,0,0,0
72025201800,2020,14,1400000,14,1400000,715,14,0,0,0,0
72025201800,2021,16,2300000,16,2300000,693,16,0,0,0,0
72025201800,2022,4,380000,4,380000,111,4,0,0,0,0
72025201800,2023,16,2000000,16,2000000,986,16,0,0,0,0
72025201800,2024,11,1335000,11,1335000,511,11,0,0,0,0
72025201900,2012,1,91000,1,91000,20,1,0,0,0,0
72025201900,2013,1,55000,1,55000,11,1,0,0,0,0
72025201900,2014,1,77000,1,77000,19,1,0,0,0,0
72025201900,2016,3,211000,3,211000,142,3,0,0,0,0
72025201900,2017,4,321000,4,321000,105,4,0,0,0,0
72025201900,2018,2,170000,2,170000,55,2,0,0,0,0
72025201900,2019,4,240000,4,240000,76,4,0,0,0,0
72025201900,2020,4,440000,4,440000,117,4,0,0,0,0
72025201900,2021,7,905000,7,905000,443,7,0,0,0,0
72025201900,2022,2,220000,2,220000,64,2,0,0,0,0
72025201900,2023,3,295000,3,295000,131,3,0,0,0,0
72025201900,2024,4,440000,4,440000,166,4,0,0,0,0
72025202000,2012,9,974000,9,974000,327,9,0,0,0,0
72025202000,2013,15,1746000,15,1746000,633,15,0,0,0,0
72025202000,2014,8,733000,8,733000,262,8,0,0,0,0
72025202000,2015,8,838000,8,838000,356,8,0,0,0,0
72025202000,2016,7,704000,7,704000,351,7,0,0,0,0
72025202000,2017,6,534000,6,534000,155,6,0,0,0,0
72025202000,2018,5,665000,5,665000,261,5,0,0,0,0
72025202000,2019,11,1065000,11,1065000,371,11,0,0,0,0
72025202000,2020,13,1445000,13,1445000,475,13,0,0,0,0
72025202000,2021,14,1480000,14,1480000,652,14,0,0,0,0
72025202000,2022,11,1145000,11,1145000,391,10,0,0,0,0
72025202000,2023,13,1205000,13,1205000,554,12,0,0,0,0
72025202000,2024,9,975000,9,975000,447,9,0,0,0,0
72025202100,2012,10,1234000,10,1234000,412,10,0,0,0,0
72025202100,2013,10,1145000,10,1145000,384,10,0,0,0,0
72025202100,2014,8,703000,8,703000,205,8,0,0,0,0
72025202100,2015,15,1350000,15,1350000,495,15,0,0,0,0
72025202100,2016,10,1028000,10,1028000,324,10,0,0,0,0
72025202100,2017,5,554000,5,554000,212,5,0,0,0,0
72025202100,2018,4,600000,4,600000,207,4,0,0,0,0
72025202100,2019,24,2890000,24,2890000,1162,24,0,0,0,0
72025202100,2020,14,1630000,14,1630000,759,13,0,0,0,0
72025202100,2021,14,1610000,14,1610000,467,13,0,0,0,0
72025202100,2022,17,2055000,17,2055000,830,17,0,0,0,0
72025202100,2023,8,890000,8,890000,300,8,0,0,0,0
72025202100,2024,14,1840000,14,1840000,646,14,0,0,0,0
72025202200,2012,5,423000,5,423000,133,5,0,0,0,0
72025202200,2013,4,381000,4,381000,102,4,0,0,0,0
72025202200,2014,3,276000,3,276000,110,3,0,0,0,0
72025202200,2016,5,796000,5,796000,238,5,0,0,0,0
72025202200,2017,4,457000,4,457000,169,4,0,0,0,0
72025202200,2018,6,610000,6,610000,160,6,0,0,0,0
72025202200,2019,5,505000,5,505000,190,5,0,0,0,0
72025202200,2020,4,390000,4,390000,94,4,0,0,0,0
72025202200,2021,8,730000,8,730000,226,8,0,0,0,0
72025202200,2022,9,785000,9,785000,293,9,0,0,0,0
72025202200,2023,8,890000,8,890000,329,8,0,0,0,0
72025202200,2024,11,1105000,11,1105000,478,10,0,0,0,0
72025202300,2012,24,3014000,24,3014000,966,24,0,0,0,0
72025202300,2013,15,1905000,15,1905000,809,15,0,0,0,0
72025202300,2014,15,1725000,14,1561000,652,14,1,164000,197,1
72025202300,2015,28,3127000,28,3127000,989,28,0,0,0,0
72025202300,2016,22,2474000,22,2474000,983,22,0,0,0,0
72025202300,2017,19,2340000,19,2340000,794,19,0,0,0,0
72025202300,2018,15,1525000,15,1525000,489,15,0,0,0,0
72025202300,2019,19,2135000,19,2135000,1056,19,0,0,0,0
72025202300,2020,10,1190000,10,1190000,402,10,0,0,0,0
72025202300,2021,14,1520000,14,1520000,662,14,0,0,0,0
72025202300,2022,19,2415000,19,2415000,980,19,0,0,0,0
72025202300,2023,11,1215000,11,1215000,521,10,0,0,0,0
72025202300,2024,14,1600000,14,1600000,527,13,0,0,0,0
72025202402,2012,42,5515000,42,5515000,2190,42,0,0,0,0
72025202402,2013,20,2085000,20,2085000,847,20,0,0,0,0
72025202402,2014,23,2885000,23,2885000,1086,23,0,0,0,0
72025202402,2015,17,1897000,17,1897000,705,17,0,0,0,0
72025202402,2016,26,3218000,26,3218000,1396,26,0,0,0,0
72025202402,2017,22,2338000,22,2338000,793,22,0,0,0,0
72025202402,2018,26,2800000,26,2800000,996,26,0,0,0,0
72025202402,2019,32,2960000,31,2885000,1096,29,0,0,0,0
72025202402,2020,26,3050000,26,3050000,1051,26,0,0,0,0
72025202402,2021,39,3985000,39,3985000,1665,38,0,0,0,0
72025202402,2022,35,4145000,35,4145000,1917,35,0,0,0,0
72025202402,2023,40,4480000,39,4365000,2125,39,1,115000,48,1
72025202402,2024,27,3665000,27,3665000,1829,27,0,0,0,0
72025202403,2012,118,16959000,116,16714000,5331,114,1,75000,17,1
72025202403,2013,142,21255000,141,21184000,8517,141,1,71000,16,1
72025202403,2014,55,7490000,54,7353000,2919,54,0,0,0,0
72025202403,2015,13,1544000,13,1544000,427,12,0,0,0,0
72025202403,2016,7,693000,7,693000,230,7,0,0,0,0
72025202403,2017,11,1234000,11,1234000,431,11,0,0,0,0
72025202403,2018,9,935000,9,935000,308,9,0,0,0,0
72025202403,2019,8,850000,8,850000,246,7,0,0,0,0
72025202403,2020,5,545000,5,545000,144,5,0,0,0,0
72025202403,2021,17,2655000,17,2655000,1003,17,0,0,0,0
72025202403,2022,20,2660000,20,2660000,884,20,0,0,0,0
72025202403,2023,9,1495000,9,1495000,574,9,0,0,0,0
72025202403,2024,9,1355000,9,1355000,762,9,0,0,0,0
72025202404,2012,4,811000,4,811000,353,4,0,0,0,0
72025202404,2013,4,674000,4,674000,203,4,0,0,0,0
72025202404,2014,4,455000,4,455000,177,4,0,0,0,0
72025202404,2015,3,469000,3,469000,154,3,0,0,0,0
72025202404,2016,4,526000,4,526000,199,4,0,0,0,0
72025202404,2017,6,981000,5,588000,202,5,1,393000,80,1
72025202404,2018,6,770000,6,770000,223,6,0,0,0,0
72025202404,2019,10,1310000,10,1310000,414,10,0,0,0,0
72025202404,2020,13,1725000,13,1725000,637,13,0,0,0,0
72025202404,2021,13,2215000,12,1900000,521,12,1,315000,92,1
72025202404,2022,13,1985000,13,1985000,612,13,0,0,0,0
72025202404,2023,8,930000,8,930000,364,8,0,0,0,0
72025202404,2024,13,2335000,13,2335000,909,13,0,0,0,0
72025202500,2012,28,6305000,28,6305000,2784,28,0,0,0,0
72025202500,2013,27,6051000,26,5954000,4628,26,1,97000,34,1
72025202500,2014,11,2430000,11,2430000,1336,11,0,0,0,0
72025202500,2015,26,4354000,26,4354000,1733,26,0,0,0,0
72025202500,2016,20,2989000,18,2564000,1761,18,2,425000,225,2
72025202500,2017,25,2858000,24,2689000,1334,24,1,169000,59,1
72025202500,2018,14,2180000,14,2180000,899,14,0,0,0,0
72025202500,2019,27,3675000,27,3675000,1685,27,0,0,0,0
72025202500,2020,34,4320000,34,4320000,1627,34,0,0,0,0
72025202500,2021,50,6490000,50,6490000,2096,50,0,0,0,0
72025202500,2022,58,8340000,55,7815000,3362,55,0,0,0,0
72025202500,2023,37,5515000,37,5515000,3077,37,0,0,0,0
72025202500,2024,27,3065000,27,3065000,1317,27,0,0,0,0
72025202601,2012,16,1587000,16,1587000,507,16,0,0,0,0
72025202601,2013,20,2139000,20,2139000,645,20,0,0,0,0
72025202601,2014,47,5883000,47,5883000,1767,47,0,0,0,0
72025202601,2015,11,1039000,11,1039000,425,11,0,0,0,0
72025202601,2016,7,696000,7,696000,230,7,0,0,0,0
72025202601,2017,11,855000,11,855000,265,11,0,0,0,0
72025202601,2018,12,1210000,12,1210000,385,12,0,0,0,0
72025202601,2019,16,1420000,16,1420000,551,16,0,0,0,0
72025202601,2020,13,1425000,13,1425000,537,13,0,0,0,0
72025202601,2021,19,1845000,19,1845000,638,19,0,0,0,0
72025202601,2022,20,1690000,20,1690000,717,20,0,0,0,0
72025202601,2023,14,1280000,14,1280000,515,14,0,0,0,0
72025202601,2024,20,1970000,20,1970000,799,20,0,0,0,0
72025202602,2012,28,4328000,26,3970000,1535,26,2,358000,102,2
72025202602,2013,48,6487000,48,6487000,2117,48,0,0,0,0
72025202602,2014,58,8903000,58,8903000,3259,58,0,0,0,0
72025202602,2015,27,3472000,27,3472000,1134,27,0,0,0,0
72025202602,2016,32,3946000,32,3946000,1594,32,0,0,0,0
72025202602,2017,30,4113000,30,4113000,1413,30,0,0,0,0
72025202602,2018,27,3905000,27,3905000,1371,27,0,0,0,0
72025202602,2019,57,7005000,57,7005000,2618,56,0,0,0,0
72025202602,2020,55,7065000,54,6930000,2559,53,0,0,0,0
72025202602,2021,66,8920000,66,8920000,2900,66,0,0,0,0
72025202602,2022,76,9660000,75,9595000,3753,75,0,0,0,0
72025202602,2023,45,5465000,45,5465000,1999,44,0,0,0,0
72025202602,2024,35,4505000,35,4505000,1922,34,0,0,0,0
72025202701,2012,41,6214000,40,6138000,1762,40,1,76000,21,1
72025202701,2013,15,1842000,15,1842000,558,15,0,0,0,0
72025202701,2014,31,4310000,30,4219000,1267,30,0,0,0,0
72025202701,2015,14,1783000,13,1671000,615,13,1,112000,38,1
72025202701,2016,21,2251000,21,2251000,741,21,0,0,0,0
72025202701,2017,14,1557000,14,1557000,485,14,0,0,0,0
72025202701,2018,11,1335000,11,1335000,434,11,0,0,0,0
72025202701,2019,21,2365000,21,2365000,1057,21,0,0,0,0
72025202701,2020,17,2145000,17,2145000,720,17,0,0,0,0
72025202701,2021,14,1860000,14,1860000,661,14,0,0,0,0
72025202701,2022,7,895000,7,895000,385,7,0,0,0,0
72025202701,2023,24,2620000,24,2620000,1007,24,0,0,0,0
72025202701,2024,17,2515000,17,2515000,951,17,0,0,0,0
72025202702,2012,3,364000,3,364000,89,3,0,0,0,0
72025202702,2013,3,337000,3,337000,118,3,0,0,0,0
72025202702,2014,5,591000,5,591000,183,5,0,0,0,0
72025202702,2015,2,202000,2,202000,48,2,0,0,0,0
72025202702,2016,3,400000,3,400000,126,3,0,0,0,0
72025202702,2017,10,1467000,10,1467000,587,10,0,0,0,0
72025202702,2018,2,150000,2,150000,67,2,0,0,0,0
72025202702,2019,2,210000,2,210000,123,2,0,0,0,0
72025202702,2020,3,335000,3,335000,194,3,0,0,0,0
72025202702,2021,17,2595000,17,2595000,924,17,0,0,0,0
72025202702,2022,15,1845000,15,1845000,606,15,0,0,0,0
72025202702,2023,55,6765000,55,6765000,2982,55,0,0,0,0
72025202702,2024,28,3500000,28,3500000,1475,28,0,0,0,0
72025202800,2012,1,62000,1,62000,17,1,0,0,0,0
72025202800,2013,3,341000,3,341000,81,3,0,0,0,0
72025202800,2014,2,280000,2,280000,66,2,0,0,0,0
72025202800,2015,4,358000,4,358000,136,4,0,0,0,0
72025202800,2016,7,783000,7,783000,220,7,0,0,0,0
72025202800,2017,3,207000,3,207000,84,3,0,0,0,0
72025202800,2018,4,470000,4,470000,178,4,0,0,0,0
72025202800,2019,2,140000,2,140000,47,2,0,0,0,0
72025202800,2020,7,975000,7,975000,255,7,0,0,0,0
72025202800,2021,2,310000,2,310000,80,2,0,0,0,0
72025202800,2022,9,1085000,9,1085000,545,9,0,0,0,0
72025202800,2023,16,2150000,16,2150000,870,16,0,0,0,0
72025202800,2024,16,1810000,16,1810000,718,16,0,0,0,0
72027320100,2012,10,900000,10,900000,346,10,0,0,0,0
72027320100,2013,4,529000,4,529000,181,4,0,0,0,0
72027320100,2014,4,367000,4,367000,138,4,0,0,0,0
72027320100,2015,5,656000,5,656000,280,5,0,0,0,0
72027320100,2016,5,340000,5,340000,178,5,0,0,0,0
72027320100,2017,3,382000,3,382000,141,3,0,0,0,0
72027320100,2018,10,1020000,10,1020000,377,10,0,0,0,0
72027320100,2019,7,1055000,6,830000,311,6,0,0,0,0
72027320100,2020,8,1030000,8,1030000,355,8,0,0,0,0
72027320100,2021,18,1890000,18,1890000,784,18,0,0,0,0
72027320100,2022,21,2185000,20,2100000,740,20,0,0,0,0
72027320100,2023,9,1065000,8,840000,407,8,1,225000,183,1
72027320100,2024,11,1535000,10,1200000,509,10,1,335000,95,1
72027320200,2012,15,1971000,14,1862000,527,14,0,0,0,0
72027320200,2013,10,1459000,10,1459000,747,10,0,0,0,0
72027320200,2014,11,1233000,9,858000,317,9,2,375000,148,2
72027320200,2015,22,2272000,22,2272000,850,22,0,0,0,0
72027320200,2016,33,3358000,32,3211000,1213,32,0,0,0,0
72027320200,2017,26,2589000,25,2491000,806,25,1,98000,64,1
72027320200,2018,29,3345000,27,3165000,1315,27,0,0,0,0
72027320200,2019,18,1780000,18,1780000,667,18,0,0,0,0
72027320200,2020,33,4345000,32,4240000,1647,32,1,105000,50,1
72027320200,2021,33,4755000,32,4390000,1441,32,0,0,0,0
72027320200,2022,19,2325000,17,2145000,984,17,1,85000,31,1
72027320200,2023,21,2575000,20,2410000,879,20,0,0,0,0
72027320200,2024,19,2545000,17,2065000,861,17,0,0,0,0
72027320300,2012,12,1347000,12,1347000,437,12,0,0,0,0
72027320300,2013,12,1598000,12,1598000,700,12,0,0,0,0
72027320300,2014,12,1091000,12,1091000,385,12,0,0,0,0
72027320300,2015,24,2354000,23,2276000,772,23,1,78000,67,1
72027320300,2016,13,1403000,12,1314000,523,12,1,89000,40,1
72027320300,2017,10,1305000,10,1305000,590,10,0,0,0,0
72027320300,2018,15,1725000,15,1725000,1061,15,0,0,0,0
72027320300,2019,11,1155000,11,1155000,380,11,0,0,0,0
72027320300,2020,18,2310000,18,2310000,783,18,0,0,0,0
72027320300,2021,17,1945000,16,1720000,623,16,1,225000,239,1
72027320300,2022,14,1790000,14,1790000,754,14,0,0,0,0
72027320300,2023,18,2120000,18,2120000,1286,18,0,0,0,0
72027320300,2024,6,730000,6,730000,210,6,0,0,0,0
72027320401,2012,11,1473000,11,1473000,455,11,0,0,0,0
72027320401,2013,5,620000,4,472000,186,4,1,148000,61,1
72027320401,2014,9,837000,9,837000,376,9,0,0,0,0
72027320401,2015,16,1397000,16,1397000,644,16,0,0,0,0
72027320401,2016,21,2116000,21,2116000,773,21,0,0,0,0
72027320401,2017,15,1227000,15,1227000,1850,15,0,0,0,0
72027320401,2018,11,1385000,10,1310000,485,10,0,0,0,0
72027320401,2019,22,2260000,22,2260000,832,22,0,0,0,0
72027320401,2020,13,1285000,13,1285000,370,13,0,0,0,0
72027320401,2021,25,2755000,25,2755000,1021,25,0,0,0,0
72027320401,2022,13,1335000,13,1335000,462,12,0,0,0,0
72027320401,2023,12,950000,11,805000,322,11,0,0,0,0
72027320401,2024,14,1270000,14,1270000,580,14,0,0,0,0
72027320402,2012,3,492000,3,492000,130,3,0,0,0,0
72027320402,2013,4,490000,4,490000,122,4,0,0,0,0
72027320402,2014,2,278000,2,278000,63,2,0,0,0,0
72027320402,2015,3,473000,3,473000,187,3,0,0,0,0
72027320402,2016,7,852000,7,852000,324,7,0,0,0,0
72027320402,2017,7,929000,7,929000,353,7,0,0,0,0
72027320402,2018,4,440000,4,440000,122,4,0,0,0,0
72027320402,2019,3,305000,2,170000,61,2,1,135000,45,1
72027320402,2020,2,100000,2,100000,37,2,0,0,0,0
72027320402,2021,9,935000,9,935000,244,9,0,0,0,0
72027320402,2022,4,290000,4,290000,95,4,0,0,0,0
72027320402,2023,6,810000,5,535000,194,5,0,0,0,0
72027320402,2024,1,355000,1,355000,87,1,0,0,0,0
72027320500,2012,13,1320000,13,1320000,363,13,0,0,0,0
72027320500,2013,21,2724000,20,2428000,997,20,1,296000,62,1
72027320500,2014,9,939000,9,939000,319,8,0,0,0,0
72027320500,2015,10,1042000,10,1042000,326,10,0,0,0,0
72027320500,2016,2,219000,2,219000,62,2,0,0,0,0
72027320500,2018,3,295000,3,295000,114,3,0,0,0,0
72027320500,2019,2,150000,1,65000,13,1,0,0,0,0
72027320500,2020,5,685000,5,685000,184,5,0,0,0,0
72027320500,2021,10,1020000,10,1020000,513,10,0,0,0,0
72027320500,2022,3,375000,3,375000,145,3,0,0,0,0
72027320500,2023,7,615000,7,615000,235,7,0,0,0,0
72027320500,2024,8,1330000,8,1330000,609,8,0,0,0,0
72027320600,2012,1,92000,1,92000,27,1,0,0,0,0
72027320600,2013,1,142000,1,142000,82,1,0,0,0,0
72027320600,2014,3,284000,3,284000,106,3,0,0,0,0
72027320600,2015,2,205000,2,205000,52,2,0,0,0,0
72027320600,2016,7,632000,7,632000,207,7,0,0,0,0
72027320600,2017,2,261000,2,261000,71,2,0,0,0,0
72027320600,2018,2,160000,2,160000,67,2,0,0,0,0
72027320600,2019,5,495000,4,400000,150,4,0,0,0,0
72027320600,2020,4,420000,4,420000,105,4,0,0,0,0
72027320600,2021,4,590000,4,590000,156,4,0,0,0,0
72027320600,2022,7,695000,7,695000,242,7,0,0,0,0
72027320600,2023,9,745000,9,745000,382,9,0,0,0,0
72027320600,2024,8,1240000,8,1240000,443,8,0,0,0,0
72029100101,2012,16,2132000,16,2132000,628,16,0,0,0,0
72029100101,2013,4,673000,4,673000,221,4,0,0,0,0
72029100101,2014,4,393000,4,393000,168,4,0,0,0,0
72029100101,2015,6,425000,6,425000,131,6,0,0,0,0
72029100101,2017,6,607000,6,607000,169,6,0,0,0,0
72029100101,2018,6,590000,6,590000,247,6,0,0,0,0
72029100101,2019,4,320000,4,320000,138,4,0,0,0,0
72029100101,2020,9,1255000,9,1255000,453,9,0,0,0,0
72029100101,2021,18,2050000,17,1985000,696,17,1,65000,17,1
72029100101,2022,10,890000,10,890000,333,10,0,0,0,0
72029100101,2023,15,2195000,15,2195000,859,15,0,0,0,0
72029100101,2024,39,5695000,37,5295000,2190,37,0,0,0,0
72029100103,2012,2,123000,2,123000,36,2,0,0,0,0
72029100103,2013,3,266000,3,266000,87,3,0,0,0,0
72029100103,2014,5,612000,5,612000,227,5,0,0,0,0
72029100103,2015,1,76000,1,76000,17,1,0,0,0,0
72029100103,2016,2,118000,2,118000,40,2,0,0,0,0
72029100103,2017,2,103000,2,103000,32,2,0,0,0,0
72029100103,2018,4,240000,4,240000,107,4,0,0,0,0
72029100103,2019,5,475000,5,475000,156,5,0,0,0,0
72029100103,2020,6,730000,6,730000,302,6,0,0,0,0
72029100103,2021,9,855000,9,855000,296,9,0,0,0,0
72029100103,2022,3,315000,3,315000,114,3,0,0,0,0
72029100103,2023,11,1015000,11,1015000,383,11,0,0,0,0
72029100103,2024,9,855000,9,855000,277,8,0,0,0,0
72029100104,2014,1,109000,1,109000,30,1,0,0,0,0
72029100104,2015,2,234000,2,234000,125,2,0,0,0,0
72029100104,2016,1,49000,1,49000,22,1,0,0,0,0
72029100104,2017,2,124000,2,124000,40,2,0,0,0,0
72029100104,2018,1,65000,1,65000,27,1,0,0,0,0
72029100104,2019,3,275000,3,275000,123,3,0,0,0,0
72029100104,2020,9,1155000,9,1155000,394,9,0,0,0,0
72029100104,2021,2,160000,2,160000,44,2,0,0,0,0
