tract_geoid,med_hh_inc,med_value,med_rent,poverty,ba_share,renter_share,vacancy,seasonal_share,mainland_share,pop
72127006900,23829.0,154900.0,548.0,0.30279,0.30253,0.37162,0.1564,0.0,0.06098,2870
72127007004,20061.0,134600.0,499.0,0.30168,0.15041,0.39522,0.16856,0.0,0.03829,2403
72127007100,24206.0,150200.0,564.0,0.34696,0.26132,0.42812,0.20596,0.0,0.04089,1663
72127007300,31653.0,147800.0,718.0,0.2328,0.37319,0.33333,0.14456,0.00745,0.03945,3954
72127007400,21250.0,147900.0,628.0,0.46381,0.15163,0.43098,0.08522,0.00821,0.0504,2639
72127007500,21151.0,151100.0,652.0,0.41839,0.17659,0.39887,0.19108,0.01716,0.01868,2034
72127007600,18304.0,151400.0,508.0,0.4547,0.18199,0.43834,0.11584,0.0,0.02282,2980
72127007700,28973.0,133400.0,548.0,0.29597,0.19173,0.34911,0.1556,0.0,0.05076,3684
72127007800,17035.0,145700.0,434.0,0.49189,0.14796,0.50451,0.16501,0.00833,0.04976,5707
72127007900,43929.0,216200.0,837.0,0.1439,0.51284,0.20846,0.1149,0.0,0.02383,3441
72127008001,16826.0,180800.0,381.0,0.47425,0.31736,0.53037,0.14094,0.01614,0.04155,4525
72127008002,18113.0,136000.0,268.0,0.54775,0.23247,0.54522,0.07544,0.00877,0.03671,4522
72127008100,28424.0,172100.0,679.0,0.19156,0.35442,0.21607,0.1864,0.0,0.07706,2284
72127008201,4738.0,180800.0,136.0,0.89502,0.05428,0.94118,0.04438,0.0,0.02706,2772
72127008202,23011.0,164800.0,263.0,0.4088,0.34494,0.36167,0.18285,0.01063,0.04177,3136
72127008300,22273.0,149200.0,525.0,0.43191,0.17172,0.34302,0.16261,0.0,0.03523,2526
72127008400,28864.0,151700.0,643.0,0.28994,0.27288,0.32848,0.14544,0.01698,0.04419,6743
72127008500,19098.0,159400.0,551.0,0.41694,0.29299,0.56246,0.13449,0.0,0.08741,4027
72127008601,37321.0,243100.0,715.0,0.11655,0.67186,0.31167,0.28122,0.0,0.05899,1390
72127008602,33408.0,176300.0,551.0,0.19629,0.45425,0.37921,0.11966,0.00352,0.05162,4979
72127008603,41333.0,206600.0,879.0,0.09301,0.44394,0.31642,0.11141,0.0,0.06895,1929
72127008700,10738.0,117900.0,477.0,0.62115,0.4011,0.80631,0.34122,0.01434,0.05615,2333
72127008900,14402.0,136300.0,468.0,0.50983,0.10208,0.80938,0.28237,0.0,0.03848,2391
72127009000,14444.0,91800.0,521.0,0.5471,0.21024,0.71035,0.09018,0.0,0.0425,2565
72127009111,29330.0,123100.0,491.0,0.21965,0.47017,0.50377,0.11061,0.01732,0.07483,2940
72127009112,26589.0,118100.0,474.0,0.33448,0.32934,0.41292,0.17581,0.00376,0.01694,3779
72127009121,32468.0,170600.0,714.0,0.17295,0.42911,0.29283,0.13448,0.01724,0.04342,4030
72127009122,36495.0,161700.0,519.0,0.26923,0.38653,0.32762,0.04284,0.01413,0.07512,6177
72127009123,41571.0,189800.0,928.0,0.18569,0.43731,0.22743,0.0942,0.0,0.07331,2810
72127009300,18348.0,104000.0,374.0,0.52034,0.14343,0.57419,0.22981,0.0,0.01652,3752
72127009400,15457.0,108800.0,474.0,0.48407,0.23204,0.43264,0.1636,0.02492,0.02806,2245
72127009601,59219.0,261800.0,765.0,0.16146,0.57783,0.25835,0.16569,0.0,0.04791,1774
72127009602,42569.0,199800.0,686.0,0.1654,0.48977,0.38111,0.11243,0.0,0.04202,2237
72127009603,50603.0,236100.0,575.0,0.14773,0.49566,0.16075,0.07566,0.01367,0.04333,3254
72127009614,59028.0,343400.0,854.0,0.03953,0.6778,0.24138,0.14165,0.03171,0.0616,1948
72127009624,35152.0,232500.0,410.0,0.34929,0.49863,0.43784,0.09854,0.00812,0.06736,5018
72127009800,59875.0,572300.0,460.0,0.09041,0.6937,0.33999,0.11597,0.00401,0.05867,6017
72127009901,54010.0,321900.0,167.0,0.22997,0.56689,0.25425,0.10971,0.00504,0.05362,3991
72127009902,30019.0,167500.0,636.0,0.34439,0.29386,0.24671,0.14614,0.02493,0.01615,5015
72127009903,57523.0,335900.0,1064.0,0.12737,0.53629,0.08051,0.11003,0.00358,0.01884,4830
72127009904,46685.0,173300.0,918.0,0.05648,0.54117,0.07784,0.09046,0.01475,0.04048,2248
72127010002,90000.0,439200.0,936.0,0.0548,0.73964,0.10603,0.15041,0.09628,0.06668,5474
72127010012,30128.0,188400.0,479.0,0.3146,0.4152,0.20941,0.09963,0.00978,0.03149,5685
72127010022,53420.0,251700.0,663.0,0.1568,0.61061,0.17894,0.11863,0.0,0.04511,3192
72127010032,27796.0,169600.0,260.0,0.41912,0.35178,0.37493,0.13057,0.01839,0.03398,5621
72127010044,60116.0,232700.0,783.0,0.16846,0.61081,0.24966,0.04543,0.0128,0.02819,8195
72127010045,28689.0,176300.0,490.0,0.29045,0.27698,0.25893,0.13124,0.01396,0.02095,8162
72127010100,29976.0,245000.0,485.0,0.25828,0.31261,0.19223,0.12375,0.02441,0.05683,7901
72127010200,26454.0,175300.0,464.0,0.30104,0.26269,0.2089,0.17156,0.0079,0.02978,6950
72127010500,43468.0,201000.0,862.0,0.22272,0.7047,0.30539,0.13669,0.02539,0.04564,4207
72127980000,,,,,,,,,,0
72127980101,,,,,,,,,,0
72127980102,,,,,,,,,,0
72127980103,,,,,,,,,,0
72127980104,,,,,,,,,,0
72127980105,,,,,,,,,,0
72127980107,,,,,,,,,,0
72127980108,,,,,,,,,,0
72127980200,,,,,,,,,,0
72127980300,,,,,,,,,,0
72127990000,,,,,,,,,,0
72129220100,23444.0,149900.0,524.0,0.29688,0.2488,0.20275,0.17863,0.02581,0.08635,6520
72129220200,12778.0,96100.0,403.0,0.61201,0.0931,0.45462,0.11731,0.01001,0.10589,3806
72129220300,12631.0,93000.0,404.0,0.61718,0.23913,0.48818,0.18757,0.00791,0.09068,1952
72129220401,22887.0,120600.0,613.0,0.33464,0.15906,0.21357,0.14866,0.03545,0.08529,4608
72129220402,19098.0,116900.0,497.0,0.42374,0.15551,0.24176,0.11904,0.01181,0.05368,5551
72129220501,19557.0,96300.0,544.0,0.46314,0.07635,0.26836,0.11263,0.0,0.05139,4203
72129220502,23617.0,110600.0,535.0,0.39075,0.14461,0.21664,0.10191,0.03706,0.06912,5281
72129220600,14828.0,95900.0,250.0,0.51624,0.10052,0.26105,0.08625,0.0,0.06226,3405
72129220700,14088.0,99100.0,399.0,0.52721,0.10997,0.26023,0.11652,0.02813,0.04955,5974
72131009200,9380.0,75000.0,188.0,0.60971,0.12166,0.50298,0.27859,0.04987,0.04793,3213
72131958500,12872.0,87800.0,366.0,0.66401,0.12389,0.25259,0.24327,0.09193,0.11767,4538
72131958700,14529.0,114100.0,397.0,0.44978,0.2564,0.25076,0.18633,0.06342,0.12083,5818
72131958800,13686.0,99400.0,423.0,0.52325,0.13275,0.18088,0.19815,0.05681,0.07034,5985
72131958900,9221.0,95100.0,169.0,0.6384,0.15083,0.42354,0.18621,0.05998,0.04078,2771
72131959000,12865.0,90700.0,460.0,0.5859,0.18287,0.29627,0.19846,0.04046,0.06547,5163
72131959200,12142.0,97300.0,410.0,0.6162,0.13811,0.1949,0.25344,0.07249,0.08551,4830
72131959300,9745.0,89500.0,335.0,0.64791,0.09898,0.15766,0.21831,0.06942,0.08118,5371
72131959500,12208.0,85000.0,400.0,0.57756,0.1668,0.25935,0.23982,0.10495,0.07312,5293
72133953300,29180.0,107600.0,642.0,0.34872,0.28197,0.18317,0.09747,0.04039,0.08008,5295
72133953500,15895.0,88400.0,395.0,0.533,0.15654,0.19164,0.16082,0.05146,0.05322,4303
72133953600,16741.0,108100.0,460.0,0.4597,0.1933,0.23929,0.15124,0.03878,0.06559,5260
72133953700,16545.0,88000.0,304.0,0.49253,0.15385,0.32422,0.18471,0.01592,0.05461,1941
72133953800,13525.0,85100.0,325.0,0.6229,0.11737,0.36049,0.07741,0.02745,0.04213,6314
72133990000,,,,,,,,,,0
72135510101,43361.0,183000.0,807.0,0.16399,0.42734,0.08469,0.05169,0.0,0.0689,10131
72135510102,13989.0,85000.0,199.0,0.61535,0.09807,0.11756,0.0939,0.0,0.05204,4170
72135510200,25906.0,144200.0,391.0,0.36935,0.32514,0.12453,0.11044,0.0,0.05183,8431
72135510300,16222.0,106300.0,489.0,0.5,0.16896,0.32078,0.15005,0.02836,0.06614,2782
72135510400,13889.0,104800.0,504.0,0.54508,0.12005,0.23416,0.13348,0.0,0.03598,5058
72135510502,22419.0,110500.0,523.0,0.38722,0.18206,0.13343,0.09352,0.03741,0.02981,4495
72135510503,32306.0,142300.0,814.0,0.37443,0.28535,0.18171,0.04049,0.0,0.02894,9088
72135510504,35938.0,134100.0,536.0,0.28388,0.25662,0.18692,0.102,0.01743,0.02795,4615
72135510505,39451.0,169700.0,677.0,0.18904,0.36378,0.09121,0.08779,0.02061,0.02519,4089
72135510601,22806.0,145800.0,819.0,0.41199,0.21548,0.14494,0.10156,0.01474,0.06632,3800
72135510602,16258.0,115000.0,597.0,0.59211,0.15627,0.17446,0.12025,0.03956,0.04509,5899
72135510701,20938.0,131300.0,716.0,0.50342,0.22651,0.17365,0.1855,0.01137,0.03355,3994
72135510702,14320.0,102000.0,434.0,0.56153,0.1334,0.24051,0.08291,0.0,0.0303,6204
72137120200,28141.0,126900.0,433.0,0.26176,0.15741,0.31067,0.22229,0.03354,0.05666,3865
72137120300,22955.0,159000.0,559.0,0.3922,0.20688,0.27255,0.1598,0.01318,0.05661,3215
72137120400,29444.0,141600.0,619.0,0.3128,0.21625,0.30084,0.1318,0.01935,0.07497,2401
72137120500,27213.0,133000.0,519.0,0.15603,0.40594,0.30586,0.07458,0.0,0.09774,1463
72137120600,29914.0,147100.0,467.0,0.19799,0.2243,0.2571,0.09242,0.0,0.05385,3101
72137120900,35769.0,152700.0,697.0,0.20563,0.20707,0.25946,0.1253,0.0,0.03166,3696
72137121001,36724.0,171000.0,413.0,0.2491,0.2636,0.21622,0.09331,0.01885,0.03977,3344
72137121002,32783.0,151700.0,544.0,0.24773,0.25618,0.21644,0.04111,0.0,0.0575,4887
72137121200,12742.0,94800.0,502.0,0.57937,0.09816,0.27807,0.11792,0.01617,0.04617,3509
72137121400,40563.0,165400.0,176.0,0.17308,0.42308,0.18665,0.11373,0.01696,0.05332,5795
72137121701,28775.0,110300.0,751.0,0.26639,0.31995,0.0954,0.11765,0.0,0.0334,2964
72137121702,14452.0,84500.0,423.0,0.63721,0.04941,0.21483,0.10934,0.01412,0.02628,6279
72137121801,12207.0,81800.0,508.0,0.58072,0.05944,0.12133,0.16233,0.02987,0.04811,5259
72137121802,27902.0,125900.0,891.0,0.30126,0.23113,0.1525,0.10953,0.0236,0.04895,5945
72137121900,27456.0,132800.0,763.0,0.24549,0.26497,0.14521,0.10215,0.03024,0.06693,4034
72137122001,23691.0,120800.0,493.0,0.33081,0.17685,0.17672,0.09186,0.03265,0.02313,5015
72137122002,30739.0,132900.0,844.0,0.31049,0.2214,0.13075,0.09837,0.0,0.03462,3466
72137122100,12959.0,59300.0,521.0,0.64718,0.11891,0.19463,0.17452,0.012,0.01432,2514
72137122201,12953.0,72600.0,506.0,0.53194,0.08931,0.18448,0.04486,0.01235,0.02491,3694
72137122202,11719.0,90100.0,541.0,0.63832,0.10194,0.08551,0.07978,0.0,0.08428,2717
72137122400,14481.0,78900.0,402.0,0.50926,0.06801,0.35125,0.17355,0.0155,0.02999,2501
72137122500,27141.55013,135366.36911,681.02304,0.33292,0.17777,0.25971,0.1364,0.03517,0.04962,4817
72137122600,18023.58456,103140.13467,591.93564,0.37729,0.13582,0.23666,0.15982,0.02146,0.04275,6386
72137990000,,,,,,,,,,0
72139060102,34464.0,181000.0,541.0,0.23967,0.458,0.21678,0.23273,0.0,0.0622,3103
72139060103,22033.0,136800.0,716.0,0.48018,0.1596,0.32155,0.09375,0.0,0.01126,3465
72139060104,38092.0,148400.0,492.0,0.20407,0.47936,0.18172,0.06906,0.00488,0.02264,6934
72139060212,21085.0,173200.0,289.0,0.474,0.33033,0.61805,0.08953,0.00865,0.05701,5806
72139060213,48446.0,193300.0,650.0,0.14686,0.47316,0.09123,0.0312,0.00607,0.06373,3609
72139060222,32384.0,133600.0,688.0,0.25104,0.24656,0.20569,0.06821,0.0,0.05524,5449
72139060223,19668.0,115300.0,427.0,0.46745,0.17528,0.32902,0.12223,0.00757,0.05041,4999
72139060225,26614.0,137300.0,555.0,0.43163,0.19303,0.42034,0.10016,0.00432,0.04967,7228
72139060301,29910.0,158500.0,569.0,0.29841,0.31726,0.20857,0.1094,0.00627,0.03294,4796
72139060302,31892.0,157500.0,616.0,0.23862,0.32916,0.22351,0.11115,0.00965,0.01446,7951
72139060401,17073.0,130600.0,490.0,0.34706,0.15426,0.24113,0.14832,0.0,0.01208,3642
72139060403,48152.0,243400.0,1092.0,0.16329,0.53985,0.10709,0.05663,0.0,0.04271,4495
72139060404,91685.0,364000.0,,0.13117,0.65619,0.06136,0.02854,0.0,0.07062,5268
72139060501,19643.0,129700.0,481.0,0.51226,0.13138,0.27528,0.15462,0.00844,0.02482,5037
72139060502,23350.0,158600.0,431.0,0.30964,0.11035,0.20531,0.09935,0.0087,0.03449,3682
72141956900,12525.0,85200.0,347.0,0.63196,0.14378,0.24908,0.24263,0.07457,0.05675,5110
72141957000,16094.0,124000.0,370.0,0.49966,0.16075,0.33358,0.16002,0.03736,0.02724,4442
72141957100,12764.0,95500.0,394.0,0.62767,0.18728,0.35367,0.21498,0.054,0.03555,4445
72141957200,14733.0,90100.0,419.0,0.52694,0.17057,0.34962,0.18872,0.02457,0.05782,4618
72141957300,19825.0,91200.0,469.0,0.48221,0.2183,0.29008,0.06835,0.01582,0.01545,5050
72141957400,9597.0,66300.0,448.0,0.71535,0.12262,0.54667,0.21301,0.01574,0.01766,2322
72141957500,9709.0,80200.0,309.0,0.68214,0.15343,0.46912,0.21148,0.04651,0.08246,3226
72141957600,15422.0,86700.0,346.0,0.57975,0.14584,0.313,0.18075,0.04115,0.03269,4528
72143550103,22352.0,149400.0,848.0,0.49121,0.24306,0.11447,0.31389,0.14178,0.04746,8849
72143550200,11597.0,102300.0,386.0,0.59128,0.10739,0.10255,0.23227,0.0176,0.04669,4990
72143550300,14151.0,89500.0,466.0,0.63402,0.09011,0.13398,0.21053,0.04599,0.05131,5476
72143550400,12318.0,99400.0,424.0,0.57601,0.10503,0.26904,0.15868,0.00479,0.03229,4769
72143550500,19735.0,121200.0,584.0,0.41998,0.1719,0.20379,0.11592,0.01257,0.02565,6588
72143550601,16321.0,85300.0,450.0,0.46062,0.11646,0.19708,0.17548,0.05,0.05141,5388
72143550602,20556.0,110800.0,456.0,0.43024,0.23842,0.26709,0.01593,0.01593,0.03336,3747
72143990000,,,,,,,,,,0
72145560100,13513.0,106300.0,479.0,0.61356,0.09407,0.16517,0.28082,0.01292,0.00832,5287
72145560201,20233.0,143300.0,609.0,0.40869,0.28036,0.18243,0.36899,0.2531,0.01536,5405
72145560204,20517.0,121100.0,441.0,0.44072,0.17311,0.12835,0.25974,0.10321,0.02117,3401
72145560300,17500.0,102100.0,353.0,0.51306,0.15307,0.20461,0.1043,0.0165,0.03477,4976
72145560401,23869.0,144900.0,904.0,0.4797,0.31137,0.0947,0.15368,0.01324,0.03388,3719
72145560402,26047.0,129900.0,668.0,0.30611,0.32032,0.11244,0.11142,0.04834,0.03156,5988
72145560500,18110.0,115600.0,754.0,0.43817,0.19743,0.16238,0.22347,0.0362,0.03262,2054
72145560600,11150.0,91800.0,448.0,0.6336,0.07188,0.15726,0.22844,0.02044,0.0099,5355
72145560701,20700.0,109000.0,510.0,0.44384,0.2119,0.1063,0.10111,0.01716,0.02139,6359
72145560702,15618.0,98400.0,581.0,0.52454,0.11163,0.13401,0.15989,0.02554,0.01795,6183
72145560801,10000.0,99200.0,444.0,0.62269,0.13619,0.25847,0.19039,0.02316,0.02098,2812
72145560802,11932.0,95400.0,460.0,0.64044,0.08859,0.16667,0.13235,0.02369,0.04459,3566
72145560900,12025.0,102600.0,565.0,0.61444,0.10096,0.13548,0.22071,0.02765,0.02213,5331
72145990000,,,,,,,,,,0
72147950500,17054.0,114800.0,360.0,0.4045,0.10798,0.1895,0.23952,0.09421,0.05961,5335
72147950600,14014.0,117200.0,348.0,0.57157,0.16902,0.26621,0.30685,0.15107,0.09351,3978
72147990000,,,,,,,,,,0
72149720100,13922.0,81400.0,253.0,0.61408,0.13462,0.19717,0.14399,0.04272,0.07965,5838
72149720300,13869.0,90500.0,268.0,0.60176,0.10137,0.20807,0.09888,0.02659,0.06899,7639
72149720400,15515.0,109000.0,266.0,0.58826,0.14928,0.36624,0.1525,0.02564,0.02932,2149
72149720502,14177.0,96800.0,245.0,0.59231,0.16902,0.17058,0.08309,0.02053,0.05645,2923
72149720503,19301.0,94500.0,395.0,0.5656,0.20981,0.1971,0.13249,0.0,0.03841,4192
72149720504,25709.0,106900.0,183.0,0.36361,0.228,0.23298,0.08552,0.02251,0.02772,3824
72151950601,19085.0,93800.0,343.0,0.49838,0.13636,0.18601,0.15445,0.03051,0.04756,8662
72151950700,17022.0,92500.0,374.0,0.50177,0.11981,0.21903,0.1571,0.03322,0.06296,6258
72151950800,17117.0,92300.0,379.0,0.54645,0.10059,0.22837,0.13076,0.01762,0.06943,4220
72151950900,16609.0,84400.0,615.0,0.47888,0.13601,0.18657,0.11637,0.00799,0.03731,5200
72151951000,14648.0,98800.0,379.0,0.45714,0.26956,0.26138,0.18998,0.01323,0.05905,2100
72151951100,14250.0,91700.0,196.0,0.55251,0.16856,0.44595,0.08031,0.0,0.07689,2666
72151951200,16463.0,81500.0,427.0,0.58076,0.11461,0.24511,0.17312,0.02393,0.07804,3857
72151951300,16173.0,93400.0,481.0,0.52113,0.09954,0.22806,0.17533,0.0683,0.06803,5424
72151990000,,,,,,,,,,0
72153750101,9526.0,69000.0,261.0,0.73655,0.0871,0.23582,0.1742,0.04026,0.03087,3272
72153750102,12532.0,67200.0,428.0,0.69303,0.11617,0.17628,0.16966,0.0,0.0188,4362
72153750201,13576.0,88000.0,341.0,0.58667,0.13624,0.29543,0.20753,0.0,0.06436,3496
72153750202,13395.0,77900.0,268.0,0.61041,0.15991,0.32109,0.23688,0.0056,0.01905,4672
72153750300,21938.0,97100.0,494.0,0.36195,0.21792,0.16333,0.23379,0.02048,0.04807,4015
72153750400,9790.0,68300.0,349.0,0.61225,0.13607,0.38749,0.26688,0.0086,0.05002,4918
72153750501,18570.0,96300.0,452.0,0.50588,0.17167,0.31931,0.0915,0.00402,0.04879,5780
72153750502,17797.0,123800.0,135.0,0.47753,0.28029,0.36906,0.05196,0.00924,0.03221,2080
72153750503,13646.0,89700.0,760.0,0.57079,0.21553,0.23361,0.21036,0.03236,0.01801,1999
72153750601,21389.0,98200.0,475.0,0.37428,0.2515,0.19203,0.16024,0.01673,0.03925,5249
72153750602,11879.0,69900.0,372.0,0.64644,0.09954,0.33848,0.20433,0.0,0.01513,3239
