tract_geoid,med_hh_inc,med_value,med_rent,poverty,ba_share,renter_share,vacancy,seasonal_share,mainland_share,pop
72001956300,10154.0,84000.0,419.0,0.68845,0.0976,0.23657,0.16126,0.01186,0.02003,4043
72001956400,14583.0,86300.0,394.0,0.43779,0.1061,0.17431,0.2585,0.0311,0.0,2647
72001956500,12083.0,72900.0,443.0,0.63213,0.09604,0.20725,0.228,0.05,0.01087,2944
72001956600,12688.0,128600.0,360.0,0.58859,0.21495,0.50798,0.16258,0.00668,0.00471,2972
72001956700,9974.0,90200.0,360.0,0.54348,0.24435,0.37055,0.17269,0.0,0.01912,2092
72001956800,12515.0,87900.0,395.0,0.5938,0.14728,0.19922,0.20758,0.03108,0.03552,4843
72003430100,17347.0,102400.0,425.0,0.4551,0.17857,0.23635,0.19656,0.10383,0.05526,5139
72003430200,15500.0,96500.0,405.0,0.50873,0.17322,0.30276,0.19885,0.05812,0.07104,5124
72003430300,10713.0,93200.0,309.0,0.58357,0.14461,0.44883,0.23656,0.08746,0.07008,3239
72003430401,13308.0,85900.0,438.0,0.65238,0.1508,0.15458,0.1945,0.07046,0.06957,5433
72003430402,11975.0,68400.0,302.0,0.73307,0.13863,0.14429,0.16322,0.03018,0.0786,4593
72003430501,18635.0,117500.0,653.0,0.44971,0.27099,0.08682,0.11189,0.02962,0.08751,5462
72003430502,11220.0,76800.0,450.0,0.66841,0.13932,0.19101,0.1432,0.05355,0.06328,4804
72003430601,12542.0,85500.0,457.0,0.55211,0.1385,0.18757,0.08574,0.0284,0.05084,5488
72003430602,16875.0,92500.0,446.0,0.48712,0.1187,0.18274,0.19788,0.03257,0.08746,2950
72003990000,,,,,,,,,,0
72005400100,15226.0,107700.0,475.0,0.5052,0.18339,0.28112,0.24659,0.08102,0.06641,5225
72005400300,36250.0,152700.0,711.0,0.24818,0.42471,0.30448,0.25116,0.10012,0.21904,3876
72005400400,10369.0,105200.0,360.0,0.66052,0.12132,0.37248,0.19429,0.05151,0.07944,4821
72005400501,11913.0,119100.0,352.0,0.46793,0.15611,0.29621,0.17124,0.06756,0.08693,3336
72005400502,16425.0,123700.0,439.0,0.49413,0.14577,0.26416,0.26461,0.05411,0.10754,4538
72005400600,7634.0,113800.0,143.0,0.73274,0.1099,0.65523,0.17129,0.05548,0.06725,3628
72005400700,19329.0,121100.0,208.0,0.44268,0.25986,0.36519,0.22039,0.08863,0.04227,2957
72005400800,9194.0,48800.0,435.0,0.71144,0.09213,0.27532,0.36904,0.10171,0.09916,2027
72005400900,10813.0,82200.0,238.0,0.63775,0.13731,0.4163,0.30951,0.07833,0.11693,2882
72005401200,15310.0,98900.0,445.0,0.51567,0.2209,0.2396,0.18262,0.02519,0.07456,3541
72005401301,9350.0,89200.0,199.0,0.6736,0.06459,0.3898,0.17307,0.02542,0.06589,5206
72005401303,17747.0,107700.0,423.0,0.46388,0.19588,0.20699,0.12377,0.01757,0.07885,6493
72005401401,15864.0,99700.0,511.0,0.56887,0.14874,0.06999,0.15949,0.02729,0.07441,5510
72005401402,16168.0,118700.0,465.0,0.46163,0.31028,0.20666,0.16649,0.05288,0.08604,5056
72005401500,7083.39526,108113.38445,231.30952,0.70617,0.16316,0.51069,0.30726,0.09841,0.05716,2869
72005990000,,,,,,,,,,0
72007230100,15734.0,78700.0,419.0,0.54585,0.13772,0.27536,0.21902,0.02716,0.02268,4630
72007230200,18270.0,93900.0,379.0,0.42041,0.25268,0.2469,0.14787,0.0583,0.02242,6201
72007230300,9738.0,90300.0,371.0,0.60081,0.11411,0.55747,0.16351,0.00981,0.01899,3950
72007230400,11927.0,80300.0,417.0,0.56229,0.1166,0.27243,0.11303,0.05363,0.0217,4747
72007230501,14705.0,88700.0,432.0,0.51482,0.17471,0.29443,0.07966,0.01267,0.01217,5011
72007230502,16534.0,85000.0,461.0,0.54987,0.11403,0.22156,0.11803,0.00984,0.02402,4288
72009250100,17946.0,94500.0,246.0,0.4767,0.14136,0.20954,0.08558,0.01991,0.04316,5654
72009250200,17542.0,96500.0,389.0,0.50632,0.20979,0.16618,0.06604,0.02256,0.03315,5852
72009250300,10109.0,74400.0,499.0,0.66887,0.09211,0.14354,0.10607,0.05475,0.09082,3182
72009250400,15446.0,95400.0,344.0,0.54638,0.23169,0.36954,0.25558,0.02416,0.04231,2458
72009250500,16281.0,97900.0,268.0,0.46471,0.24508,0.33839,0.06528,0.0,0.04692,5115
72009250600,14126.0,80100.0,408.0,0.54032,0.18324,0.22816,0.08979,0.02056,0.02179,3900
72011810100,13158.0,86300.0,283.0,0.61173,0.14713,0.13859,0.2508,0.03754,0.0469,2985
72011810200,16250.0,93400.0,463.0,0.48704,0.1449,0.15851,0.13712,0.01073,0.07837,8026
72011810300,15810.0,90500.0,122.0,0.45239,0.18908,0.33859,0.1206,0.0,0.04751,2526
72011810400,11393.0,110500.0,362.0,0.5607,0.06335,0.46322,0.14164,0.0,0.038,1079
72011810500,19600.0,98500.0,348.0,0.35072,0.16555,0.15138,0.15212,0.00864,0.02941,6019
72011810600,14631.0,124400.0,390.0,0.48887,0.2728,0.20556,0.19743,0.01285,0.06061,4042
72011810700,13420.0,75200.0,470.0,0.49792,0.07667,0.16348,0.25583,0.13587,0.04326,4577
72011990000,,,,,,,,,,0
72013300101,17543.0,103400.0,488.0,0.43689,0.18705,0.17724,0.20749,0.03598,0.05761,4999
72013300102,16840.0,99600.0,478.0,0.43661,0.12678,0.22007,0.22095,0.03596,0.01873,5018
72013300200,15125.0,79000.0,388.0,0.50335,0.10604,0.23292,0.27215,0.05736,0.04635,3301
72013300301,13750.0,95700.0,390.0,0.52083,0.1696,0.24305,0.23783,0.0157,0.02217,2661
72013300302,22100.0,128000.0,711.0,0.28441,0.35421,0.14063,0.18078,0.02413,0.02566,5144
72013300400,13000.0,74500.0,376.0,0.52992,0.1076,0.33425,0.22567,0.08128,0.09066,2206
72013300500,7907.0,59700.0,359.0,0.64633,0.06089,0.57556,0.44513,0.0,0.09438,1049
72013300700,13203.0,82000.0,385.0,0.56618,0.17241,0.417,0.31421,0.0,0.04358,2226
72013300800,19090.0,104800.0,256.0,0.46242,0.24937,0.26541,0.18864,0.01399,0.0921,6124
72013301000,23667.0,104700.0,481.0,0.31379,0.3268,0.25074,0.16865,0.01805,0.05271,5976
72013301100,19511.0,98700.0,454.0,0.35931,0.2064,0.29408,0.10294,0.01861,0.08361,8588
72013301200,15230.0,91900.0,449.0,0.54145,0.19401,0.30159,0.15231,0.00807,0.05676,5127
72013301300,3509.0,108300.0,111.0,0.85616,0.14653,0.77395,0.06719,0.0,0.09498,3727
72013301400,14773.0,95100.0,446.0,0.54816,0.17054,0.26527,0.06595,0.03922,0.04242,1556
72013301500,22338.0,102400.0,504.0,0.34786,0.22992,0.25,0.18941,0.01826,0.06356,5459
72013301600,20614.0,85900.0,355.0,0.40651,0.23576,0.18004,0.21626,0.01176,0.0595,4689
72013301700,18044.0,94700.0,363.0,0.44603,0.23656,0.15615,0.2122,0.03434,0.02248,4671
72013301800,15026.0,84100.0,310.0,0.56557,0.12544,0.09895,0.26698,0.04167,0.01689,1599
72013301900,13014.0,63600.0,502.0,0.60695,0.09318,0.17174,0.27079,0.03743,0.04295,5285
72013302000,14643.0,95700.0,501.0,0.46555,0.15302,0.1756,0.23288,0.0175,0.04061,2758
72013302100,15588.0,94500.0,476.0,0.50116,0.13417,0.15662,0.21904,0.00563,0.00665,4811
72013302201,10648.0,86900.0,,0.66623,0.09038,0.07574,0.24148,0.03992,0.03756,2636
72013302202,17923.0,92400.0,480.0,0.47298,0.13514,0.18521,0.20243,0.01155,0.02256,4034
72013302300,11277.0,88300.0,461.0,0.53862,0.07734,0.16903,0.16554,0.0,0.04287,3989
72013992900,,,,,,,,,,0
72015280101,9609.0,82600.0,250.0,0.71064,0.05939,0.17202,0.2051,0.0155,0.06686,2782
72015280102,15921.0,83300.0,432.0,0.55142,0.10067,0.1838,0.20149,0.02363,0.10231,6490
72015280201,18909.0,88800.0,458.0,0.44429,0.22719,0.27021,0.1121,0.01519,0.05598,5288
72015280202,14721.0,86300.0,385.0,0.50614,0.18911,0.34431,0.31937,0.13198,0.08639,5047
72015991500,,,,,,,,,,0
72017590100,16223.0,103800.0,449.0,0.4599,0.17252,0.14158,0.15294,0.01556,0.08143,6558
72017590200,10750.0,98700.0,245.0,0.65712,0.10615,0.31387,0.1853,0.01297,0.04659,4593
72017590300,16986.0,99300.0,440.0,0.467,0.15198,0.23876,0.13242,0.02327,0.08524,7931
72017590400,19144.0,116800.0,423.0,0.41271,0.21187,0.22283,0.12614,0.03453,0.05642,5424
72017990000,,,,,,,,,,0
72019952201,17795.0,83000.0,408.0,0.52475,0.18977,0.28271,0.08305,0.02601,0.03868,4343
72019952202,15397.0,89000.0,431.0,0.55806,0.1117,0.1537,0.15125,0.05249,0.03223,5460
72019952301,16700.0,81400.0,415.0,0.46299,0.16596,0.16298,0.13328,0.02713,0.0687,3668
72019952302,13784.0,84400.0,391.0,0.64378,0.12484,0.25896,0.06402,0.0249,0.0161,5900
72019952400,9706.0,66300.0,269.0,0.72354,0.10423,0.49616,0.1251,0.02687,0.02708,2770
72019952500,15507.0,84600.0,362.0,0.48637,0.1971,0.20496,0.09031,0.03348,0.02251,8131
72021030101,38818.0,175200.0,972.0,0.13619,0.20045,0.21769,0.15745,0.02596,0.06597,7124
72021030103,9853.0,150500.0,214.0,0.65886,0.28655,0.61392,0.04137,0.01655,0.03957,4271
72021030104,61897.0,211900.0,348.0,0.09467,0.69815,0.20549,0.06657,0.0,0.04963,5440
72021030105,37100.0,156900.0,595.0,0.17866,0.34054,0.40489,0.08229,0.0,0.17256,3280
72021030200,25833.0,167000.0,657.0,0.29524,0.297,0.34703,0.14112,0.02555,0.07522,3789
72021030300,16571.0,142800.0,240.0,0.4418,0.33935,0.46044,0.16475,0.01868,0.04301,3790
72021030700,13521.0,84200.0,444.0,0.62236,0.04677,0.66559,0.21166,0.0,0.0351,1852
72021030800,17500.0,128100.0,298.0,0.28371,0.30948,0.27568,0.36752,0.0,0.05056,712
72021030901,31394.0,142600.0,536.0,0.22144,0.3481,0.22686,0.16388,0.0,0.06226,1558
72021030902,26439.0,155800.0,602.0,0.28737,0.3044,0.27711,0.17659,0.04464,0.08262,2445
72021030903,35000.0,130300.0,675.0,0.16451,0.23643,0.26646,0.1355,0.03523,0.05952,1781
72021030904,20313.0,127500.0,549.0,0.36298,0.19867,0.13631,0.14093,0.0,0.0654,2569
72021031004,26352.0,142600.0,439.0,0.25254,0.25745,0.2002,0.13687,0.01283,0.07122,2752
72021031005,17944.0,130300.0,279.0,0.46875,0.22798,0.36288,0.09836,0.01025,0.02916,3292
72021031011,45244.0,185900.0,590.0,0.07666,0.44725,0.10317,0.07723,0.0,0.04699,3809
72021031021,24782.0,133200.0,536.0,0.26914,0.25183,0.24474,0.092,0.01132,0.0554,3484
72021031023,33140.0,156400.0,644.0,0.24409,0.32712,0.14531,0.07109,0.01118,0.05972,3198
72021031031,31197.0,189800.0,338.0,0.22406,0.35619,0.24265,0.07269,0.01657,0.06098,4936
72021031032,36907.0,285300.0,2001.0,0.25904,0.40099,0.08998,0.03728,0.02083,0.08398,2596
72021031033,37353.0,131700.0,394.0,0.26259,0.26975,0.09274,0.19477,0.03858,0.02799,4002
72021031035,26765.0,135700.0,511.0,0.29419,0.24683,0.26025,0.1467,0.01817,0.05404,7606
72021031101,24667.0,135200.0,719.0,0.23653,0.21308,0.07665,0.15873,0.03869,0.05175,2261
72021031113,24292.0,144700.0,680.0,0.32146,0.24887,0.18672,0.0877,0.0,0.0629,4324
72021031114,17611.0,130400.0,439.0,0.53983,0.17749,0.51783,0.06318,0.0,0.04007,4218
72021031121,17292.0,136000.0,420.0,0.50177,0.23174,0.4671,0.13126,0.0,0.04439,4258
72021031122,24896.0,119900.0,647.0,0.33458,0.22472,0.22652,0.06814,0.01002,0.06234,4026
72021031123,18214.0,119700.0,437.0,0.39801,0.04881,0.125,0.11589,0.02302,0.03704,3510
72021031124,17057.0,133000.0,574.0,0.56647,0.16429,0.39406,0.13527,0.0,0.04756,1703
72021031125,29511.0,152600.0,274.0,0.33485,0.31978,0.23357,0.09845,0.0,0.05439,3328
72021031201,12723.0,113500.0,232.0,0.67684,0.10724,0.61389,0.09014,0.02696,0.07158,3367
72021031202,19323.0,113700.0,518.0,0.31846,0.21191,0.17985,0.06999,0.0,0.02821,2340
72021031203,30857.0,134000.0,725.0,0.26298,0.23519,0.28628,0.09222,0.01796,0.0565,2407
72021031301,29132.0,145700.0,595.0,0.20275,0.29701,0.17939,0.06868,0.00731,0.04601,5629
72021031304,26509.0,129200.0,575.0,0.26874,0.19322,0.19588,0.16289,0.03344,0.10652,2347
72021031305,22294.0,118000.0,602.0,0.38791,0.17194,0.13901,0.10741,0.02943,0.06323,5535
72021031306,28015.0,158600.0,695.0,0.24394,0.24376,0.19504,0.14909,0.04219,0.07438,3146
72021031307,37857.0,156400.0,586.0,0.2615,0.28149,0.16898,0.07908,0.0,0.02319,2631
72021031401,24534.0,136200.0,488.0,0.22705,0.17713,0.29861,0.11385,0.01154,0.05445,3177
72021031402,18784.0,129200.0,498.0,0.43128,0.14141,0.40951,0.1304,0.03597,0.06164,2774
72021031403,20328.0,139600.0,574.0,0.35081,0.21482,0.27436,0.08522,0.0,0.06929,3204
72021031501,29311.0,149700.0,491.0,0.23026,0.32177,0.28201,0.0619,0.00516,0.04622,3375
72021031502,16332.0,113500.0,474.0,0.43515,0.14406,0.37913,0.21878,0.03199,0.03347,1912
72021031503,15500.0,132800.0,752.0,0.37918,0.13589,0.21703,0.13539,0.01781,0.05933,1854
72021031611,25523.0,134500.0,575.0,0.31554,0.24882,0.21529,0.11408,0.0,0.05787,2903
72021031612,17255.0,139500.0,365.0,0.47501,0.22458,0.40865,0.07516,0.00426,0.04793,4882
72021031621,28797.0,122100.0,690.0,0.3272,0.27691,0.21077,0.12153,0.0367,0.10974,2989
72021031622,14956.0,135500.0,308.0,0.39276,0.17704,0.32568,0.0811,0.0,0.04542,2928
72021031631,36313.0,162500.0,717.0,0.22366,0.27675,0.20449,0.12541,0.03381,0.07943,2392
72021031632,20234.0,135300.0,596.0,0.39398,0.16139,0.27494,0.15157,0.01476,0.0547,2523
72021031641,26136.0,127900.0,658.0,0.30987,0.19152,0.25,0.02449,0.0,0.06959,2802
72021031651,18842.0,128300.0,487.0,0.39694,0.18698,0.29709,0.14708,0.0,0.05414,2789
72021031701,28697.0,147500.0,618.0,0.26822,0.36596,0.23725,0.14546,0.03649,0.05301,4471
72021031702,25486.0,138500.0,597.0,0.34014,0.17949,0.28008,0.07585,0.00869,0.05731,4275
72021031703,26927.0,119100.0,323.0,0.28651,0.14023,0.18665,0.07442,0.02126,0.031,4161
72021031704,25363.0,149300.0,497.0,0.30815,0.21496,0.27388,0.09011,0.01609,0.0622,5997
72021031800,30949.0,134200.0,535.0,0.33947,0.27021,0.16047,0.0537,0.00968,0.0285,6526
72021031900,21466.0,137700.0,475.0,0.3549,0.1584,0.16543,0.12829,0.03332,0.04289,5503
72021032000,18172.0,76800.0,357.0,0.58739,0.12425,0.19065,0.10467,0.0,0.05586,2220
72021032100,19223.0,103800.0,,0.37366,0.19442,0.13018,0.18652,0.08063,0.01576,1777
72021032200,21875.0,100400.0,,0.46051,0.11237,0.13245,0.16575,0.04088,0.07164,2317
72021032301,49628.0,210600.0,1211.0,0.12889,0.38335,0.10943,0.0935,0.0,0.06258,2429
72021032302,18650.0,116400.0,346.0,0.48478,0.11142,0.19869,0.14071,0.0,0.02866,2687
72023830101,13491.0,97100.0,330.0,0.54706,0.10762,0.25175,0.25753,0.06802,0.07398,4420
72023830102,14601.0,100500.0,280.0,0.46214,0.19944,0.20776,0.14745,0.04526,0.06769,5215
72023830201,16022.0,120600.0,372.0,0.5501,0.21767,0.16815,0.46534,0.26717,0.04593,5399
72023830300,24008.0,128700.0,531.0,0.28831,0.35293,0.14488,0.16497,0.00888,0.07365,5893
72023830400,14104.0,93700.0,382.0,0.54468,0.18894,0.40556,0.21661,0.02795,0.08476,5262
72023830502,15073.0,111100.0,451.0,0.5,0.25414,0.18826,0.52531,0.37207,0.05897,4392
72023830503,23228.0,121100.0,511.0,0.41644,0.25093,0.0936,0.35033,0.23029,0.04244,5890
72023830504,13010.0,93600.0,344.0,0.5579,0.04864,0.14478,0.20641,0.03674,0.03927,4634
72023830606,15203.0,127800.0,506.0,0.41537,0.15529,0.17469,0.70398,0.61864,0.05768,4074
72023830607,11954.0,86500.0,439.0,0.62167,0.08134,0.29244,0.3423,0.18011,0.09907,5289
72023980000,,,,,,,,,,0
72023990000,,,,,,,,,,0
72025200100,27477.0,221400.0,502.0,0.37645,0.34025,0.21417,0.10347,0.01532,0.06387,8188
72025200200,20000.0,93000.0,536.0,0.49039,0.11637,0.15832,0.19381,0.0122,0.01898,5638
72025200302,40972.0,166500.0,818.0,0.1777,0.42018,0.08571,0.09162,0.0291,0.06008,7490
72025200304,26747.0,146900.0,550.0,0.35923,0.29211,0.14577,0.08708,0.02593,0.0793,5788
72025200305,45816.0,224600.0,959.0,0.14378,0.51427,0.10186,0.05094,0.02044,0.06385,8426
72025200400,28983.0,122700.0,585.0,0.25827,0.31041,0.2362,0.07376,0.0,0.06457,3082
72025200500,27595.0,141500.0,526.0,0.24207,0.33164,0.31044,0.09084,0.0,0.05135,6271
72025200600,23092.0,146500.0,597.0,0.39835,0.31755,0.37187,0.08647,0.00865,0.04688,4373
72025200700,22588.0,138500.0,485.0,0.31376,0.22094,0.25869,0.09002,0.00912,0.0887,4081
72025200800,20694.0,97600.0,388.0,0.31357,0.15319,0.37727,0.08078,0.01532,0.05309,3466
72025200900,4449.0,88600.0,135.0,0.84772,0.06674,0.80675,0.08683,0.0,0.02713,1622
72025201000,12292.0,114400.0,490.0,0.60099,0.0422,0.62518,0.30861,0.0,0.02201,1817
72025201200,14991.0,95800.0,356.0,0.54267,0.13676,0.34694,0.15833,0.02838,0.01648,3216
72025201300,21995.0,134700.0,551.0,0.38795,0.29547,0.29674,0.08755,0.0,0.02166,2539
72025201400,18667.0,129200.0,468.0,0.38633,0.23238,0.42162,0.16195,0.00793,0.02046,2151
72025201500,19656.0,148100.0,352.0,0.45888,0.31645,0.311,0.19028,0.0,0.06533,2602
72025201600,9803.0,152600.0,413.0,0.71247,0.14055,0.77151,0.13516,0.0,0.01244,3377
72025201700,14388.0,126700.0,177.0,0.52058,0.18085,0.40469,0.03196,0.0,0.02197,2503
72025201800,15000.0,125700.0,284.0,0.46347,0.18642,0.39785,0.04335,0.01176,0.02344,3627
72025201900,10111.0,100300.0,161.0,0.63263,0.09274,0.62633,0.08422,0.0,0.02932,3104
72025202000,17724.0,129000.0,284.0,0.41585,0.21968,0.34488,0.13372,0.01892,0.03896,3773
72025202100,30009.0,138900.0,555.0,0.4152,0.27322,0.3657,0.11395,0.01163,0.02406,3408
72025202200,18141.0,116700.0,381.0,0.42393,0.23017,0.16556,0.04581,0.0,0.02209,1630
72025202300,20075.0,129100.0,625.0,0.34332,0.23033,0.15747,0.09145,0.01106,0.05425,3705
72025202402,32962.0,142400.0,746.0,0.28384,0.34489,0.15705,0.11592,0.01388,0.03521,7810
72025202403,17699.0,117200.0,584.0,0.42604,0.1315,0.246,0.15994,0.0,0.0065,3387
72025202404,30644.0,134600.0,655.0,0.30538,0.24398,0.23363,0.13785,0.00951,0.01846,5092
72025202500,22206.0,129000.0,554.0,0.31815,0.21995,0.16344,0.15385,0.01718,0.0323,3096
72025202601,22568.0,111800.0,610.0,0.3836,0.20558,0.22044,0.06467,0.0,0.03329,6067
72025202602,30601.0,150600.0,686.0,0.17687,0.35336,0.15808,0.10414,0.0,0.03202,6372
72025202701,22027.0,107600.0,488.0,0.45787,0.13017,0.15765,0.1243,0.02955,0.04521,5928
72025202702,18551.0,87800.0,424.0,0.42507,0.11432,0.17952,0.0843,0.05479,0.03849,5508
72025202800,17778.0,96000.0,438.0,0.43942,0.16246,0.19884,0.11836,0.05502,0.06604,4164
72027320100,10437.0,85300.0,364.0,0.58442,0.19527,0.36675,0.1047,0.00855,0.08449,3385
72027320200,16388.0,86900.0,438.0,0.40419,0.18666,0.24754,0.13306,0.05078,0.06428,7981
72027320300,18084.0,96200.0,471.0,0.54735,0.18083,0.22642,0.29664,0.05582,0.03597,6367
72027320401,19592.0,95700.0,472.0,0.46179,0.21735,0.21536,0.14224,0.01355,0.09578,4855
72027320402,12925.0,74200.0,402.0,0.51773,0.08805,0.22558,0.21389,0.06124,0.0636,2453
72027320500,12773.0,73300.0,372.0,0.61113,0.10373,0.22415,0.12577,0.06457,0.07322,5340
72027320600,15093.0,82300.0,423.0,0.5598,0.13034,0.26037,0.15162,0.03634,0.0924,5000
72027990000,,,,,,,,,,0
72029100101,16554.0,94800.0,411.0,0.59692,0.08221,0.13992,0.13028,0.0,0.0444,4550
72029100103,14364.0,92200.0,310.0,0.67831,0.05665,0.20631,0.13213,0.00782,0.0294,3979
72029100104,8891.0,87200.0,301.0,0.78137,0.05405,0.25138,0.26705,0.0,0.0458,3188
72029100200,17012.0,120800.0,268.0,0.40389,0.23326,0.35775,0.16667,0.0,0.0356,2107
72029100400,17662.0,97400.0,569.0,0.5259,0.13448,0.21822,0.14138,0.0,0.03216,6685
72029100502,30035.0,127100.0,736.0,0.23526,0.24628,0.12649,0.11945,0.0,0.06456,3919
72029100503,56694.0,213800.0,824.0,0.13517,0.40279,0.05388,0.06703,0.02108,0.03726,6173
72029100504,46679.0,241600.0,654.0,0.07951,0.32081,0.14184,0.10759,0.0211,0.03859,3006
72029100601,24786.0,123600.0,358.0,0.36727,0.17488,0.1772,0.15053,0.03906,0.07129,3605
72029100602,14798.0,89200.0,350.0,0.46374,0.15286,0.26346,0.18851,0.0,0.05327,3323
72029100700,17765.0,100100.0,357.0,0.41759,0.14946,0.16131,0.15021,0.01996,0.04971,4989
72029100800,14375.0,87600.0,,0.50645,0.14986,0.17021,0.26037,0.11302,0.03688,1627
72031050105,30293.0,114800.0,543.0,0.24663,0.24049,0.25455,0.12566,0.0,0.06094,3118
72031050106,36111.0,312900.0,832.0,0.16705,0.37727,0.34173,0.58631,0.46776,0.16937,1293
72031050107,67904.0,396900.0,773.0,0.05437,0.62149,0.1793,0.51493,0.41973,0.06228,2023
72031050110,28761.0,142400.0,605.0,0.25104,0.27858,0.34613,0.22197,0.0,0.04626,4107
72031050111,43974.0,358200.0,1105.0,0.18399,0.53234,0.29365,0.45549,0.32671,0.18812,1212
72031050112,44115.0,224800.0,748.0,0.12654,0.55615,0.18481,0.32,0.18507,0.08675,4876
72031050211,29118.0,150300.0,625.0,0.26332,0.20237,0.2782,0.12766,0.0,0.02421,3883
72031050212,23708.0,167200.0,432.0,0.3701,0.22329,0.43904,0.07218,0.0,0.08034,6560
72031050221,37617.0,148500.0,645.0,0.18729,0.32771,0.29661,0.15501,0.01643,0.06144,5827
72031050222,12407.0,164000.0,238.0,0.65166,0.23398,0.56427,0.10197,0.01605,0.03792,5354
72031050231,24258.0,137100.0,545.0,0.33884,0.12806,0.24437,0.04992,0.0,0.013,3768
72031050232,29381.0,144900.0,543.0,0.25199,0.18852,0.2573,0.09191,0.00914,0.05934,6067
72031050241,31250.0,128000.0,706.0,0.17923,0.25623,0.20197,0.15576,0.00691,0.03022,5691
72031050242,23446.0,142300.0,598.0,0.26385,0.23264,0.3208,0.14313,0.0,0.05616,4772
72031050302,25773.0,131000.0,814.0,0.26455,0.26404,0.28927,0.18573,0.00984,0.04637,3731
72031050311,23898.0,156400.0,731.0,0.27431,0.19867,0.15198,0.08402,0.0,0.07076,2897
72031050321,27214.0,143000.0,460.0,0.23791,0.22041,0.25685,0.09736,0.0,0.05691,4674
72031050331,24680.0,140500.0,644.0,0.25793,0.25912,0.29337,0.01936,0.01936,0.06824,1861
72031050341,12922.0,153700.0,217.0,0.55495,0.13917,0.51402,0.09983,0.0,0.04605,4647
72031050403,24353.0,155900.0,409.0,0.35455,0.30349,0.31638,0.12019,0.02185,0.03458,8850
72031050404,34428.0,165400.0,822.0,0.19979,0.51349,0.13349,0.15166,0.01589,0.05344,2807
72031050503,23431.0,118100.0,185.0,0.35371,0.20821,0.24879,0.13668,0.01046,0.01121,3746
72031050504,33381.0,151100.0,493.0,0.27451,0.30047,0.17794,0.06679,0.0,0.04888,7242
72031050505,32894.0,146100.0,579.0,0.21171,0.37432,0.21676,0.0438,0.01389,0.04578,7471
72031050600,20456.0,124100.0,445.0,0.39295,0.19068,0.35168,0.19418,0.0,0.02988,4853
72031050700,24479.0,114200.0,500.0,0.41257,0.26795,0.25394,0.17129,0.0,0.02075,1687
72031050803,24157.0,132100.0,627.0,0.3809,0.179,0.22827,0.0956,0.00938,0.03958,5002
72031050811,35213.0,156100.0,650.0,0.14561,0.26199,0.22229,0.09832,0.01521,0.05037,5043
72031050812,23884.0,159300.0,422.0,0.37958,0.18743,0.2965,0.08541,0.0,0.05826,4051
72031050821,35488.0,157000.0,730.0,0.18773,0.2414,0.17041,0.1267,0.00704,0.05622,5888
72031050822,23417.0,149200.0,590.0,0.35387,0.2284,0.28752,0.09765,0.0,0.05357,3976
72031050831,23620.0,115500.0,562.0,0.33381,0.11941,0.24598,0.08034,0.00846,0.04347,5590
72031050841,22555.0,103800.0,454.0,0.44592,0.08997,0.32558,0.18225,0.0,0.02896,3315
72031050901,30811.0,167400.0,429.0,0.29327,0.24228,0.14542,0.1448,0.00625,0.04265,5017
72031050902,29163.0,158100.0,595.0,0.26557,0.23782,0.27375,0.08857,0.00593,0.06464,7194
72031051001,22856.0,117100.0,456.0,0.39486,0.20684,0.19261,0.14383,0.0093,0.07907,4047
72031051002,22708.0,124000.0,467.0,0.32754,0.1239,0.14227,0.22546,0.03293,0.02816,4049
72031051102,21174.0,133000.0,571.0,0.37343,0.17092,0.27124,0.08063,0.0075,0.04372,4689
72031051103,31396.0,138200.0,878.0,0.27943,0.28831,0.16905,0.12586,0.02505,0.02079,4809
72031051104,45132.0,182000.0,998.0,0.09349,0.38977,0.12869,0.07646,0.01514,0.07304,3669
72031980003,,,,,,,,,,0
72031990000,,,,,,,,,,0
72033020200,13727.0,84900.0,383.0,0.4913,0.06578,0.50695,0.20053,0.00741,0.01711,3448
72033020302,11296.0,86100.0,331.0,0.67426,0.08176,0.33776,0.03556,0.0,0.02613,1799
72033020422,9533.0,91000.0,620.0,0.64815,0.09278,0.16584,0.09721,0.0,0.00852,2700
72033020423,22659.0,162000.0,149.0,0.36121,0.28774,0.30559,0.05003,0.0,0.02178,4407
72033020425,16429.0,99700.0,330.0,0.62742,0.10247,0.46355,0.04669,0.0,0.04891,3067
72033020426,2499.0,121300.0,138.0,0.88015,0.06296,0.97405,0.08647,0.0,0.02748,2111
72033020428,18772.72332,104848.14207,504.95732,0.47841,0.09755,0.32487,0.10507,0.0,0.01985,6701
72033020500,60586.0,229700.0,1328.0,0.04536,0.51868,0.12033,0.02903,0.0,0.0636,4277
72033980001,,,,,,,,,,0
72033980003,,,,,,,,,,0
72033980004,,,,,,,,,,0
72033980005,,49200.0,,0.50685,0.0,0.0,0.0,0.0,0.0,73
72033980006,,61700.0,,0.14706,0.0,0.0,0.0,0.0,0.0,80
72033980007,,,,,,,,,,0
72033990201,,,,,,,,,,0
72035260100,21096.0,110600.0,442.0,0.41392,0.28335,0.24921,0.14401,0.0342,0.05019,9005
72035260201,29706.0,115200.0,551.0,0.27249,0.21595,0.13435,0.0439,0.02195,0.08299,3868
72035260202,21250.0,132400.0,367.0,0.47021,0.23382,0.46279,0.19722,0.02782,0.0454,3458
72035260300,18342.0,90000.0,355.0,0.37166,0.20013,0.31222,0.12549,0.02374,0.05323,4283
