zip,year,n_at_risk,n_stay,n_move_any,n_move_within_pr,n_move_off_pr,n_attrit,rate_move_any,rate_move_within_pr,rate_move_off_pr
00685,2009,281,260,21,15,6,45,0.07473309608540925,0.05338078291814947,0.021352313167259787
00685,2010,270,252,18,11,7,17,0.06666666666666667,0.040740740740740744,0.025925925925925925
00685,2011,267,252,15,8,7,14,0.056179775280898875,0.0299625468164794,0.026217228464419477
00685,2012,262,244,18,8,10,14,0.06870229007633588,0.030534351145038167,0.03816793893129771
00685,2013,258,249,9,4,5,11,0.03488372093023256,0.015503875968992248,0.01937984496124031
00685,2014,264,253,11,6,5,13,0.041666666666666664,0.022727272727272728,0.01893939393939394
00685,2015,259,246,13,2,11,20,0.05019305019305019,0.007722007722007722,0.04247104247104247
00685,2016,254,244,10,3,7,14,0.03937007874015748,0.011811023622047244,0.027559055118110236
00685,2017,250,239,11,5,6,16,0.044,0.02,0.024
00685,2018,253,235,18,7,11,13,0.07114624505928854,0.02766798418972332,0.043478260869565216
00685,2019,242,229,13,8,5,22,0.05371900826446281,0.03305785123966942,0.02066115702479339
00685,2020,232,225,7,2,5,21,0.03017241379310345,0.008620689655172414,0.021551724137931036
00685,2021,248,240,8,7,1,7,0.03225806451612903,0.028225806451612902,0.004032258064516129
00685,2022,250,237,13,7,6,12,0.052,0.028,0.024
00687,2005,150,137,13,8,5,11,0.08666666666666667,0.05333333333333334,0.03333333333333333
00687,2006,164,155,9,5,4,6,0.054878048780487805,0.03048780487804878,0.024390243902439025
00687,2007,178,171,7,6,1,10,0.03932584269662921,0.033707865168539325,0.0056179775280898875
00687,2008,190,179,11,6,5,10,0.05789473684210526,0.031578947368421054,0.02631578947368421
00687,2009,189,178,11,7,4,23,0.0582010582010582,0.037037037037037035,0.021164021164021163
00687,2010,175,164,11,8,3,19,0.06285714285714286,0.045714285714285714,0.017142857142857144
00687,2011,170,155,15,11,4,11,0.08823529411764706,0.06470588235294118,0.023529411764705882
00687,2012,169,165,4,3,1,5,0.023668639053254437,0.01775147928994083,0.005917159763313609
00687,2013,170,161,9,6,3,17,0.052941176470588235,0.03529411764705882,0.01764705882352941
00687,2014,170,163,7,3,4,8,0.041176470588235294,0.01764705882352941,0.023529411764705882
00687,2015,175,168,7,5,2,4,0.04,0.02857142857142857,0.011428571428571429
00687,2016,177,160,17,9,8,10,0.096045197740113,0.05084745762711865,0.04519774011299435
00687,2017,176,167,9,4,5,5,0.05113636363636364,0.022727272727272728,0.028409090909090908
00687,2018,175,167,8,4,4,9,0.045714285714285714,0.022857142857142857,0.022857142857142857
00687,2019,170,164,6,3,3,10,0.03529411764705882,0.01764705882352941,0.01764705882352941
00687,2020,172,165,7,4,3,8,0.040697674418604654,0.023255813953488372,0.01744186046511628
00687,2021,170,165,5,4,1,9,0.029411764705882353,0.023529411764705882,0.0058823529411764705
00687,2022,175,169,6,5,1,7,0.03428571428571429,0.02857142857142857,0.005714285714285714
00688,2005,58,53,5,4,1,10,0.08620689655172414,0.06896551724137931,0.017241379310344827
00688,2006,62,58,4,1,3,2,0.06451612903225806,0.016129032258064516,0.04838709677419355
00688,2007,69,65,4,3,1,2,0.057971014492753624,0.043478260869565216,0.014492753623188406
00688,2008,74,67,7,5,2,2,0.0945945945945946,0.06756756756756757,0.02702702702702703
00688,2009,71,65,6,4,2,7,0.08450704225352113,0.056338028169014086,0.028169014084507043
00688,2010,69,63,6,4,2,6,0.08695652173913043,0.057971014492753624,0.028985507246376812
00688,2011,67,61,6,4,2,3,0.08955223880597014,0.05970149253731343,0.029850746268656716
00688,2012,68,62,6,2,4,2,0.08823529411764706,0.029411764705882353,0.058823529411764705
00688,2013,70,64,6,6,0,1,0.08571428571428572,0.08571428571428572,0.0
00688,2014,73,71,2,2,0,2,0.0273972602739726,0.0273972602739726,0.0
00688,2015,71,65,6,4,2,3,0.08450704225352113,0.056338028169014086,0.028169014084507043
00688,2016,65,61,4,3,1,4,0.06153846153846154,0.046153846153846156,0.015384615384615385
00688,2017,66,59,7,3,4,3,0.10606060606060606,0.045454545454545456,0.06060606060606061
00688,2018,68,62,6,3,3,1,0.08823529411764706,0.04411764705882353,0.04411764705882353
00688,2019,66,61,5,4,1,3,0.07575757575757576,0.06060606060606061,0.015151515151515152
00688,2020,67,62,5,5,0,3,0.07462686567164178,0.07462686567164178,0.0
00688,2021,70,63,7,6,1,2,0.1,0.08571428571428572,0.014285714285714285
00688,2022,70,68,2,0,2,3,0.02857142857142857,0.0,0.02857142857142857
00690,2005,33,29,4,3,1,4,0.12121212121212122,0.09090909090909091,0.030303030303030304
00690,2006,31,28,3,3,0,3,0.0967741935483871,0.0967741935483871,0.0
00690,2007,33,31,2,1,1,2,0.06060606060606061,0.030303030303030304,0.030303030303030304
00690,2008,37,34,3,3,0,0,0.08108108108108109,0.08108108108108109,0.0
00690,2009,46,39,7,3,4,4,0.15217391304347827,0.06521739130434782,0.08695652173913043
00690,2010,44,41,3,1,2,1,0.06818181818181818,0.022727272727272728,0.045454545454545456
00690,2011,45,38,7,4,3,2,0.15555555555555556,0.08888888888888889,0.06666666666666667
00690,2012,44,43,1,1,0,1,0.022727272727272728,0.022727272727272728,0.0
00690,2013,48,46,2,2,0,2,0.041666666666666664,0.041666666666666664,0.0
00690,2014,47,43,4,4,0,2,0.0851063829787234,0.0851063829787234,0.0
00690,2015,44,42,2,1,1,2,0.045454545454545456,0.022727272727272728,0.022727272727272728
00690,2016,47,42,5,4,1,3,0.10638297872340426,0.0851063829787234,0.02127659574468085
00690,2017,42,37,5,2,3,1,0.11904761904761904,0.047619047619047616,0.07142857142857142
00690,2018,39,35,4,2,2,1,0.10256410256410256,0.05128205128205128,0.05128205128205128
00690,2019,40,36,4,1,3,1,0.1,0.025,0.075
00690,2020,36,31,5,3,2,2,0.1388888888888889,0.08333333333333333,0.05555555555555555
00690,2021,34,31,3,2,1,1,0.08823529411764706,0.058823529411764705,0.029411764705882353
00690,2022,38,32,6,6,0,3,0.15789473684210525,0.15789473684210525,0.0
00692,2005,197,179,18,13,5,28,0.09137055837563451,0.06598984771573604,0.025380710659898477
00692,2006,211,188,23,17,6,12,0.10900473933649289,0.08056872037914692,0.02843601895734597
00692,2007,209,188,21,16,5,22,0.10047846889952153,0.07655502392344497,0.023923444976076555
00692,2008,221,193,28,21,7,11,0.12669683257918551,0.09502262443438914,0.03167420814479638
00692,2009,202,184,18,10,8,27,0.0891089108910891,0.04950495049504951,0.039603960396039604
00692,2010,199,184,15,8,7,14,0.07537688442211055,0.04020100502512563,0.035175879396984924
00692,2011,209,195,14,9,5,14,0.06698564593301436,0.0430622009569378,0.023923444976076555
00692,2012,204,192,12,8,4,17,0.058823529411764705,0.0392156862745098,0.0196078431372549
00692,2013,211,200,11,6,5,10,0.052132701421800945,0.02843601895734597,0.023696682464454975
00692,2014,217,200,17,11,6,10,0.07834101382488479,0.05069124423963134,0.027649769585253458
00692,2015,207,195,12,8,4,14,0.057971014492753624,0.03864734299516908,0.01932367149758454
00692,2016,212,201,11,6,5,13,0.05188679245283019,0.02830188679245283,0.02358490566037736
00692,2017,218,205,13,8,5,8,0.05963302752293578,0.03669724770642202,0.022935779816513763
00692,2018,218,208,10,9,1,8,0.045871559633027525,0.04128440366972477,0.0045871559633027525
00692,2019,217,203,14,9,5,15,0.06451612903225806,0.041474654377880185,0.02304147465437788
00692,2020,206,188,18,12,6,14,0.08737864077669903,0.05825242718446602,0.02912621359223301
00692,2021,204,193,11,7,4,10,0.05392156862745098,0.03431372549019608,0.0196078431372549
00692,2022,215,195,20,10,10,14,0.09302325581395349,0.046511627906976744,0.046511627906976744
00693,2005,256,233,23,13,10,42,0.08984375,0.05078125,0.0390625
00693,2006,271,227,44,33,11,13,0.16236162361623616,0.12177121771217712,0.04059040590405904
00693,2007,277,242,35,25,10,28,0.1263537906137184,0.09025270758122744,0.036101083032490974
00693,2008,291,257,34,24,10,14,0.11683848797250859,0.08247422680412371,0.03436426116838488
00693,2009,281,253,28,20,8,49,0.099644128113879,0.0711743772241993,0.028469750889679714
00693,2010,266,246,20,17,3,14,0.07518796992481203,0.06390977443609022,0.011278195488721804
00693,2011,276,248,28,22,6,15,0.10144927536231885,0.07971014492753623,0.021739130434782608
00693,2012,266,245,21,13,8,19,0.07894736842105263,0.04887218045112782,0.03007518796992481
00693,2013,260,249,11,8,3,16,0.04230769230769231,0.03076923076923077,0.011538461538461539
00693,2014,280,259,21,16,5,8,0.075,0.05714285714285714,0.017857142857142856
00693,2015,281,264,17,11,6,11,0.060498220640569395,0.03914590747330961,0.021352313167259787
00693,2016,289,267,22,16,6,15,0.07612456747404844,0.05536332179930796,0.020761245674740483
00693,2017,296,270,26,12,14,16,0.08783783783783784,0.04054054054054054,0.0472972972972973
00693,2018,289,267,22,11,11,14,0.07612456747404844,0.03806228373702422,0.03806228373702422
00693,2019,289,273,16,5,11,14,0.05536332179930796,0.01730103806228374,0.03806228373702422
00693,2020,289,272,17,12,5,19,0.058823529411764705,0.04152249134948097,0.01730103806228374
00693,2021,287,270,17,8,9,14,0.059233449477351915,0.027874564459930314,0.0313588850174216
00693,2022,292,276,16,14,2,13,0.0547945205479452,0.04794520547945205,0.00684931506849315
00694,2005,110,93,17,15,2,11,0.15454545454545454,0.13636363636363635,0.01818181818181818
00694,2006,104,90,14,12,2,6,0.1346153846153846,0.11538461538461539,0.019230769230769232
00694,2007,105,93,12,11,1,7,0.11428571428571428,0.10476190476190476,0.009523809523809525
00694,2008,114,88,26,22,4,4,0.22807017543859648,0.19298245614035087,0.03508771929824561
00694,2009,89,82,7,6,1,17,0.07865168539325842,0.06741573033707865,0.011235955056179775
00694,2010,86,70,16,12,4,10,0.18604651162790697,0.13953488372093023,0.046511627906976744
00694,2011,87,69,18,13,5,4,0.20689655172413793,0.14942528735632185,0.05747126436781609
00694,2012,75,67,8,7,1,9,0.10666666666666667,0.09333333333333334,0.013333333333333334
00694,2013,75,63,12,10,2,5,0.16,0.13333333333333333,0.02666666666666667
00694,2014,62,57,5,5,0,8,0.08064516129032258,0.08064516129032258,0.0
00694,2015,63,57,6,5,1,5,0.09523809523809523,0.07936507936507936,0.015873015873015872
