ACSSF,2010m5,pr,000,0044,0005289,606,578,314,61,51,70,47,31,45,94,67,104,73,76,33,43,341,69,123,87,41,63,55,89,94,72,60,83,42,71,373,207,63,123,49,36,15,25,39,87,69,49,43,77,28,206,31,20,52,36,123,123,67,46,37,86,45,29,22,552,525,289,47,51,70,47,31,45,86,67,104,68,62,33,40,308,69,123,85,36,58,55,89,77,72,54,82,42,71,350,191,63,123,49,36,15,123,28,87,69,47,43,60,28,200,31,20,52,36,123,123,61,46,37,84,45,29,22,47,43,43,123,123,123,123,123,123,30,123,123,123,17,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,12,12,123,123,123,123,123,123,123,123,123,12,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
ACSSF,2010m5,pr,000,0044,0005290,501,292,166,32,31,19,123,32,123,65,39,52,54,57,27,38,176,68,123,28,28,26,22,42,31,43,49,75,22,29,442,298,48,123,40,54,123,123,59,127,106,57,53,55,54,196,123,123,30,11,39,123,85,66,45,70,50,44,59,488,283,156,32,31,19,123,32,123,60,39,45,47,57,17,38,173,68,123,28,28,26,22,42,31,40,49,75,22,29,442,298,48,123,40,54,123,123,59,127,106,57,53,55,54,196,123,123,30,11,39,123,85,66,45,70,50,44,59,26,26,26,123,123,123,123,123,123,123,123,26,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
ACSSF,2010m5,pr,000,0044,0005291,489,436,237,35,18,104,29,26,34,46,38,63,69,46,39,32,276,91,36,103,52,19,37,24,91,78,58,46,41,30,362,238,36,123,64,51,20,36,30,64,74,34,107,19,23,182,123,123,30,25,37,36,32,27,65,47,61,33,29,504,439,233,35,18,104,29,26,34,46,38,63,69,46,39,22,274,91,36,103,39,19,37,24,91,75,58,46,37,30,349,238,36,123,64,46,20,29,30,64,73,34,106,19,23,149,123,123,30,25,37,36,32,27,50,25,35,17,29,53,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,53,12,123,123,123,123,123,123,123,123,12,123,123,123,123,44,123,123,123,123,123,123,123,123,123,34,123,29,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
ACSSF,2010m5,pr,000,0044,0005292,527,459,238,82,123,56,38,123,42,108,79,27,57,46,59,17,288,67,34,61,35,47,123,77,45,87,82,36,44,35,358,208,123,123,123,40,123,123,100,64,78,63,47,38,37,195,20,123,27,27,20,123,6,102,70,31,57,36,50,465,384,165,78,123,56,38,123,42,108,15,16,9,27,59,14,279,67,34,61,35,47,123,66,45,86,82,36,44,32,322,192,123,123,123,19,123,123,96,64,78,62,45,38,36,178,20,123,123,27,20,123,123,92,62,31,57,36,50,74,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,74,38,123,123,123,123,123,123,26,123,123,15,123,123,123,37,123,123,123,123,123,123,6,36,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
ACSSF,2010m5,pr,000,0044,0005293,444,344,190,123,123,76,51,123,123,23,86,26,93,36,16,30,215,22,26,52,123,123,123,67,117,21,40,48,28,36,320,201,71,123,123,28,25,123,53,85,75,46,36,33,31,152,43,123,123,24,123,16,57,54,28,52,43,29,23,439,350,190,123,123,76,51,123,123,23,86,26,93,36,16,30,219,22,26,52,123,123,123,67,117,21,25,48,28,36,306,185,71,123,123,123,25,123,53,74,75,46,31,33,31,152,43,123,123,24,123,16,57,54,28,52,37,29,23,101,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,101,82,123,123,123,28,123,123,123,37,123,123,18,123,123,19,123,123,123,123,123,123,123,123,123,123,19,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
ACSSF,2010m5,pr,000,0044,0005294,563,627,330,79,46,57,58,123,60,60,130,57,65,81,58,26,359,68,52,61,53,55,123,79,109,91,78,78,60,63,499,275,36,123,84,35,30,55,56,98,118,63,43,43,123,277,45,17,56,49,33,66,50,59,111,78,55,54,17,562,573,296,76,46,57,58,123,53,58,130,57,60,58,58,21,337,68,52,61,53,55,123,79,106,91,52,78,57,63,445,242,36,123,72,35,30,55,56,52,118,57,43,41,123,258,45,17,56,37,33,66,50,59,108,67,55,50,11,38,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,38,23,123,123,123,123,123,123,123,123,123,10,123,22,123,25,123,123,123,12,123,123,123,123,123,10,123,123,13,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
ACSSF,2010m5,pr,000,0044,0005295,554,480,253,78,35,72,41,19,28,84,67,79,55,46,45,19,282,71,25,100,27,46,26,78,125,60,67,72,39,27,460,295,96,15,28,40,35,50,85,104,77,83,81,45,46,206,22,123,123,51,13,35,104,52,87,83,68,44,39,502,425,236,68,35,70,41,19,26,81,51,77,50,51,45,19,240,60,25,97,27,43,26,69,114,56,58,72,37,27,437,286,96,15,28,40,35,50,76,104,68,76,67,43,46,182,22,123,123,51,13,28,104,52,78,65,59,42,39,189,142,76,39,123,123,123,123,123,123,43,123,123,18,123,123,81,123,123,21,123,17,123,28,28,19,28,123,123,123,119,51,123,123,123,123,123,123,36,21,123,123,27,16,123,79,123,123,123,123,123,22,123,123,13,37,34,15,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
ACSSF,2010m5,pr,000,0044,0005296,735,580,330,130,47,84,74,47,56,41,84,64,79,69,48,46,330,44,65,82,67,16,37,156,74,112,50,80,44,42,507,267,123,123,68,40,123,36,79,98,73,54,61,74,60,298,56,123,67,68,16,28,87,66,92,102,67,79,46,703,555,323,130,47,81,74,47,56,41,79,64,77,69,48,47,304,44,65,64,55,16,37,156,69,110,50,80,41,41,489,245,123,123,68,40,123,36,79,85,69,54,61,70,60,296,56,123,67,68,16,28,87,66,92,102,61,80,43,116,37,23,123,123,123,123,123,123,123,123,123,19,123,123,16,22,123,123,123,123,123,123,123,123,123,123,123,123,22,110,80,123,123,123,123,123,123,123,54,123,123,123,25,21,32,123,123,123,123,123,123,123,123,123,123,28,18,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
ACSSF,2010m5,pr,000,0044,0005297,422,345,188,70,123,82,46,15,37,45,48,64,55,33,32,48,228,63,15,51,48,29,28,79,78,63,58,32,38,53,335,203,123,13,35,26,123,18,29,91,78,79,41,40,14,189,72,123,52,34,19,123,52,61,45,45,36,31,35,450,356,189,70,123,82,43,15,37,42,40,64,52,33,31,48,230,63,15,51,45,26,28,77,72,61,55,32,38,53,346,206,123,13,35,26,123,18,29,94,78,79,39,28,9,194,72,123,52,34,19,123,52,61,45,45,36,24,34,31,18,123,123,123,123,123,123,123,123,123,123,123,123,123,123,18,123,123,123,123,13,123,123,123,12,123,123,123,123,25,25,123,123,123,123,123,123,123,123,123,123,10,23,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
ACSSF,2010m5,pr,000,0044,0005298,700,705,333,121,41,128,48,51,48,93,70,81,77,87,28,32,430,111,30,112,70,30,52,77,137,85,95,69,32,55,466,265,25,123,84,34,21,123,104,74,48,82,49,41,45,225,19,123,68,123,43,123,44,91,58,71,44,31,40,674,634,318,101,41,85,48,48,44,90,72,81,77,62,28,32,375,68,30,112,70,30,49,57,103,78,76,66,32,47,440,246,25,123,84,34,21,123,105,74,42,57,52,40,41,221,19,123,68,123,39,123,39,88,55,72,44,31,40,290,265,122,74,123,123,123,123,123,28,28,123,123,58,123,123,151,41,123,123,123,123,24,58,123,31,123,11,123,22,117,64,123,123,123,123,123,123,28,123,13,27,26,13,123,60,123,123,123,123,123,123,123,36,123,26,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
