test,matrix_type,row,rowname,c1,c2,c3,c4,c5,c6,c7
T_any_base,event,1,pre4,.582299036522563,.795979917394946,.73,.4657,-.9923391125215338,2.15693718556666,1490
T_any_base,event,2,pre3,-.0517472782250203,.3868933145953393,-.13,.8938,-.8171145437281043,.7136199872780639,1622
T_any_base,event,3,pre2,.5712249858752194,.5075823792386949,1.13,.2625,-.4328940385690174,1.575344010319456,1754
T_any_base,event,4,pre1,0,,,,,,
T_any_base,event,5,tau0,1.131973103710274,.7657781316542477,1.48,.1418,-.3829187088279944,2.646864916248544,1886
T_any_base,event,6,tau1,-.4585461384019529,.4326249092560394,-1.06,.2911,-1.314381406923296,.3972891301193903,1746
T_any_base,event,7,tau2,.8361901155949896,1.028634019601154,.8100000000000001,.4177,-1.198693344743473,2.871073575933452,1603
T_any_base,event,8,tau3,.0952573512528107,1.234528135053101,.08,.9386,-2.346933783273443,2.537448485779064,1461
T_any_base,pooled,1,Pre,.3672589284389607,.4194215781194059,.88,.3828,-.4624570015816737,1.196974858459595,1490
T_any_base,pooled,2,Post,.5022672982748996,.8958929992181299,.5600000000000001,.5760000000000001,-1.270022759805098,2.274557356354897,1460
T_any_dose14,event,1,pre4,.1593993205604075,.5127530968900769,.31,.7566000000000001,-.8586839732045376,1.177482614325353,1206
T_any_dose14,event,2,pre3,.3574721320998591,.5311831580669465,.67,.5026,-.6972044801667963,1.412148744366514,1301
T_any_dose14,event,3,pre2,.3460627668353478,.6109957059190082,.5700000000000001,.5725,-.8670835301466762,1.559209063817372,1396
T_any_dose14,event,4,pre1,0,,,,,,
T_any_dose14,event,5,tau0,.9209263271073338,.4898941440082496,1.88,.0632,-.0517699798542192,1.893622634068887,1491
T_any_dose14,event,6,tau1,-.101834091944132,.5181499084532447,-.2,.8446,-1.130632881579083,.9269646976908196,1389
T_any_dose14,event,7,tau2,-.1145997453388712,.656211602192547,-.17,.8617,-1.417523264317015,1.188323773639273,1285
T_any_dose14,event,8,tau3,.6719994502589107,.7846699870518026,.86,.3939,-.8859812031616069,2.229980103679428,1183
T_any_dose14,pooled,1,Pre,.2876447305418653,.464301899954028,.62,.5371,-.6342375759200594,1.20952703700379,1206
T_any_dose14,pooled,2,Post,.5410968476717974,.3568546398912331,1.52,.1328,-.1674464051711108,1.249640100514706,1182
T_any_dose5,event,1,pre4,.9611125082779511,1.549830411512439,.62,.537,-2.124362823636803,4.046587840192705,864
T_any_dose5,event,2,pre3,-.5426719828482084,.5946408375300765,-.91,.3643,-1.72651095124069,.6411669855442729,943
T_any_dose5,event,3,pre2,.7792910154133182,.821466239807508,.9500000000000001,.3457,-.8561226402352199,2.414704671061856,1022
T_any_dose5,event,4,pre1,0,,,,,,
T_any_dose5,event,5,tau0,1.384216302778965,1.50902773586181,.92,.3618,-1.620027141917061,4.388459747474991,1101
T_any_dose5,event,6,tau1,-.7628406784437143,.6831948209162951,-1.12,.2676,-2.122977085092248,.5972957282048195,1021
T_any_dose5,event,7,tau2,1.559994086095332,1.729765520232032,.9,.3699,-1.883704529590138,5.003692701780802,940
T_any_dose5,event,8,tau3,-.3724123348841489,1.905310643991713,-.2,.8455,-4.165594445650764,3.420769775882466,859
T_any_dose5,pooled,1,Pre,.3992438929834813,.7187377866781202,.5600000000000001,.5802,-1.031653122868856,1.830140908835819,864
T_any_dose5,pooled,2,Post,.4985801281835444,1.422800822371569,.35,.727,-2.333998718537756,3.331158974904845,858
T_any_min20,event,1,pre4,-.1295604969697322,.3943490371939392,-.33,.7431,-.9101502366207143,.65102924268125,1388
T_any_min20,event,2,pre3,.0722991572506684,.3673703723333941,.2,.8443000000000001,-.6549471871801104,.7995455016814471,1510
T_any_min20,event,3,pre2,.3116092957634738,.4251723705819433,.73,.465,-.5299933423992517,1.153211933926199,1634
T_any_min20,event,4,pre1,0,,,,,,
T_any_min20,event,5,tau0,.3362001249228162,.3822186774461076,.88,.3808,-.4203783113792094,1.092778561224842,1760
T_any_min20,event,6,tau1,-.3905447742319063,.4273074799074753,-.91,.3625,-1.236373730390493,.4552841819266808,1626
T_any_min20,event,7,tau2,-.0779234513500522,.5312623936375708,-.15,.8836000000000001,-1.129524785251527,.973677882551423,1493
T_any_min20,event,8,tau3,-1.128424784691794,.6549856720740062,-1.72,.0874,-2.42492876217692,.1680791927933321,1358
T_any_min20,pooled,1,Pre,.0831393090732647,.3190152834267527,.26,.7948000000000001,-.5483833072337161,.7146619253802453,1385
T_any_min20,pooled,2,Post,-.4725445832996286,.4423812707868307,-1.07,.2875,-1.348211184255818,.4031220176565611,1356
T_any_muni,event,1,pre4,.4386566182020298,.8534913447376345,.51,.6081,-1.249752852857521,2.127066089261581,1490
T_any_muni,event,2,pre3,-.1317939794563891,.423308513107466,-.31,.756,-.969199194069887,.7056112351571089,1622
T_any_muni,event,3,pre2,.6016910956740374,.5328681812100217,1.13,.2609,-.4524492767252256,1.655831468073301,1754
T_any_muni,event,4,pre1,0,,,,,,
T_any_muni,event,5,tau0,1.143637732912735,.8032665336951011,1.42,.1569,-.4454150813169135,2.732690547142383,1886
T_any_muni,event,6,tau1,-.4229964148580272,.4512055939885109,-.9400000000000001,.3502,-1.315588710002435,.4695958802863808,1746
T_any_muni,event,7,tau2,.9581324124344752,1.110862246094,.86,.39,-1.239418094564699,3.155682919433649,1603
T_any_muni,event,8,tau3,.2959683765452111,1.320790492962401,.22,.8230000000000001,-2.316870278882103,2.908807031972526,1461
T_any_muni,pooled,1,Pre,.3001532070432292,.4496269868938872,.67,.5056,-.5893162267082916,1.18962264079475,1490
T_any_muni,pooled,2,Post,.6496466546712826,.925444467667172,.7000000000000001,.4839,-1.181103257185461,2.480396566528026,1460
T_any_zip3,event,1,pre4,.4553296620878903,.7956993517785209,.5700000000000001,.5681,-1.118753461241011,2.029412785416792,1490
T_any_zip3,event,2,pre3,-.1194559531721539,.3957511259820838,-.3,.7632,-.9023460825337296,.6634341761894219,1622
T_any_zip3,event,3,pre2,.5504635739005321,.5109710043142319,1.08,.2833,-.4603589592631345,1.561286107064199,1754
T_any_zip3,event,4,pre1,0,,,,,,
T_any_zip3,event,5,tau0,1.154544220089935,.7633804669527609,1.51,.1328,-.3556044397317,2.664692879911571,1886
T_any_zip3,event,6,tau1,-.4067130798876736,.429906794083896,-.9500000000000001,.3459,-1.257171268221416,.4437451084460689,1746
T_any_zip3,event,7,tau2,.9289485877483477,1.030531030958109,.9,.369,-1.1096876135658,2.967584789062495,1603
