tract_geoid,zcta,share_of_tract_land,is_dominant_zcta,arealand_part,areawater_part,arealand_tract
72069180700,00791,1.0,True,2393206,159375,2393206
72069180800,00791,1.0,True,12877479,0,12877479
72069180901,00791,1.0,True,11635465,1253333,11635465
72069180903,00791,1.0,True,6788869,1525476,6788869
72069180904,00767,0.1685,False,963264,0,5717886
72069180904,00791,0.8315,True,4754622,0,5717886
72069991800,,,False,0,61599345,0
72071410100,00662,1.0,True,20418081,2601015,20418081
72071410200,00662,1.0,True,2253426,1224,2253426
72071410300,00662,1.0,True,2630223,890544,2630223
72071410401,00662,1.0,True,10194858,1805215,10194858
72071410403,00662,1.0,True,11692566,11530,11692566
72071410404,00662,1.0,True,3077807,3014,3077807
72071410500,00662,1.0,True,6836441,3742,6836441
72071410600,00662,0.4061,True,19607584,82,48283643
72071410600,00678,0.2734,False,13201331,97286,48283643
72071410600,00685,0.3205,False,15474728,0,48283643
72071410701,00662,1.0,True,4761286,756,4761286
72071410703,00662,0.7108,True,18896673,1287,26586131
72071410703,00685,0.2892,False,7689458,0,26586131
72071410704,00662,1.0,True,6521380,2662,6521380
72071990000,,,False,0,89218578,0
72073956200,00664,1.0,True,62771822,175,62771822
72073956304,00664,1.0,True,48612204,2538,48612204
72073956305,00664,1.0,True,3956516,378,3956516
72075710102,,0.0067,False,303359,2339231,45027240
72075710102,00795,0.9933,True,44723881,2459715,45027240
72075710200,00795,1.0,True,15171333,459707,15171333
72075710301,00795,1.0,True,5973943,17202,5973943
72075710302,00795,1.0,True,11284167,8139,11284167
72075710400,00795,1.0,True,1138691,31603,1138691
72075710500,00795,1.0,True,677850,0,677850
72075710600,00795,1.0,True,1729126,11508,1729126
72075710700,00795,1.0,True,26438931,0,26438931
72075710800,00780,0.0391,False,543695,113368,13906304
72075710800,00795,0.9609,True,13362609,313357,13906304
72075710901,00780,0.0426,False,281524,0,6602759
72075710901,00795,0.9574,True,6321235,35342,6602759
72075710902,00715,0.0138,False,274799,0,19848728
72075710902,00795,0.9862,True,19573929,65316,19848728
72075711002,00795,1.0,True,8320234,7090141,8320234
72075990001,,,False,0,108381878,0
72077500100,00777,1.0,True,23119219,107610,23119219
72077500200,00777,1.0,True,5264006,44720,5264006
72077500302,00777,1.0,True,9605588,62059,9605588
72077500303,00777,1.0,True,9523296,35708,9523296
72077500304,00777,1.0,True,2759118,21070,2759118
72077500401,00777,1.0,True,6064433,5245,6064433
72077500402,00777,1.0,True,12273450,47582,12273450
72079850101,00637,0.0001,False,6349,0,58316395
72079850101,00647,0.0126,False,732410,0,58316395
72079850101,00667,0.9873,True,57577636,11638619,58316395
72079850102,00637,0.0689,False,1617665,919,23484045
72079850102,00667,0.9311,True,21866380,2593,23484045
72079850200,00667,1.0,True,4438424,2106,4438424
72079850300,00667,1.0,True,12525533,1056,12525533
72079850400,00667,1.0,True,56523433,16605013,56523433
72079991100,,,False,0,78392896,0
72081957700,00669,1.0,True,26579903,0,26579903
72081957800,00669,1.0,True,24738537,0,24738537
72081957900,00669,1.0,True,13053233,0,13053233
72081958001,00669,1.0,True,3750218,1129,3750218
72081958100,00669,1.0,True,1783929,0,1783929
72081958200,00669,1.0,True,18427689,2244,18427689
72081958300,00669,1.0,True,41441995,184,41441995
72081958400,00631,0.1363,False,4004634,456872,29379841
72081958400,00669,0.8637,True,25375207,24848,29379841
72083959700,00669,0.0787,False,4449997,58151,56556216
72083959700,00670,0.9213,True,52106219,173583,56556216
72083959800,00670,1.0,True,9042507,50141,9042507
72083959900,00610,0.0063,False,342983,0,54473101
72083959900,00670,0.9937,True,54130118,94349,54473101
72085190101,00771,0.9909,True,34107096,25169,34420570
72085190101,00777,0.0091,False,313474,0,34420570
72085190103,00771,1.0,True,5909140,212,5909140
72085190104,00771,1.0,True,5936554,6411,5936554
72085190201,00771,1.0,True,3179523,399,3179523
72085190202,00771,1.0,True,2473867,0,2473867
72085190302,00771,0.9514,True,18279710,0,19212484
72085190302,00791,0.0486,False,932774,171,19212484
72085190303,00771,0.9642,True,10010779,147,10381960
72085190303,00791,0.0358,False,371181,0,10381960
72085190304,00771,1.0,True,6234320,0,6234320
72087110101,00772,1.0,True,649993,876963,649993
72087110102,00772,1.0,True,2518426,27500,2518426
72087110200,00772,1.0,True,1045973,791595,1045973
72087110301,00772,1.0,True,1842715,1106091,1842715
72087110302,00729,0.2992,False,3432393,118496,11470654
72087110302,00772,0.7008,True,8038261,12052,11470654
72087110303,00729,1.0,True,3633209,7301,3633209
72087110304,00729,1.0,True,785236,0,785236
72087110400,00772,1.0,True,579176,0,579176
72087110500,00772,1.0,True,827749,361609,827749
72087110600,00772,1.0,True,26826292,11071064,26826292
72087990000,,,False,0,105357724,0
72089140101,,0.2771,False,4432498,1887964,15996798
72089140101,00773,0.7229,True,11564300,27521,15996798
72089140102,00773,1.0,True,27975621,11423,27975621
72089140201,00773,1.0,True,1825655,1899108,1825655
72089140202,00773,1.0,True,2039626,0,2039626
72089140300,00773,1.0,True,19013696,634530,19013696
72089990001,,,False,0,49198879,0
72091570100,00674,0.9813,True,16785049,3455824,17104524
72091570100,00693,0.0187,False,319475,0,17104524
72091570201,00674,1.0,True,5938448,226396,5938448
72091570202,00674,1.0,True,21019266,2806619,21019266
72091570300,00674,1.0,True,898025,0,898025
72091570400,00674,1.0,True,1033574,219,1033574
72091570500,00674,1.0,True,4204751,216,4204751
72091570600,00674,1.0,True,1221419,0,1221419
72091570700,00650,0.1005,False,3504120,3448,34879165
72091570700,00674,0.8995,True,31375045,328458,34879165
72091570800,00638,0.0381,False,1167592,19353,30613845
72091570800,00674,0.9619,True,29446253,64888,30613845
72091990025,,,False,0,59258402,0
72093960100,00606,0.9954,True,83310659,12487,83696304
72093960100,00670,0.0046,False,385645,0,83696304
72093960200,00606,1.0,True,11155440,0,11155440
72095951400,00707,1.0,True,28103260,3305780,28103260
72095951500,00707,0.9751,True,24264436,0,24884866
72095951500,00723,0.0249,False,620430,0,24884866
72095951600,00707,1.0,True,1828590,510892,1828590
72095990000,,,False,0,40732837,0
72097080100,00680,1.0,True,817577,16829,817577
72097080200,00680,0.1461,False,123152,5529,843093
72097080200,00682,0.8539,True,719941,9293,843093
72097080300,00682,1.0,True,372554,256285,372554
72097080600,00680,1.0,True,503739,5524,503739
72097080800,00680,1.0,True,1304467,14961,1304467
72097080900,00680,1.0,True,207819,0,207819
72097081200,00680,0.5747,True,630360,0,1096794
72097081200,00682,0.4253,False,466434,265604,1096794
72097081300,00680,1.0,True,1169192,0,1169192
72097081501,00682,1.0,True,4506725,1231,4506725
72097081522,00682,1.0,True,10557640,37516,10557640
72097081523,00682,1.0,True,3860777,1182271,3860777
72097081524,,0.0261,False,1671370,2975120,63995985
72097081524,00680,0.8874,True,56790635,19769127,63995985
72097081524,00682,0.0865,False,5533980,4119718,63995985
72097081601,00680,0.8254,True,16297608,0,19744303
72097081601,00682,0.1746,False,3446695,0,19744303
72097081602,00680,1.0,True,15290184,789,15290184
72097081700,00680,0.4289,False,2112747,2773,4926195
72097081700,00682,0.5711,True,2813448,0,4926195
72097081800,00680,1.0,True,16757648,1110,16757648
72097081900,00670,0.0177,False,518522,0,29336031
72097081900,00680,0.9823,True,28817509,3042,29336031
72097082001,00680,0.1831,False,1494113,0,8160224
72097082001,00682,0.8169,True,6666111,1692474,8160224
72097082012,00680,0.9047,True,5586890,0,6175577
72097082012,00682,0.0953,False,588687,0,6175577
72097082022,00680,1.0,True,6116994,0,6116994
72097082102,00682,1.0,True,2067527,303571,2067527
72097082103,00680,1.0,True,1639624,0,1639624
72097082104,00680,1.0,True,525826,0,525826
72097082200,00680,1.0,True,466791,0,466791
72097082300,00680,0.2188,False,160005,0,731149
72097082300,00682,0.7812,True,571144,192511,731149
72097990000,,,False,0,477850487,0
72099420100,00603,0.0055,False,209487,0,38303426
72099420100,00676,0.9945,True,38093939,3440,38303426
72099420200,00676,1.0,True,7727670,29438,7727670
72099420302,00676,1.0,True,6307087,0,6307087
72099420303,00676,1.0,True,7576640,0,7576640
72099420304,00676,0.8048,True,5590081,0,6945755
72099420304,00685,0.1952,False,1355674,0,6945755
72099420401,00676,1.0,True,6088846,0,6088846
72099420402,00676,0.9735,True,22830910,0,23451477
72099420402,00685,0.0265,False,620567,0,23451477
72099420500,00610,0.0793,False,2694297,0,33982664
72099420500,00676,0.9207,True,31288367,23596,33982664
72101955201,00687,1.0,True,7824939,0,7824939
72101955202,00687,1.0,True,15640570,0,15640570
72101955301,00687,1.0,True,14492421,8468,14492421
72101955302,00687,1.0,True,6672992,0,6672992
72101955401,00687,1.0,True,45474899,130244,45474899
72101955402,00687,1.0,True,8888742,0,8888742
72101955500,00687,1.0,True,1681631,825,1681631
72103170100,00718,0.891,True,31225850,10055,35044895
72103170100,00735,0.109,False,3819045,838,35044895
72103170200,00718,1.0,True,55288163,29301,55288163
72103170300,,0.2741,False,7856241,2257065,28657254
72103170300,00718,0.7259,True,20801013,3136311,28657254
72103170400,00718,1.0,True,14809409,1445493,14809409
72103990013,,,False,0,46472716,0
72105520100,00719,1.0,True,10596024,635269,10596024
72105520200,00719,1.0,True,12010435,241881,12010435
72105520300,00719,1.0,True,2306758,0,2306758
72105520400,00719,1.0,True,22254864,7881,22254864
72105520500,00719,1.0,True,23801092,13309,23801092
72107954801,00720,1.0,True,23318894,257,23318894
72107954802,00720,1.0,True,13082919,0,13082919
72107954901,00638,0.2139,False,13831444,0,64671099
72107954901,00720,0.6844,True,44260769,283341,64671099
72107954901,00766,0.1017,False,6578886,116380,64671099
72107954902,00720,1.0,True,24386447,0,24386447
72107955001,00720,1.0,True,21555766,2921,21555766
72107955002,00720,1.0,True,12582425,0,12582425
72107955100,00720,1.0,True,5190808,0,5190808
72109290100,00723,0.9656,True,61201789,942730,63382828
72109290100,00784,0.0344,False,2181039,0,63382828
72109290200,00723,1.0,True,16191040,886208,16191040
72109290300,00723,1.0,True,10924000,4314424,10924000
72109290400,00723,1.0,True,30197787,11315108,30197787
72109990000,,,False,0,56616083,0
72111730100,00624,1.0,True,32013899,3618,32013899
72111730200,00624,1.0,True,19655431,15895,19655431
72111730300,00624,1.0,True,18401293,4109,18401293
72111730400,00624,1.0,True,1242069,1742,1242069
72111730700,00624,1.0,True,21070877,20247,21070877
72111730800,00624,1.0,True,23174990,11563032,23174990
72111990000,,,False,0,44825264,0
72111990000,00624,,True,0,3776174,0
72113070100,00728,0.8861,True,4593066,806,5183428
72113070100,00730,0.1139,False,590362,0,5183428
72113070201,00730,1.0,True,1402300,33654,1402300
72113070202,00730,1.0,True,1910279,5229,1910279
72113070300,00730,1.0,True,574045,10776,574045
72113070400,00716,1.0,True,343124,0,343124
72113070502,00716,0.4815,False,869301,16222,1805523
72113070502,00731,0.5185,True,936222,118544,1805523
72113070503,00716,0.777,True,945264,15492,1216491
72113070503,00717,0.223,False,271227,0,1216491
72113070513,00730,1.0,True,1194935,2369,1194935
72113070514,00730,1.0,True,567623,33980,567623
72113070522,00730,1.0,True,891615,0,891615
72113070800,00730,1.0,True,371429,0,371429
72113070900,00730,1.0,True,696589,546,696589
72113071000,00730,1.0,True,265627,0,265627
72113071200,00717,0.338,False,382548,0,1131807
72113071200,00730,0.662,True,749259,14857,1131807
72113071300,00717,0.3961,False,208338,0,526002
72113071300,00728,0.5522,True,290464,0,526002
72113071300,00730,0.0517,False,27200,0,526002
72113071401,00728,1.0,True,651069,0,651069
72113071402,00717,0.0389,False,52585,0,1352124
72113071402,00728,0.9611,True,1299539,5489,1352124
72113071500,00717,1.0,True,1098797,0,1098797
72113071601,00716,1.0,True,1299528,2422831,1299528
72113071602,00716,1.0,True,1209590,3699785,1209590
72113071700,00717,1.0,True,1067577,0,1067577
72113071800,00717,0.8728,True,417929,6728,478862
72113071800,00730,0.1272,False,60933,8374,478862
72113071900,00717,1.0,True,1408547,71018,1408547
72113072000,00717,1.0,True,1237962,82980,1237962
72113072101,00716,1.0,True,3400448,1040988,3400448
72113072102,00716,1.0,True,3946794,5090232,3946794
72113072201,00715,0.2661,False,1299659,0,4884012
72113072201,00716,0.7339,True,3584353,59026,4884012
72113072202,00716,1.0,True,5575736,1958895,5575736
72113072300,,0.0533,False,1575636,15220974,29536208
72113072300,00715,0.9467,True,27960572,10970013,29536208
72113072400,00715,0.3008,False,3378523,26914,11230767
72113072400,00716,0.1136,False,1275351,59175,11230767
72113072400,00780,0.5856,True,6576893,98907,11230767
72113072500,00730,0.0425,False,872780,361,20527583
72113072500,00780,0.9575,True,19654803,653169,20527583
72113072600,00731,0.7288,True,60455021,2736101,82953920
72113072600,00780,0.2712,False,22498899,0,82953920
72113072701,00730,0.9781,True,1758519,23973,1797883
72113072701,00731,0.0219,False,39364,0,1797883
72113072703,00730,0.0769,False,1235766,491,16060970
72113072703,00731,0.9231,True,14825204,6565,16060970
72113072704,00730,0.122,False,1541999,12786,12635094
72113072704,00731,0.878,True,11093095,0,12635094
72113072900,00728,0.0741,False,1629811,1394,21989891
72113072900,00730,0.1128,False,2479777,185,21989891
72113072900,00731,0.8131,True,17880303,331,21989891
72113073001,00624,0.1128,False,2128740,2558,18863693
72113073001,00731,0.8872,True,16734953,459,18863693
72113073002,00624,0.3308,False,3936677,0,11899821
72113073002,00728,0.6692,True,7963144,12646281,11899821
72113073003,00728,1.0,True,5764720,0,5764720
72113073004,00728,0.7664,True,3442361,351,4491730
72113073004,00731,0.2336,False,1049369,0,4491730
72113073005,00728,1.0,True,1278845,0,1278845
72113073006,00728,1.0,True,1460446,0,1460446
72113073009,00728,1.0,True,2507274,0,2507274
72113073010,00728,1.0,True,4161092,8964790,4161092
72113980001,00728,1.0,True,4836819,0,4836819
72113993000,,,False,0,137623954,0
72115330100,00627,0.003,False,36977,0,12446593
72115330100,00678,0.997,True,12409616,2520079,12446593
72115330200,00678,1.0,True,5876039,23429,5876039
72115330300,00678,1.0,True,13428517,132484,13428517
72115330400,00678,1.0,True,26996555,1023482,26996555
72115990000,,,False,0,26524642,0
72117959401,00677,1.0,True,11245649,1947495,11245649
72117959402,00677,1.0,True,5835411,0,5835411
72117959500,00677,1.0,True,4371549,523959,4371549
72117959601,00677,1.0,True,6558349,0,6558349
72117959602,00677,1.0,True,8994501,1123278,8994501
72117990400,,,False,0,100329650,0
72119130101,00745,1.0,True,6548449,652534,6548449
72119130102,00745,1.0,True,16450300,4187486,16450300
72119130200,00745,1.0,True,6059349,1262852,6059349
72119130300,00745,1.0,True,8150827,110315,8150827
72119130401,00745,1.0,True,3837854,0,3837854
72119130402,00745,1.0,True,5662688,0,5662688
72119130500,00745,1.0,True,1215550,0,1215550
72119130601,00745,1.0,True,7123236,11891,7123236
72119130602,00745,1.0,True,52039818,13728,52039818
72119130701,00745,1.0,True,36836637,30486,36836637
72119130703,00745,1.0,True,4259673,0,4259673
72119130704,00745,1.0,True,8824189,88,8824189
72119992700,,,False,0,68606969,0
72121960300,00606,0.1249,False,6960442,0,55716477
72121960300,00637,0.8751,True,48756035,1250,55716477
72121960400,00637,1.0,True,1493007,0,1493007
72121960500,00637,1.0,True,527694,0,527694
72121960600,00637,1.0,True,1966886,399,1966886
72121960700,00637,1.0,True,19632750,14848,19632750
72121960800,00637,0.9007,True,13252031,8826,14713429
72121960800,00653,0.0993,False,1461398,0,14713429
72123952600,00751,1.0,True,36826770,0,36826770
72123952700,00751,1.0,True,69811246,4142808,69811246
72123952800,00751,1.0,True,20506762,19293,20506762
72123952901,00704,0.7948,True,10627764,1428046,13372142
72123952901,00751,0.2052,False,2744378,0,13372142
72123952902,00704,0.5142,True,8057609,19272,15670083
72123952902,00751,0.4858,False,7612474,44870,15670083
72123953000,00751,1.0,True,916522,0,916522
72123953100,00751,1.0,True,868300,0,868300
72123953200,00704,0.1848,False,4026241,573783,21783576
72123953200,00751,0.8152,True,17757335,27175730,21783576
72123992800,,,False,0,82412610,0
72125840100,00637,0.0748,False,3482093,0,46553922
72125840100,00683,0.9252,True,43071829,3668,46553922
72125840200,00636,0.0273,False,949819,0,34765143
72125840200,00680,0.1644,False,5715917,0,34765143
72125840200,00683,0.8083,True,28099407,0,34765143
72125840300,00637,0.0203,False,356607,0,17609012
72125840300,00683,0.9797,True,17252405,6873,17609012
72125840400,00683,1.0,True,6821036,3885,6821036
72125840500,00683,1.0,True,5419996,4307,5419996
72125840600,00667,0.0522,False,1330439,0,25489807
72125840600,00683,0.9478,True,24159368,10627,25489807
72125840700,00667,0.3683,False,1652311,0,4486108
72125840700,00683,0.6317,True,2833797,0,4486108
72127000400,00901,1.0,True,117178,211039,117178
72127000506,00901,1.0,True,391876,114024,391876
72127000600,00901,1.0,True,694427,1069889,694427
72127000700,00901,0.9901,True,825364,722215,833611
72127000700,00906,0.0099,False,8247,0,833611
72127000900,00907,1.0,True,499699,975407,499699
72127001001,00907,1.0,True,376003,613551,376003
72127001002,00907,0.4055,False,80976,0,199700
72127001002,00911,0.5945,True,118724,0,199700
72127001100,00911,1.0,True,326838,684579,326838
72127001200,00911,0.3324,False,221098,0,665171
72127001200,00913,0.6676,True,444073,2158608,665171
72127001301,00911,0.3646,False,71304,0,195577
72127001301,00913,0.6354,True,124273,0,195577
72127001302,00913,1.0,True,270745,0,270745
72127001400,00911,1.0,True,156787,0,156787
72127001500,00911,1.0,True,264639,0,264639
72127001600,00909,0.1896,False,63821,0,336633
72127001600,00911,0.2172,False,73116,0,336633
72127001600,00912,0.5932,True,199696,0,336633
72127001800,00907,0.8189,True,370415,0,452310
72127001800,00909,0.1811,False,81895,0,452310
72127001900,00907,1.0,True,499866,0,499866
72127002002,00907,1.0,True,137038,0,137038
72127002100,00907,0.8614,True,424398,0,492707
72127002100,00909,0.1386,False,68309,0,492707
72127002200,00909,1.0,True,244843,0,244843
72127002300,00909,1.0,True,369532,0,369532
72127002400,00909,0.2993,False,136417,0,455847
72127002400,00912,0.6274,True,285993,0,455847
72127002400,00915,0.0734,False,33437,0,455847
72127002500,00912,1.0,True,209079,0,209079
72127002600,00912,1.0,True,265717,0,265717
72127002800,00915,1.0,True,303660,0,303660
72127002900,00915,1.0,True,208772,83531,208772
72127003000,00915,1.0,True,159457,0,159457
72127003100,00915,1.0,True,208946,0,208946
72127003200,00915,1.0,True,231974,0,231974
72127003300,00915,1.0,True,242885,0,242885
72127003400,00915,1.0,True,224258,320479,224258
72127003501,00915,1.0,True,662561,349829,662561
72127003502,00915,1.0,True,258179,16333,258179
72127003600,00915,1.0,True,197151,0,197151
72127003701,00915,1.0,True,182628,25428,182628
72127003702,00915,1.0,True,229049,18748,229049
72127003800,00915,1.0,True,202596,0,202596
72127003902,00907,0.132,False,150174,0,1137756
72127003902,00909,0.6175,True,702606,76173,1137756
72127003902,00915,0.2505,False,284976,6020,1137756
72127004200,00907,1.0,True,1763741,3407229,1763741
72127004306,00918,1.0,True,192085,3768,192085
72127004400,00917,1.0,True,330800,15021,330800
72127004500,00917,1.0,True,227607,8511,227607
72127004600,00917,0.9757,True,402448,22739,412450
72127004600,00923,0.0243,False,10002,0,412450
72127004700,00923,1.0,True,780474,831461,780474
72127004800,00923,1.0,True,193249,0,193249
72127004900,00923,1.0,True,659767,104560,659767
72127005000,00924,1.0,True,953626,653537,953626
72127005101,00924,1.0,True,590986,0,590986
72127005102,00924,1.0,True,620379,0,620379
72127005103,00924,1.0,True,707976,0,707976
72127005201,00924,1.0,True,484756,0,484756
72127005202,00924,1.0,True,545498,71,545498
72127005204,00924,1.0,True,682526,0,682526
72127005214,00924,1.0,True,656806,0,656806
72127005215,00924,1.0,True,838558,304377,838558
72127005300,00924,1.0,True,533217,0,533217
72127005402,00924,1.0,True,155683,0,155683
72127005403,00924,0.5138,True,970019,0,1887845
72127005403,00926,0.0733,False,138335,0,1887845
72127005403,00976,0.4129,False,779491,239,1887845
72127005404,00924,0.9864,True,913756,331,926328
72127005404,00976,0.0136,False,12572,0,926328
72127005405,00924,1.0,True,1373656,0,1373656
72127005500,00924,0.8725,True,986158,0,1130229
72127005500,00926,0.1275,False,144071,0,1130229
72127005601,00923,0.9687,True,637499,0,658089
72127005601,00924,0.0313,False,20590,0,658089
72127005602,00924,1.0,True,620918,527,620918
72127005800,00923,1.0,True,1488996,0,1488996
72127005900,00923,1.0,True,226036,0,226036
72127006000,00917,0.0462,False,15187,0,328672
72127006000,00923,0.9538,True,313485,1097,328672
72127006101,00917,1.0,True,563245,0,563245
72127006102,00917,1.0,True,675932,0,675932
72127006200,00917,1.0,True,264294,0,264294
72127006301,00917,1.0,True,595037,0,595037
72127006302,00917,1.0,True,461502,0,461502
72127006500,00918,1.0,True,699863,0,699863
72127006600,00918,0.5047,True,246670,0,488698
72127006600,00925,0.4953,False,242028,0,488698
72127006701,00918,1.0,True,556462,0,556462
72127006702,00918,0.3251,False,115151,0,354154
72127006702,00927,0.6749,True,239003,0,354154
72127006800,00918,1.0,True,873857,0,873857
72127006900,00920,1.0,True,538055,8932,538055
72127007004,00918,0.0072,False,27763,44561,3838885
72127007004,00920,0.9928,True,3811122,122242,3838885
72127007100,00920,1.0,True,624358,0,624358
72127007300,00920,1.0,True,1171138,0,1171138
72127007400,00920,1.0,True,325485,0,325485
72127007500,00920,1.0,True,577149,0,577149
72127007600,00921,1.0,True,423903,0,423903
72127007700,00921,1.0,True,479802,0,479802
72127007800,00921,1.0,True,983466,0,983466
72127007900,00920,0.6434,True,711488,0,1105790
72127007900,00921,0.0905,False,100126,0,1105790
72127007900,00966,0.266,False,294176,0,1105790
72127008001,00921,0.688,True,496831,0,722148
72127008001,00966,0.312,False,225317,0,722148
72127008002,00921,1.0,True,493976,0,493976
72127008100,00921,0.9824,True,714784,0,727613
72127008100,00927,0.0176,False,12829,0,727613
72127008201,00921,1.0,True,260174,0,260174
72127008202,00921,0.863,True,669683,0,776016
72127008202,00927,0.137,False,106333,0,776016
72127008300,00921,1.0,True,425409,0,425409
72127008400,00921,1.0,True,2027414,0,2027414
72127008500,00918,0.0946,False,72975,0,771184
72127008500,00921,0.9054,True,698209,0,771184
72127008601,00927,1.0,True,749021,0,749021
72127008602,00927,1.0,True,1191627,3720,1191627
72127008603,00927,1.0,True,376507,0,376507
72127008700,00925,1.0,True,261799,0,261799
72127008900,00923,0.1444,False,79043,0,547379
72127008900,00925,0.8556,True,468336,0,547379
72127009000,00923,1.0,True,360851,0,360851
72127009111,00923,1.0,True,368116,0,368116
72127009112,00926,1.0,True,554767,0,554767
72127009121,00923,0.0762,False,88365,0,1159329
72127009121,00926,0.9238,True,1070964,0,1159329
72127009122,00926,0.9387,True,1624664,0,1730695
72127009122,00976,0.0613,False,106031,0,1730695
72127009123,00926,1.0,True,585422,0,585422
72127009300,00925,0.1975,False,182224,0,922846
72127009300,00926,0.8025,True,740622,0,922846
72127009400,00926,1.0,True,1108568,0,1108568
72127009601,00926,0.7752,True,902571,0,1164237
72127009601,00927,0.2248,False,261666,0,1164237
72127009602,00926,1.0,True,1282599,0,1282599
72127009603,00926,1.0,True,749700,0,749700
72127009614,00926,1.0,True,729676,0,729676
72127009624,00926,1.0,True,1292771,0,1292771
72127009800,00921,0.0602,False,174507,0,2899787
72127009800,00927,0.9398,True,2725280,0,2899787
72127009901,00926,0.0545,False,61215,0,1123274
72127009901,00969,0.9455,True,1062059,0,1123274
72127009902,00926,0.9423,True,2004479,0,2127205
72127009902,00969,0.0577,False,122726,0,2127205
72127009903,00926,1.0,True,2354487,0,2354487
72127009904,00926,1.0,True,585802,0,585802
72127010002,00926,1.0,True,2248104,0,2248104
72127010012,00926,1.0,True,1542442,0,1542442
72127010022,00926,1.0,True,1832332,0,1832332
72127010032,00926,1.0,True,1199838,0,1199838
72127010043,00926,1.0,True,744679,0,744679
72127010044,00926,1.0,True,937755,0,937755
72127010045,00926,1.0,True,6668964,0,6668964
72127010046,00926,0.9754,True,3914377,174945,4013162
72127010046,00976,0.0246,False,98785,0,4013162
72127010100,00725,0.055,False,468331,0,8509922
72127010100,00926,0.945,True,8041591,269,8509922
72127010200,00725,0.2257,False,1980828,0,8775420
72127010200,00926,0.7428,True,6517976,895,8775420
72127010200,00969,0.0315,False,276616,0,8775420
72127010500,00907,0.0,False,0,31657,2811388
72127010500,00909,0.0084,False,23526,39100,2811388
72127010500,00918,0.9916,True,2787862,100449,2811388
72127980000,00926,0.5074,True,631382,14194,1244366
72127980000,00927,0.4926,False,612984,2110,1244366
72127980101,00918,1.0,True,545707,279,545707
72127980102,00918,1.0,True,242072,452,242072
72127980103,00918,1.0,True,626818,0,626818
72127980104,00920,1.0,True,1590161,2320987,1590161
72127980105,00901,1.0,True,262035,479136,262035
72127980107,00901,1.0,True,107351,223671,107351
72127980108,00907,1.0,True,747136,0,747136
72127980200,00901,1.0,True,229871,1349285,229871
72127980300,00907,1.0,True,242257,165506,242257
72127990000,,,False,0,57396184,0
72129220100,00754,0.7332,True,14067015,79501,19185943
72129220100,00777,0.0284,False,544201,0,19185943
72129220100,00778,0.2384,False,4574727,14702,19185943
72129220200,00754,1.0,True,1237826,22911,1237826
72129220300,00754,1.0,True,675409,0,675409
72129220401,00754,1.0,True,15923194,24598,15923194
72129220402,00754,1.0,True,9424070,69463,9424070
72129220501,00725,0.2964,False,2947891,715,9947223
72129220501,00754,0.7036,True,6999332,5366,9947223
72129220502,00754,1.0,True,9607817,15907,9607817
72129220600,00754,1.0,True,17175915,9958,17175915
72129220700,00754,1.0,True,54370565,13307,54370565
72131009200,00685,1.0,True,1330475,0,1330475
72131958500,00678,0.1169,False,3561556,925033,30465961
72131958500,00685,0.8831,True,26904405,864719,30465961
72131958700,00685,1.0,True,22392782,0,22392782
72131958800,00685,1.0,True,36037459,203651,36037459
72131958900,00685,1.0,True,1855375,0,1855375
72131959000,00685,1.0,True,2119715,0,2119715
72131959200,00685,1.0,True,32432458,55250,32432458
72131959300,00669,0.0048,False,166288,2422,34514800
72131959300,00685,0.9952,True,34348512,9590,34514800
72131959500,00685,1.0,True,21245882,0,21245882
72133953300,,0.0001,False,2405,8981631,24723335
72133953300,00757,0.8421,True,20820313,1608723,24723335
72133953300,00769,0.1578,False,3900617,1349,24723335
72133953500,00757,1.0,True,33537016,3825406,33537016
72133953600,,0.0106,False,243516,15762447,22911423
72133953600,00757,0.9894,True,22667907,2915860,22911423
72133953700,00757,1.0,True,1178615,0,1178615
72133953800,00757,1.0,True,5799727,1937529,5799727
72133990000,,,False,0,76102120,0
72135510101,00949,0.0116,False,32695,0,2806471
72135510101,00953,0.9763,True,2739914,0,2806471
72135510101,00959,0.0121,False,33862,0,2806471
72135510102,00953,1.0,True,2230231,0,2230231
72135510200,00949,0.0547,False,477967,14124,8740423
72135510200,00953,0.9453,True,8262456,14987,8740423
72135510300,00953,1.0,True,1353929,39231,1353929
72135510400,00953,1.0,True,7007747,58961,7007747
72135510502,00953,1.0,True,2413228,0,2413228
72135510503,00953,0.6889,True,1652457,0,2398592
72135510503,00957,0.3111,False,746135,0,2398592
72135510504,00953,0.9864,True,1265876,0,1283382
72135510504,00957,0.0136,False,17506,0,1283382
72135510505,00953,1.0,True,1726821,0,1726821
72135510601,00719,0.0,False,377,179489,8111090
72135510601,00953,0.9377,True,7605473,547237,8111090
72135510601,00956,0.0623,False,505240,0,8111090
72135510602,00953,1.0,True,13013784,545493,13013784
72135510701,00953,1.0,True,12296495,3978,12296495
72135510702,00719,0.0137,False,90469,0,6590376
72135510702,00783,0.0018,False,12174,0,6590376
72135510702,00953,0.9844,True,6487733,1965,6590376
72137120200,00949,1.0,True,2164963,2915847,2164963
72137120300,00949,1.0,True,585131,174567,585131
72137120400,00949,1.0,True,1320110,1730528,1320110
72137120500,00949,1.0,True,253453,10307,253453
72137120600,00949,1.0,True,636011,0,636011
72137120900,00949,1.0,True,640052,0,640052
72137121001,00949,0.9364,True,758521,8806,810002
